,,Age-Sex Level,Total Level
0,mean_2006,22.982345244108835,17.49723668847918
1,median_2006,14.44048745651643,16.15820594592215
2,percentile_90_2006,45.857530258868934,25.770347653056923
3,mean_2011,29.191722837928435,22.77262324225539
4,median_2011,18.732128141638462,20.76398479094341
5,percentile_90_2011,59.29426070575218,33.01407301756901
