"","Year","SA3.Name","variable","value","fit","residuals","ape"
"6620",2011,"Banyule","m0.4",4007,3643.75750772835,-363.242492271653,9.06519820992396
"6621",2011,"Darebin - North","m0.4",3001,2648.63906965842,-352.360930341578,11.7414505278766
"6622",2011,"Nillumbik - Kinglake","m0.4",2029,2167.40734510201,138.407345102012,6.82145614105529
"6623",2011,"Whittlesea - Wallan","m0.4",6683,5039.26900137538,-1643.73099862462,24.5957055008921
"6624",2011,"Keilor","m0.4",1597,1422.76320549042,-174.236794509579,10.9102563875754
"6625",2011,"Macedon Ranges","m0.4",889,897.939888474979,8.93988847497894,1.00561175196614
"6626",2011,"Moreland - North","m0.4",2434,2156.20216205673,-277.797837943266,11.413222594218
"6627",2011,"Sunbury","m0.4",1367,1227.96361638382,-139.036383616184,10.1709132125958
"6628",2011,"Tullamarine - Broadmeadows","m0.4",5347,4752.49948689345,-594.500513106551,11.1183937367973
"6629",2011,"Knox","m0.4",4832,4418.76738064265,-413.232619357354,8.55199957279293
"6630",2011,"Manningham - East","m0.4",669,765.103008520477,96.103008520477,14.3651731719697
"6631",2011,"Maroondah","m0.4",3511,3244.08838558343,-266.911614416575,7.60215364330887
"6632",2011,"Whitehorse - East","m0.4",1832,1927.14712293608,95.1471229360832,5.19362024760279
"6633",2011,"Yarra Ranges","m0.4",4848,4290.59155248838,-557.408447511619,11.4976989998271
"6634",2011,"Cardinia","m0.4",3140,2180.80092198839,-959.199078011613,30.5477413379494
"6635",2011,"Casey - North","m0.4",4607,4406.57269992015,-200.427300079855,4.35049490079997
"6636",2011,"Casey - South","m0.4",5874,4730.83877793275,-1143.16122206725,19.4613759289623
"6637",2011,"Dandenong","m0.4",5614,4835.60448075378,-778.395519246219,13.8652568444286
"6638",2011,"Monash","m0.4",4287,3997.88417907267,-289.11582092733,6.74401261785235
"6639",2011,"Brimbank","m0.4",6069,5450.35996717019,-618.64003282981,10.1934426236581
"6640",2011,"Hobsons Bay","m0.4",2785,2693.13874727117,-91.8612527288269,3.29842918236362
"6641",2011,"Maribyrnong","m0.4",2720,2137.95885545427,-582.041144545735,21.398571490652
"6642",2011,"Melton - Bacchus Marsh","m0.4",5673,4543.65410975836,-1129.34589024164,19.9073839281092
"6643",2011,"Wyndham","m0.4",7967,5054.45745283974,-2912.54254716026,36.5575818646951
"6644",2011,"Frankston","m0.4",4447,3960.14180818558,-486.858191814423,10.9480142076551
"6645",2011,"Mornington Peninsula","m0.4",4418,4124.07070190408,-293.929298095917,6.65299452457938
"6646",2011,"Grampians","m0.4",1810,1417.66298113749,-392.337018862505,21.6760783901937
"6647",2011,"Mildura","m0.4",1804,1635.91646567616,-168.083534323841,9.31726908668741
"6648",2011,"Murray River - Swan Hill","m0.4",1240,1150.41461509433,-89.5853849056712,7.22462781497348
"6649",2011,"Campaspe","m0.4",1178,1204.06003960953,26.0600396095315,2.21222747109775
"6650",2011,"Moira","m0.4",881,794.29705465861,-86.7029453413896,9.841423988807
"6651",2011,"Shepparton","m0.4",2272,2002.5034602566,-269.496539743402,11.8616434746215
"6652",2011,"Glenelg - Southern Grampians","m0.4",1058,937.201008708465,-120.798991291535,11.4176740351167
"6653",2011,"Warrnambool - Otway Ranges","m0.4",2928,2385.19477311172,-542.805226888278,18.5384298800641
"6654",2011,"Capalaba","m0.4",2447,2387.71231850104,-59.2876814989554,2.42287214952821
"6655",2011,"Cleveland - Stradbroke","m0.4",2386,2190.19463699402,-195.805363005976,8.20642761969724
"6656",2011,"Wynnum - Manly","m0.4",2664,2352.4986614703,-311.501338529702,11.6929931880519
"6657",2011,"Bald Hills - Everton Park","m0.4",1260,1084.97224244371,-175.027757556286,13.8910918695465
"6658",2011,"Chermside","m0.4",2436,2102.44246653514,-333.557533464863,13.6928379911684
"6659",2011,"Nundah","m0.4",1142,974.787796768125,-167.212203231875,14.6420493197789
"6660",2011,"Sandgate","m0.4",1853,1671.06458883191,-181.935411168085,9.81842477971319
"6661",2011,"Carindale","m0.4",1646,1705.76635953376,59.7663595337569,3.63100604700832
"6662",2011,"Holland Park - Yeronga","m0.4",2103,2115.36917914789,12.3691791478896,0.588168290436974
"6663",2011,"Mt Gravatt","m0.4",2098,1970.7140759578,-127.285924042195,6.06701258542399
"6664",2011,"Nathan","m0.4",1387,1240.54199802659,-146.458001973411,10.5593368401882
"6665",2011,"Rocklea - Acacia Ridge","m0.4",2053,1942.82769710401,-110.172302895992,5.3664054016557
"6666",2011,"Sunnybank","m0.4",1411,1433.61731813662,22.6173181366203,1.60292828749966
"6667",2011,"Centenary","m0.4",1176,1193.31704468994,17.3170446899398,1.4725378137704
"6668",2011,"Kenmore - Brookfield - Moggill","m0.4",1359,1382.0519152064,23.0519152063996,1.69624100120674
"6669",2011,"Sherwood - Indooroopilly","m0.4",1247,1090.04020343238,-156.959796567617,12.5869925074272
"6670",2011,"The Gap - Enoggera","m0.4",1810,1599.87227055416,-210.127729445841,11.6092668202122
"6671",2011,"Brisbane Inner","m0.4",962,734.467256139505,-227.532743860495,23.6520523763508
"6672",2011,"Brisbane Inner - East","m0.4",1381,1179.35725983427,-201.642740165726,14.6012121770982
"6673",2011,"Brisbane Inner - North","m0.4",2218,2244.97851312799,26.9785131279923,1.21634414463446
"6674",2011,"Brisbane Inner - West","m0.4",1651,1535.37308110185,-115.626918898151,7.00344754077232
"6675",2011,"Cairns - North","m0.4",1767,1493.16317924095,-273.836820759046,15.4972733876087
"6676",2011,"Cairns - South","m0.4",3930,3327.94324830133,-602.056751698673,15.3195102213403
"6677",2011,"Innisfail - Cassowary Coast","m0.4",1207,1224.74246706079,17.7424670607886,1.4699641309684
"6678",2011,"Port Douglas - Daintree","m0.4",409,414.334027661539,5.3340276615387,1.30416324243
"6679",2011,"Tablelands (East) - Kuranda","m0.4",1336,1214.80792223591,-121.192077764095,9.07126330569572
"6680",2011,"Darling Downs (West) - Maranoa","m0.4",1869,1687.51464144955,-181.485358550452,9.71029205727405
"6681",2011,"Darling Downs - East","m0.4",1495,1439.18697187664,-55.8130281233637,3.73331291795075
"6682",2011,"Granite Belt","m0.4",1350,1223.08954421098,-126.910455789023,9.40077450289061
"6683",2011,"Central Highlands (Qld)","m0.4",1453,1266.61078307744,-186.389216922562,12.8278882947393
"6684",2011,"Gladstone - Biloela","m0.4",2923,2602.39614678818,-320.603853211822,10.9683151971202
"6685",2011,"Rockhampton","m0.4",3995,3475.86443477777,-519.135565222231,12.9946324210821
"6686",2011,"Broadbeach - Burleigh","m0.4",1598,1507.37203368463,-90.627966315365,5.67133706604287
"6687",2011,"Coolangatta","m0.4",1509,1431.31979671864,-77.6802032813587,5.14779345800919
"6688",2011,"Gold Coast - North","m0.4",1766,1620.27926245268,-145.720737547319,8.25145739226043
"6689",2011,"Gold Coast Hinterland","m0.4",540,445.092215459447,-94.9077845405529,17.5755156556579
"6690",2011,"Mudgeeraba - Tallebudgera","m0.4",1176,1152.78235804629,-23.2176419537127,1.97428928177829
"6691",2011,"Nerang","m0.4",2255,2060.62314375443,-194.376856245567,8.61981624148856
"6692",2011,"Ormeau - Oxenford","m0.4",4261,3138.54033987567,-1122.45966012433,26.3426345957365
"6693",2011,"Robina","m0.4",1363,1379.10658169039,16.1065816903908,1.18170078432801
"6694",2011,"Southport","m0.4",1526,1366.75275512625,-159.247244873748,10.4355992708878
"6695",2011,"Surfers Paradise","m0.4",675,693.733277747525,18.7332777475253,2.77530040704079
"6696",2011,"Forest Lake - Oxley","m0.4",2549,2602.54570855524,53.5457085552416,2.10065549451713
"6697",2011,"Ipswich Hinterland","m0.4",2055,1649.26041301941,-405.739586980594,19.7440188311724
"6698",2011,"Ipswich Inner","m0.4",3865,3283.59550429114,-581.404495708862,15.0428071334764
"6699",2011,"Springfield - Redbank","m0.4",3500,2274.00073348096,-1225.99926651904,35.0285504719725
"6700",2011,"Beaudesert","m0.4",443,321.179696491908,-121.820303508092,27.4989398438132
"6701",2011,"Beenleigh","m0.4",1681,1315.94569281243,-365.054307187573,21.7164965608313
"6702",2011,"Browns Plains","m0.4",3305,2778.52724211846,-526.472757881542,15.9295842021647
"6703",2011,"Jimboomba","m0.4",1497,1462.19206986686,-34.8079301331422,2.32517903361004
"6704",2011,"Loganlea - Carbrook","m0.4",2171,1793.91687413474,-377.083125865258,17.3690983816333
"6705",2011,"Springwood - Kingston","m0.4",3153,2837.60874330364,-315.39125669636,10.0028942815211
"6706",2011,"Bowen Basin - North","m0.4",1614,1374.12568711655,-239.874312883451,14.8621011699784
"6707",2011,"Mackay","m0.4",4244,3658.37786957124,-585.622130428761,13.7988249394147
"6708",2011,"Whitsunday","m0.4",672,528.228936511615,-143.771063488385,21.3945034952954
"6709",2011,"Bribie - Beachmere","m0.4",710,602.686693089521,-107.313306910479,15.1145502690815
"6710",2011,"Caboolture","m0.4",2698,1867.5665551016,-830.433444898403,30.7795939547221
"6711",2011,"Caboolture Hinterland","m0.4",343,277.039391278078,-65.9606087219217,19.2304981696565
"6712",2011,"Narangba - Burpengary","m0.4",2373,2177.9488261443,-195.051173855703,8.21960277520872
"6713",2011,"Redcliffe","m0.4",1738,1441.13981171931,-296.860188280692,17.0805631922147
"6714",2011,"Hills District","m0.4",3109,3219.84770445897,110.847704458973,3.5653812949171
"6715",2011,"North Lakes","m0.4",2544,1597.59786965209,-946.402130347909,37.201341601726
"6716",2011,"Strathpine","m0.4",1438,1166.45708447291,-271.542915527092,18.8833738196865
"6717",2011,"Far North","m0.4",1553,1449.72098372678,-103.279016273225,6.65029080960881
"6718",2011,"Outback - North","m0.4",1541,1534.485305301,-6.51469469900144,0.422757605386206
"6719",2011,"Outback - South","m0.4",824,733.939428259999,-90.060571740001,10.9296810364079
"6720",2011,"Buderim","m0.4",1412,1294.02267240577,-117.977327594232,8.35533481545553
"6721",2011,"Caloundra","m0.4",2140,2012.23996995476,-127.760030045241,5.97009486192715
"6722",2011,"Maroochy","m0.4",1572,1435.34765471805,-136.652345281946,8.69289728256656
"6723",2011,"Nambour - Pomona","m0.4",1921,1833.51964202713,-87.4803579728707,4.55389682315829
"6724",2011,"Noosa","m0.4",1018,909.088695011676,-108.911304988324,10.6985564821536
"6725",2011,"Sunshine Coast Hinterland","m0.4",1389,1294.75669956354,-94.2433004364577,6.78497483343828
"6726",2011,"Toowoomba","m0.4",5211,4786.68659879429,-424.313401205709,8.14264826723679
"6727",2011,"Charters Towers - Ayr - Ingham","m0.4",1552,1283.75131239314,-268.248687606856,17.2840649231222
"6728",2011,"Townsville","m0.4",6504,5678.11694253433,-825.883057465666,12.6980789893245
"6729",2011,"Bundaberg","m0.4",2709,2500.1266974456,-208.873302554402,7.71034708580297
"6730",2011,"Burnett","m0.4",1695,1494.13317298206,-200.866827017942,11.8505502665452
"6731",2011,"Gympie - Cooloola","m0.4",1559,1334.53696776435,-224.463032235652,14.3978853262125
"6732",2011,"Hervey Bay","m0.4",1641,1266.07635652727,-374.92364347273,22.8472665126587
"6733",2011,"Maryborough","m0.4",1355,1151.80770004256,-203.192299957444,14.9957416942763
"6734",2011,"Adelaide City","m0.4",275,215.354874061121,-59.6451259388793,21.689136705047
"6735",2011,"Adelaide Hills","m0.4",2219,2080.32998696244,-138.670013037557,6.24921194400886
"6736",2011,"Burnside","m0.4",881,1014.71608335254,133.716083352544,15.1777620150447
"6737",2011,"Campbelltown (SA)","m0.4",1320,1323.34850421505,3.34850421505053,0.253674561746252
"6738",2011,"Norwood - Payneham - St Peters","m0.4",859,828.589400592884,-30.410599407116,3.54023275985053
"6739",2011,"Prospect - Walkerville","m0.4",804,717.191901064691,-86.8080989353089,10.7970272307598
"6740",2011,"Unley","m0.4",1049,1039.51898838701,-9.48101161298609,0.903814262439094
"6741",2011,"Gawler - Two Wells","m0.4",979,999.286956637472,20.2869566374718,2.07221211823001
"6742",2011,"Playford","m0.4",3436,2557.65773619452,-878.34226380548,25.5629296800198
"6743",2011,"Port Adelaide - East","m0.4",2095,1728.4414860624,-366.558513937598,17.4968264409355
"6744",2011,"Salisbury","m0.4",4717,3871.26999596074,-845.73000403926,17.9294043680148
"6745",2011,"Tea Tree Gully","m0.4",2671,2777.48892063665,106.488920636653,3.98685588306452
"6746",2011,"Holdfast Bay","m0.4",669,608.671882804744,-60.3281171952565,9.01765578404432
"6747",2011,"Marion","m0.4",2460,2197.26318274625,-262.736817253754,10.6803584249493
"6748",2011,"Mitcham","m0.4",1820,1644.04952590934,-175.950474090658,9.66760846651968
"6749",2011,"Onkaparinga","m0.4",5472,4465.70691036174,-1006.29308963826,18.3898590942664
"6750",2011,"Charles Sturt","m0.4",2864,2621.14279732006,-242.857202679941,8.47965093156217
"6751",2011,"Port Adelaide - West","m0.4",1674,1353.88567030733,-320.114329692666,19.1227198143767
"6752",2011,"West Torrens","m0.4",1632,1403.86052953964,-228.139470460359,13.9791342193847
"6753",2011,"Barossa","m0.4",1096,965.189876375156,-130.810123624844,11.9352302577412
"6754",2011,"Lower North","m0.4",697,596.149676049968,-100.850323950032,14.4691999928309
"6755",2011,"Mid North","m0.4",819,738.964574102992,-80.0354258970083,9.77233527435999
"6756",2011,"Yorke Peninsula","m0.4",671,535.115701184833,-135.884298815167,20.2510132362395
"6757",2011,"Eyre Peninsula and South West","m0.4",1935,1867.59816921185,-67.4018307881493,3.48329874874156
"6758",2011,"Outback - North and East","m0.4",1052,914.120682722633,-137.879317277367,13.1063989807384
"6759",2011,"Fleurieu - Kangaroo Island","m0.4",1217,1035.94027241325,-181.059727586753,14.8775454056494
"6760",2011,"Limestone Coast","m0.4",2218,2028.97444191131,-189.025558088692,8.5223425648644
"6761",2011,"Murray and Mallee","m0.4",2045,1953.73525929944,-91.2647407005602,4.46282350613986
"6762",2011,"Augusta - Margaret River - Busselton","m0.4",1604,1368.44321989829,-235.556780101705,14.6855847943707
"6763",2011,"Bunbury","m0.4",3451,2876.17300359588,-574.826996404122,16.6568240047558
"6764",2011,"Manjimup","m0.4",675,658.245337122215,-16.7546628777854,2.48217227819044
"6765",2011,"Mandurah","m0.4",2843,1944.13163329451,-898.868366705485,31.6168964722295
"6766",2011,"Cottesloe - Claremont","m0.4",1652,1599.20137713621,-52.7986228637876,3.19604254623412
"6767",2011,"Perth City","m0.4",2663,2239.50481645148,-423.495183548523,15.9029359199596
"6768",2011,"Bayswater - Bassendean","m0.4",2587,2125.18009419018,-461.819905809816,17.8515618790033
"6769",2011,"Mundaring","m0.4",1188,1133.65293529779,-54.3470647022089,4.57466874597718
"6770",2011,"Swan","m0.4",4173,3957.18577139982,-215.814228600183,5.17168053199575
"6771",2011,"Joondalup","m0.4",4859,4377.4956345561,-481.504365443904,9.90953623058045
"6772",2011,"Stirling","m0.4",5995,5017.05940755436,-977.940592445635,16.3126037105194
"6773",2011,"Wanneroo","m0.4",6838,5207.26892612676,-1630.73107387324,23.8480706913314
"6774",2011,"Armadale","m0.4",2646,1631.48468964091,-1014.51531035909,38.341470535113
"6775",2011,"Belmont - Victoria Park","m0.4",2116,1785.27656173755,-330.723438262446,15.629652091798
"6776",2011,"Canning","m0.4",2649,2148.41552981038,-500.584470189617,18.8971109924355
"6777",2011,"Gosnells","m0.4",4199,3451.52074022974,-747.479259770257,17.8013636525424
"6778",2011,"Kalamunda","m0.4",1849,1483.64656528413,-365.35343471587,19.759515127954
"6779",2011,"Serpentine - Jarrahdale","m0.4",736,415.630411041223,-320.369588958777,43.5284767607035
"6780",2011,"South Perth","m0.4",1077,918.815477846338,-158.184522153662,14.6875136632927
"6781",2011,"Cockburn","m0.4",3590,2730.20439180027,-859.795608199729,23.9497383899646
"6782",2011,"Fremantle","m0.4",1005,928.718865764487,-76.2811342355135,7.59016261049885
"6783",2011,"Kwinana","m0.4",1280,896.748591622657,-383.251408377343,29.9415162794799
"6784",2011,"Melville","m0.4",2778,2444.87901460092,-333.120985399075,11.9913961626737
"6785",2011,"Rockingham","m0.4",4345,3057.00844229621,-1287.99155770379,29.6430738251735
"6786",2011,"Esperance","m0.4",587,607.008419775214,20.0084197752141,3.40858939952539
