No.,Code,Name,1996,2001,2006,2011,2016
265,50201,Mandurah,49308.0,59145,67900.3637919445,76417.5219892624,84820.7982928632
266,50301,Cottesloe - Claremont,64161.0,65120,66316.48488996139,67208.36755998578,67938.92622015633
267,50302,Perth City,70570.0,74260,77091.15849954169,79523.99032488765,81730.43531345094
268,50401,Bayswater - Bassendean,70634.0,71830,72766.48364886154,73383.0597492104,73835.30512619857
269,50402,Mundaring,37067.0,39244,41291.45486659387,43114.99960955641,44808.20471911364
270,50403,Swan,66056.0,79983,92368.61909984007,104466.28823631897,116433.56277241508
271,50501,Joondalup,148248.0,156410,167769.93804314412,178197.08387504966,188076.0695277939
272,50502,Stirling,156114.0,160616,163805.67109963446,166234.49370340744,168257.3549341792
273,50503,Wanneroo,64944.0,84323,99698.71909481238,114954.77712488973,130184.75628066773
274,50601,Armadale,51982.0,52391,54013.71809253733,55367.03304181098,56570.1833910083
275,50602,Belmont - Victoria Park,50204.0,53992,56261.061336260565,58234.70242997005,60039.03320419004
276,50603,Canning,75325.0,80528,84051.75614137122,87131.29991025684,89955.42642606143
277,50604,Gosnells,76482.0,83662,88575.7988463428,93002.65307516992,97144.36051211398
278,50605,Kalamunda,48496.0,48743,49309.82788680411,49662.57726351909,49906.36867278382
279,50606,Serpentine - Jarrahdale,10232.0,11775,13178.307086065972,14518.597061455086,15824.383194790802
280,50607,South Perth,36437.0,37604,38737.578923786365,39678.832887552024,40513.167999007885
281,50701,Cockburn,57235.0,66756,73004.16718727059,78858.03487149155,84483.79377703404
282,50702,Fremantle,31358.0,32720,33765.098260837185,34640.90368707376,35422.06457880388
283,50703,Kwinana,20142.0,21807,23432.539481990898,24927.836426025344,26346.626750260737
284,50704,Melville,96779.0,100267,104168.15277837383,107529.23692206653,110582.8243242213
285,50705,Rockingham,61581.0,74185,86295.48032730025,98182.47449085028,109977.14450221676
286,50801,Esperance,13902.0,14905,15892.57117749809,16791.976064996987,17639.578480014574
287,50802,Gascoyne,9680.0,10348,10471.082346726937,10548.595306944371,10602.873826644343
288,50803,Goldfields,43089.0,40443,40950.81150366472,41279.35057643973,41516.08509016987
289,50804,Kimberley,25919.0,32756,36502.99043501227,40069.87903795821,43536.788970842776
290,50805,Mid West,49889.0,50680,52249.842734053156,53559.0765922548,54723.04667507433
291,50806,Pilbara,40814.0,39618,37815.94869873213,35977.718264563046,34213.74406450906
292,50901,Albany,50559.0,53789,56050.50789819237,58017.68051745724,59816.15861935434
293,50902,Wheat Belt - North,51930.0,53783,55239.54761514182,56426.72149101782,57465.71469716026
294,50903,Wheat Belt - South,22190.0,21117,20631.891787995362,20075.907337976772,19504.897002667436
295,60101,Brighton,13267.0,13392,13915.33371396087,14366.469510472554,14776.482519776131
296,60102,Hobart - North East,47807.0,47399,47775.90201005511,47946.74819071804,48014.81855258549
297,60103,Hobart - North West,51335.0,50248,50607.53645911362,50748.18794890866,50780.113823438965
298,60104,Hobart - South and West,25720.0,26678,28143.227519082116,29454.862460608172,30676.834184675445
299,60105,Hobart Inner,46992.0,47295,47581.130306761006,47660.80183445301,47638.57739330113
300,60106,Sorell - Dodges Ferry,12003.0,12391,13360.340023876837,14255.56156405036,15107.304151412727
301,60201,Launceston,75919.0,76340,77873.36466016769,79044.41579791419,80021.93756327964
302,60202,Meander Valley - West Tamar,21453.0,21595,22174.388898378176,22645.81227766331,23057.899556724053
303,60203,North East,37041.0,36526,36978.45694070836,37269.27425248301,37477.407738481954
304,60301,Central Highlands (Tas.),11284.0,11041,10914.034714602654,10742.425802689206,10553.699483102431
305,60302,Huon - Bruny Island,15951.0,16588,17350.4170419534,18020.433677038156,18637.12025737761
