No.,Code,Name,Age,Males1996,Males2001,Females1996,Females2001
,,,20–24,3489,3020.0,3463,2794.0
,,,25–29,3647,3591.0,3649,3766.0
,,,30–34,3676,3999.0,3675,4162.0
,,,35–39,3615,3939.0,3599,3962.0
,,,40–44,3317,3750.0,3362,3746.0
,,,45–49,3205,3292.0,3319,3309.0
,,,50–54,2617,3142.0,2714,3245.0
,,,55–59,2293,2452.0,2341,2651.0
,,,60–64,2020,2170.0,2154,2348.0
,,,65–69,1970,1862.0,2249,2170.0
,,,70–74,1690,1833.0,2102,2338.0
,,,75–79,1096,1564.0,1664,2137.0
,,,80–84,655,933.0,1158,1572.0
,,,85+,394,563.0,912,1364.0
119,20804,Stonnington - East,0–4,1026,1202.0,1047,1039.0
,,,5–9,1126,1088.0,1080,1105.0
,,,10–14,1016,1154.0,1031,1079.0
,,,15–19,1076,1180.0,1136,1140.0
,,,20–24,1761,1553.0,1813,1590.0
,,,25–29,1738,1491.0,1770,1563.0
,,,30–34,1373,1527.0,1502,1593.0
,,,35–39,1339,1373.0,1518,1473.0
,,,40–44,1369,1365.0,1462,1507.0
,,,45–49,1378,1303.0,1486,1400.0
,,,50–54,1054,1238.0,1118,1346.0
,,,55–59,828,917.0,848,947.0
,,,60–64,676,725.0,734,764.0
,,,65–69,675,549.0,751,656.0
,,,70–74,567,563.0,794,705.0
,,,75–79,433,444.0,645,681.0
,,,80–84,275,301.0,601,524.0
,,,85+,181,226.0,585,653.0
120,20901,Banyule,0–4,3673,3611.0,3590,3363.0
,,,5–9,3985,3628.0,3754,3551.0
,,,10–14,3947,3911.0,3822,3736.0
,,,15–19,4188,4101.0,3869,3963.0
,,,20–24,4910,4216.0,4644,4042.0
,,,25–29,4349,4326.0,4247,4167.0
,,,30–34,4123,4311.0,4255,4304.0
,,,35–39,4255,4190.0,4559,4391.0
,,,40–44,4214,4130.0,4529,4606.0
,,,45–49,4328,4086.0,4593,4363.0
,,,50–54,3587,4021.0,3689,4370.0
,,,55–59,2707,3269.0,2840,3344.0
,,,60–64,2346,2490.0,2513,2605.0
,,,65–69,2212,2104.0,2581,2333.0
,,,70–74,1991,1953.0,2482,2378.0
,,,75–79,1207,1616.0,1811,2208.0
,,,80–84,686,902.0,1264,1477.0
,,,85+,392,555.0,1092,1346.0
121,20902,Darebin - North,0–4,2547,2588.0,2488,2406.0
,,,5–9,2360,2357.0,2188,2263.0
,,,10–14,2126,2113.0,1981,2077.0
,,,15–19,2450,2392.0,2637,2538.0
,,,20–24,3485,3033.0,3631,3034.0
,,,25–29,3708,3278.0,3622,3401.0
,,,30–34,3322,3473.0,3213,3620.0
,,,35–39,2932,3200.0,2703,3048.0
,,,40–44,2327,2826.0,2358,2728.0
,,,45–49,2155,2250.0,2242,2334.0
,,,50–54,1906,2121.0,2076,2234.0
,,,55–59,2000,1821.0,2249,2033.0
,,,60–64,2103,1821.0,2253,1995.0
,,,65–69,2133,1734.0,2428,1978.0
,,,70–74,1767,1739.0,2066,2084.0
,,,75–79,1068,1387.0,1406,1740.0
,,,80–84,587,706.0,989,1167.0
,,,85+,315,452.0,703,1005.0
122,20903,Nillumbik - Kinglake,0–4,2271,2446.0,2228,2182.0
,,,5–9,2787,2688.0,2759,2603.0
,,,10–14,2883,2940.0,2820,2863.0
,,,15–19,2712,2749.0,2466,2676.0
,,,20–24,2057,2092.0,1852,1874.0
,,,25–29,1744,1708.0,1795,1831.0
,,,30–34,2150,2211.0,2433,2341.0
,,,35–39,2850,2500.0,3050,2874.0
,,,40–44,2833,2987.0,3025,3069.0
,,,45–49,2813,2720.0,2688,2909.0
,,,50–54,1891,2537.0,1711,2448.0
,,,55–59,1230,1680.0,991,1492.0
,,,60–64,702,1078.0,624,877.0
,,,65–69,543,598.0,512,586.0
,,,70–74,349,493.0,440,481.0
,,,75–79,256,285.0,343,400.0
,,,80–84,149,175.0,269,297.0
,,,85+,95,132.0,247,299.0
123,20904,Whittlesea - Wallan,0–4,4494,4721.0,4321,4628.0
,,,5–9,4699,5046.0,4319,4799.0
,,,10–14,4604,4902.0,4282,4588.0
,,,15–19,4575,4833.0,4290,4626.0
,,,20–24,4939,4703.0,4789,4595.0
,,,25–29,4851,5022.0,5020,5147.0
,,,30–34,4739,5174.0,4937,5413.0
,,,35–39,4504,5075.0,4837,5311.0
,,,40–44,4204,4712.0,4330,4974.0
,,,45–49,4059,4273.0,4028,4351.0
,,,50–54,3089,4035.0,2789,3991.0
,,,55–59,2404,3016.0,2230,2802.0
,,,60–64,1925,2405.0,1823,2347.0
,,,65–69,1393,1908.0,1333,1833.0
,,,70–74,893,1345.0,941,1371.0
,,,75–79,418,816.0,533,935.0
,,,80–84,229,369.0,385,510.0
,,,85+,129,240.0,255,490.0
124,21001,Keilor,0–4,1696,1506.0,1660,1460.0
,,,5–9,1806,1650.0,1754,1616.0
,,,10–14,1825,1761.0,1746,1652.0
,,,15–19,2124,1825.0,2023,1748.0
,,,20–24,2573,2048.0,2518,1878.0
,,,25–29,2536,2199.0,2394,2039.0
,,,30–34,2154,2123.0,2178,2033.0
,,,35–39,1970,1892.0,2078,2055.0
,,,40–44,1787,1838.0,1998,2009.0
,,,45–49,1953,1762.0,2243,1987.0
,,,50–54,1879,1969.0,1956,2343.0
,,,55–59,1768,1915.0,1760,1977.0
,,,60–64,1413,1705.0,1407,1682.0
,,,65–69,1216,1345.0,1145,1386.0
,,,70–74,853,1156.0,905,1215.0
,,,75–79,423,830.0,481,935.0
,,,80–84,217,361.0,313,510.0
,,,85+,88,195.0,183,373.0
125,21002,Macedon Ranges,0–4,892,886.0,922,798.0
,,,5–9,982,1044.0,895,1103.0
,,,10–14,989,1062.0,977,965.0
,,,15–19,794,946.0,740,875.0
,,,20–24,506,567.0,457,534.0
,,,25–29,522,573.0,587,539.0
,,,30–34,716,710.0,862,862.0
,,,35–39,939,943.0,973,1069.0
,,,40–44,964,1050.0,947,1074.0
,,,45–49,926,968.0,849,954.0
,,,50–54,670,984.0,563,920.0
,,,55–59,464,694.0,382,623.0
,,,60–64,319,499.0,242,381.0
,,,65–69,271,305.0,210,270.0
,,,70–74,164,263.0,191,238.0
,,,75–79,105,161.0,137,207.0
,,,80–84,51,85.0,103,131.0
,,,85+,35,48.0,78,136.0
126,21003,Moreland - North,0–4,2164,2113.0,1991,1895.0
,,,5–9,1834,2010.0,1766,1887.0
,,,10–14,1649,1820.0,1569,1777.0
,,,15–19,1799,1714.0,1699,1661.0
,,,20–24,2358,1872.0,2300,2030.0
,,,25–29,2853,2432.0,2819,2459.0
,,,30–34,2746,2563.0,2692,2529.0
,,,35–39,2526,2381.0,2346,2451.0
,,,40–44,1909,2152.0,1857,2073.0
,,,45–49,1628,1687.0,1628,1644.0
,,,50–54,1353,1536.0,1353,1590.0
,,,55–59,1387,1288.0,1559,1440.0
,,,60–64,1471,1408.0,1629,1739.0
,,,65–69,1554,1570.0,1776,1910.0
,,,70–74,1414,1637.0,1683,1921.0
,,,75–79,855,1339.0,1125,1594.0
,,,80–84,527,627.0,757,879.0
,,,85+,259,361.0,599,683.0
127,21004,Sunbury,0–4,1282,1232.0,1321,1208.0
,,,5–9,1307,1352.0,1319,1388.0
,,,10–14,1275,1309.0,1208,1390.0
,,,15–19,1139,1249.0,1106,1211.0
,,,20–24,893,953.0,876,938.0
,,,25–29,986,949.0,1062,976.0
,,,30–34,1182,1145.0,1311,1287.0
,,,35–39,1279,1228.0,1341,1400.0
,,,40–44,1172,1308.0,1209,1353.0
,,,45–49,1070,1116.0,976,1170.0
,,,50–54,647,1007.0,591,899.0
,,,55–59,456,626.0,391,630.0
,,,60–64,337,473.0,354,438.0
,,,65–69,286,357.0,300,374.0
,,,70–74,213,296.0,269,322.0
,,,75–79,112,193.0,176,271.0
,,,80–84,86,90.0,85,169.0
,,,85+,26,64.0,65,137.0
128,21005,Tullamarine - Broadmeadows,0–4,4467,4521.0,4111,4387.0
,,,5–9,4378,4837.0,4076,4572.0
,,,10–14,3908,4626.0,3836,4451.0
,,,15–19,3796,3994.0,3568,3914.0
,,,20–24,3941,3820.0,3824,3796.0
,,,25–29,4093,3969.0,4485,4183.0
,,,30–34,4229,4531.0,4316,4783.0
,,,35–39,3796,4564.0,3821,4578.0
,,,40–44,3229,4071.0,3432,4056.0
,,,45–49,3078,3356.0,3195,3457.0
,,,50–54,2603,3074.0,2245,3236.0
,,,55–59,1968,2556.0,1725,2260.0
,,,60–64,1501,1893.0,1444,1748.0
,,,65–69,1148,1432.0,1036,1399.0
,,,70–74,668,1058.0,805,1055.0
,,,75–79,350,587.0,409,759.0
,,,80–84,148,254.0,199,373.0
,,,85+,78,156.0,148,265.0
129,21101,Knox,0–4,5339,5089.0,5195,4984.0
,,,5–9,5582,5628.0,5516,5507.0
,,,10–14,5663,5683.0,5445,5623.0
,,,15–19,5590,5702.0,5174,5422.0
,,,20–24,5107,5191.0,4731,4798.0
,,,25–29,4964,4999.0,5056,5105.0
,,,30–34,5473,5600.0,5614,5858.0
,,,35–39,5828,5811.0,6097,6017.0
,,,40–44,5676,5778.0,5893,6154.0
,,,45–49,5529,5469.0,5323,5842.0
,,,50–54,3944,5251.0,3712,5211.0
,,,55–59,2775,3754.0,2535,3571.0
,,,60–64,1862,2689.0,1841,2576.0
,,,65–69,1507,1821.0,1625,1918.0
,,,70–74,1181,1513.0,1629,1787.0
,,,75–79,774,1124.0,1236,1628.0
,,,80–84,473,635.0,1017,1181.0
,,,85+,309,459.0,863,1184.0
130,21102,Manningham - East,0–4,568,749.0,551,715.0
,,,5–9,683,982.0,656,938.0
,,,10–14,766,1135.0,746,1086.0
,,,15–19,942,1010.0,874,1015.0
,,,20–24,1118,895.0,1025,767.0
,,,25–29,877,693.0,827,705.0
,,,30–34,698,768.0,696,799.0
,,,35–39,720,944.0,820,982.0
,,,40–44,774,1029.0,854,1156.0
,,,45–49,869,1003.0,1057,1015.0
,,,50–54,916,987.0,983,1070.0
,,,55–59,852,863.0,796,859.0
,,,60–64,629,655.0,558,555.0
,,,65–69,481,433.0,434,356.0
,,,70–74,316,312.0,338,272.0
,,,75–79,177,188.0,232,225.0
,,,80–84,103,103.0,177,183.0
,,,85+,55,84.0,140,193.0
131,21103,Maroondah,0–4,3561,3415.0,3437,3266.0
,,,5–9,3520,3499.0,3378,3368.0
,,,10–14,3470,3431.0,3311,3364.0
,,,15–19,3502,3465.0,3398,3341.0
,,,20–24,3854,3349.0,3698,3273.0
,,,25–29,3751,3671.0,3723,3657.0
,,,30–34,3757,3980.0,3915,3986.0
,,,35–39,3806,3814.0,3817,3974.0
,,,40–44,3475,3663.0,3494,3763.0
,,,45–49,3414,3308.0,3749,3500.0
,,,50–54,2809,3206.0,2818,3573.0
,,,55–59,2064,2521.0,2074,2710.0
,,,60–64,1656,1895.0,1741,2024.0
,,,65–69,1481,1551.0,1776,1762.0
,,,70–74,1218,1403.0,1592,1729.0
,,,75–79,726,1080.0,1169,1555.0
,,,80–84,451,603.0,867,1106.0
,,,85+,280,447.0,665,1044.0
132,21104,Whitehorse - East,0–4,1571,1702.0,1511,1633.0
,,,5–9,1571,1556.0,1519,1531.0
,,,10–14,1775,1628.0,1722,1517.0
,,,15–19,2101,1805.0,2030,1794.0
,,,20–24,2479,1958.0,2276,1906.0
,,,25–29,2120,2113.0,2136,2227.0
,,,30–34,2020,2221.0,1947,2212.0
,,,35–39,1942,2025.0,1999,2103.0
,,,40–44,1930,1895.0,2137,1980.0
,,,45–49,2110,1800.0,2320,2052.0
,,,50–54,1881,1931.0,2053,2153.0
,,,55–59,1642,1660.0,1666,1866.0
,,,60–64,1335,1466.0,1313,1566.0
,,,65–69,1146,1160.0,1161,1237.0
,,,70–74,876,1017.0,1086,1147.0
,,,75–79,532,743.0,775,1028.0
,,,80–84,299,418.0,593,699.0
,,,85+,193,268.0,452,656.0
133,21105,Yarra Ranges,0–4,5660,4977.0,5533,4862.0
,,,5–9,6214,5534.0,5968,5314.0
,,,10–14,5947,5865.0,5702,5620.0
,,,15–19,4941,5615.0,4333,5409.0
,,,20–24,3811,4587.0,3699,4107.0
,,,25–29,4473,4466.0,4359,4548.0
,,,30–34,5214,5032.0,5624,5190.0
,,,35–39,5799,5497.0,5650,5725.0
,,,40–44,5421,5687.0,5717,5833.0
,,,45–49,4924,5299.0,4869,5587.0
,,,50–54,3955,5178.0,3759,5227.0
,,,55–59,2931,3938.0,2684,3637.0
,,,60–64,2392,2700.0,2403,2499.0
,,,65–69,2277,1931.0,2305,1935.0
,,,70–74,1760,1677.0,1941,1813.0
,,,75–79,1247,1154.0,1472,1404.0
,,,80–84,701,641.0,1135,1020.0
,,,85+,429,436.0,837,1028.0
134,21201,Cardinia,0–4,2006,1884.0,1903,1738.0
,,,5–9,1830,2163.0,1745,2038.0
,,,10–14,1624,2115.0,1604,1961.0
,,,15–19,1513,1745.0,1350,1700.0
,,,20–24,1423,1277.0,1479,1205.0
,,,25–29,1763,1365.0,1819,1451.0
,,,30–34,1792,1759.0,1807,1902.0
,,,35–39,1701,1895.0,1584,2003.0
,,,40–44,1505,1916.0,1458,1911.0
,,,45–49,1414,1723.0,1374,1671.0
,,,50–54,1083,1555.0,1012,1519.0
,,,55–59,862,1233.0,728,1112.0
,,,60–64,646,900.0,688,813.0
,,,65–69,685,659.0,672,613.0
,,,70–74,528,551.0,551,647.0
,,,75–79,308,434.0,481,470.0
,,,80–84,226,220.0,358,368.0
,,,85+,125,138.0,276,313.0
135,21202,Casey - North,0–4,4013,4356.0,3853,4152.0
,,,5–9,4126,4640.0,3847,4508.0
,,,10–14,3748,4373.0,3685,4083.0
,,,15–19,3237,4025.0,3014,3905.0
,,,20–24,2896,3377.0,3102,3329.0
,,,25–29,3575,3408.0,3944,3832.0
,,,30–34,3934,4200.0,4191,4577.0
,,,35–39,4005,4463.0,4117,4725.0
,,,40–44,3622,4333.0,3538,4417.0
,,,45–49,3053,3750.0,2969,3739.0
,,,50–54,2228,3135.0,2046,3050.0
,,,55–59,1610,2234.0,1482,2049.0
,,,60–64,1261,1651.0,1267,1656.0
,,,65–69,1021,1280.0,1086,1381.0
,,,70–74,739,1035.0,795,1169.0
,,,75–79,396,712.0,538,885.0
,,,80–84,206,349.0,377,575.0
,,,85+,117,226.0,268,515.0
136,21203,Casey - South,0–4,3589,3743.0,3226,3397.0
,,,5–9,2967,3923.0,2774,3494.0
,,,10–14,2420,3205.0,2280,3082.0
,,,15–19,1995,2759.0,1811,2516.0
,,,20–24,1913,2390.0,2188,2422.0
,,,25–29,3026,2893.0,3342,3208.0
,,,30–34,3240,3506.0,3358,3901.0
,,,35–39,2882,3549.0,2692,3586.0
,,,40–44,2268,3227.0,2050,2977.0
,,,45–49,1751,2601.0,1718,2347.0
,,,50–54,1212,2108.0,1109,2093.0
,,,55–59,882,1532.0,830,1385.0
,,,60–64,650,1051.0,640,972.0
,,,65–69,579,719.0,607,764.0
,,,70–74,414,616.0,542,667.0
,,,75–79,257,377.0,326,526.0
,,,80–84,131,199.0,232,309.0
,,,85+,74,100.0,145,206.0
137,21204,Dandenong,0–4,5893,5071.0,5310,4836.0
,,,5–9,5340,5492.0,5093,5013.0
,,,10–14,5779,5317.0,5513,5017.0
,,,15–19,6433,6069.0,6085,5749.0
,,,20–24,7267,6260.0,7138,6170.0
,,,25–29,6740,6295.0,6512,6148.0
,,,30–34,6462,6069.0,6138,5949.0
,,,35–39,6412,6059.0,6169,5646.0
,,,40–44,6025,5992.0,6147,5936.0
,,,45–49,5928,5664.0,6265,5764.0
,,,50–54,5053,5550.0,4795,5793.0
,,,55–59,4087,4698.0,3920,4459.0
,,,60–64,3535,3721.0,3638,3524.0
,,,65–69,3076,3003.0,3443,3118.0
,,,70–74,2419,2523.0,3051,2963.0
,,,75–79,1488,1797.0,2058,2377.0
,,,80–84,853,970.0,1399,1402.0
,,,85+,451,558.0,1142,1239.0
138,21205,Monash,0–4,3750,3891.0,3531,3717.0
,,,5–9,4194,4135.0,3914,3927.0
,,,10–14,4641,4595.0,4406,4230.0
,,,15–19,5956,5462.0,5685,5230.0
,,,20–24,7703,6799.0,6956,6200.0
,,,25–29,6008,5970.0,5636,5509.0
,,,30–34,4889,5607.0,4711,5562.0
,,,35–39,4950,5355.0,5009,5369.0
,,,40–44,4791,5178.0,5473,5454.0
,,,45–49,5454,4918.0,6333,5441.0
,,,50–54,5447,5169.0,5771,5861.0
,,,55–59,4958,4780.0,4923,5061.0
,,,60–64,4116,4276.0,4095,4414.0
,,,65–69,3699,3653.0,3544,3728.0
,,,70–74,2572,3165.0,2965,3249.0
,,,75–79,1473,2196.0,1894,2647.0
,,,80–84,788,1086.0,1392,1639.0
,,,85+,461,687.0,1253,1593.0
139,21301,Brimbank,0–4,5333,5645.0,5038,5432.0
,,,5–9,5453,6094.0,5110,5724.0
,,,10–14,5674,5842.0,5457,5675.0
,,,15–19,6070,6126.0,5778,5866.0
,,,20–24,6611,6224.0,6263,6096.0
,,,25–29,5915,6257.0,5900,6400.0
,,,30–34,5526,6220.0,5520,6531.0
,,,35–39,5504,6128.0,5576,6217.0
,,,40–44,5416,5878.0,5674,6144.0
,,,45–49,5456,5719.0,5437,5726.0
,,,50–54,4261,5338.0,3812,5159.0
,,,55–59,3370,3921.0,3069,3482.0
,,,60–64,2724,2994.0,2687,2803.0
,,,65–69,2124,2380.0,2342,2400.0
,,,70–74,1671,1787.0,2146,2122.0
,,,75–79,960,1276.0,1200,1734.0
,,,80–84,496,611.0,740,883.0
,,,85+,247,345.0,486,693.0
140,21302,Hobsons Bay,0–4,2807,2761.0,2675,2652.0
,,,5–9,2489,2689.0,2380,2568.0
,,,10–14,2288,2430.0,2087,2366.0
,,,15–19,2223,2311.0,2165,2238.0
,,,20–24,2652,2425.0,2718,2495.0
,,,25–29,3093,2924.0,3220,3107.0
,,,30–34,3176,3287.0,3175,3512.0
,,,35–39,3114,3355.0,3042,3400.0
,,,40–44,2591,3231.0,2581,3167.0
,,,45–49,2494,2642.0,2309,2599.0
,,,50–54,1889,2449.0,1855,2429.0
,,,55–59,1698,1878.0,1723,1776.0
,,,60–64,1574,1621.0,1590,1657.0
,,,65–69,1461,1416.0,1546,1546.0
,,,70–74,1183,1307.0,1428,1468.0
,,,75–79,707,980.0,922,1299.0
,,,80–84,410,501.0,665,787.0
,,,85+,200,326.0,425,675.0
141,21303,Maribyrnong,0–4,2114,2017.0,2071,1892.0
,,,5–9,1700,1709.0,1618,1631.0
,,,10–14,1628,1472.0,1492,1421.0
,,,15–19,1837,1730.0,1884,1655.0
,,,20–24,2567,2365.0,2532,2218.0
,,,25–29,2798,2930.0,2946,2920.0
,,,30–34,2938,3151.0,2839,3054.0
,,,35–39,2826,2858.0,2599,2563.0
,,,40–44,2208,2482.0,1974,2269.0
,,,45–49,1729,2014.0,1618,1845.0
,,,50–54,1377,1584.0,1320,1510.0
,,,55–59,1305,1271.0,1273,1190.0
,,,60–64,1188,1184.0,1302,1146.0
,,,65–69,1303,1035.0,1462,1216.0
,,,70–74,1127,1068.0,1428,1281.0
,,,75–79,720,848.0,1084,1086.0
,,,80–84,494,460.0,777,765.0
,,,85+,240,333.0,587,675.0
142,21304,Melton - Bacchus Marsh,0–4,2539,2682.0,2316,2535.0
,,,5–9,2490,2962.0,2400,2637.0
,,,10–14,2351,2888.0,2200,2718.0
,,,15–19,1977,2720.0,1721,2566.0
,,,20–24,1583,2363.0,1532,2284.0
,,,25–29,1835,2507.0,2072,2726.0
,,,30–34,2201,2545.0,2385,2812.0
,,,35–39,2203,2535.0,2354,2709.0
,,,40–44,2180,2481.0,2141,2658.0
,,,45–49,1962,2456.0,1746,2566.0
,,,50–54,1243,2277.0,1173,2181.0
,,,55–59,882,1442.0,732,1220.0
,,,60–64,661,901.0,682,764.0
,,,65–69,632,566.0,608,648.0
,,,70–74,489,523.0,601,591.0
,,,75–79,289,328.0,392,519.0
,,,80–84,163,183.0,262,289.0
,,,85+,95,112.0,202,218.0
143,21305,Wyndham,0–4,3975,3722.0,3799,3518.0
,,,5–9,3718,4107.0,3518,4035.0
,,,10–14,3334,3913.0,3161,3683.0
,,,15–19,3013,3446.0,2830,3271.0
,,,20–24,3036,3168.0,3091,3071.0
,,,25–29,3492,3432.0,3742,3570.0
,,,30–34,3914,3861.0,4017,4012.0
,,,35–39,3641,4138.0,3682,4188.0
,,,40–44,3194,3779.0,3073,3820.0
,,,45–49,2771,3303.0,2730,3088.0
,,,50–54,1999,2871.0,1699,2768.0
,,,55–59,1317,1994.0,1174,1748.0
,,,60–64,951,1358.0,956,1278.0
,,,65–69,790,951.0,836,1024.0
,,,70–74,589,754.0,736,869.0
,,,75–79,339,508.0,465,736.0
,,,80–84,176,273.0,288,442.0
,,,85+,102,149.0,258,336.0
144,21401,Frankston,0–4,4378,3856.0,4151,3877.0
,,,5–9,4123,4275.0,4017,4167.0
,,,10–14,3949,4129.0,3818,4049.0
,,,15–19,3783,3896.0,3726,3830.0
,,,20–24,3969,3686.0,3969,3665.0
,,,25–29,4340,4008.0,4319,3987.0
,,,30–34,4359,4328.0,4421,4485.0
,,,35–39,4231,4351.0,4286,4476.0
,,,40–44,3805,4250.0,3962,4293.0
,,,45–49,3746,3754.0,3841,3925.0
,,,50–54,2878,3616.0,2998,3799.0
,,,55–59,2436,2805.0,2380,2985.0
,,,60–64,1857,2362.0,2041,2406.0
,,,65–69,1833,1748.0,2038,2008.0
,,,70–74,1547,1721.0,1890,1977.0
,,,75–79,1005,1285.0,1489,1671.0
,,,80–84,607,764.0,1088,1238.0
,,,85+,314,472.0,841,1162.0
145,21402,Mornington Peninsula,0–4,4049,4023.0,3850,3882.0
,,,5–9,4629,4640.0,4263,4390.0
,,,10–14,4162,4847.0,4118,4561.0
,,,15–19,4103,4385.0,3639,4071.0
,,,20–24,3480,3435.0,3017,3087.0
,,,25–29,3198,3444.0,3413,3508.0
,,,30–34,3636,3855.0,3987,4317.0
,,,35–39,4173,4399.0,4470,4700.0
,,,40–44,4008,4689.0,4121,4958.0
,,,45–49,3800,4294.0,3881,4400.0
,,,50–54,3110,4230.0,3208,4510.0
,,,55–59,2593,3646.0,2987,4076.0
,,,60–64,2695,3269.0,2999,3676.0
,,,65–69,3137,3163.0,3397,3348.0
,,,70–74,2858,3218.0,3184,3370.0
,,,75–79,2013,2485.0,2411,2904.0
,,,80–84,1046,1380.0,1564,2008.0
,,,85+,605,767.0,1180,1639.0
146,21501,Grampians,0–4,2340,2000.0,2240,1925.0
,,,5–9,2529,2349.0,2229,2190.0
,,,10–14,2512,2412.0,2333,2172.0
,,,15–19,2137,2010.0,1806,1743.0
,,,20–24,1673,1437.0,1492,1251.0
,,,25–29,1903,1606.0,1850,1579.0
,,,30–34,2241,1912.0,2157,1888.0
,,,35–39,2460,2220.0,2395,2179.0
,,,40–44,2281,2378.0,2232,2284.0
,,,45–49,2240,2207.0,2071,2116.0
,,,50–54,1761,2186.0,1832,2015.0
,,,55–59,1771,1755.0,1628,1775.0
,,,60–64,1628,1715.0,1532,1590.0
,,,65–69,1655,1494.0,1655,1429.0
,,,70–74,1301,1403.0,1552,1539.0
,,,75–79,772,1024.0,1047,1377.0
,,,80–84,527,521.0,885,892.0
,,,85+,334,432.0,783,978.0
147,21502,Mildura,0–4,1883,1891.0,1799,1846.0
,,,5–9,1842,1971.0,1811,1977.0
,,,10–14,1802,1947.0,1703,1892.0
,,,15–19,1561,1669.0,1397,1592.0
,,,20–24,1332,1327.0,1366,1325.0
,,,25–29,1578,1505.0,1606,1610.0
,,,30–34,1668,1750.0,1709,1738.0
,,,35–39,1810,1779.0,1813,1872.0
,,,40–44,1660,1876.0,1596,1856.0
,,,45–49,1570,1666.0,1509,1560.0
,,,50–54,1258,1567.0,1184,1531.0
,,,55–59,1130,1219.0,1070,1154.0
,,,60–64,995,1110.0,1020,1060.0
,,,65–69,1003,909.0,996,962.0
,,,70–74,768,873.0,898,934.0
,,,75–79,459,591.0,659,790.0
,,,80–84,273,304.0,466,534.0
,,,85+,154,210.0,383,468.0
148,21503,Murray River - Swan Hill,0–4,1536,1430.0,1471,1379.0
,,,5–9,1648,1541.0,1590,1448.0
,,,10–14,1822,1511.0,1646,1517.0
,,,15–19,1459,1456.0,1267,1255.0
,,,20–24,1114,1050.0,940,883.0
,,,25–29,1251,1060.0,1212,1044.0
,,,30–34,1368,1242.0,1356,1210.0
,,,35–39,1516,1352.0,1480,1375.0
,,,40–44,1499,1455.0,1382,1391.0
,,,45–49,1410,1477.0,1322,1310.0
,,,50–54,1178,1404.0,1184,1314.0
,,,55–59,1124,1124.0,1073,1110.0
,,,60–64,1009,1075.0,995,1015.0
,,,65–69,1014,876.0,1027,901.0
,,,70–74,858,866.0,912,886.0
,,,75–79,537,672.0,659,804.0
,,,80–84,332,343.0,470,544.0
,,,85+,205,245.0,422,553.0
149,21601,Campaspe,0–4,1364,1339.0,1223,1247.0
,,,5–9,1373,1447.0,1261,1323.0
,,,10–14,1520,1406.0,1381,1302.0
,,,15–19,1217,1318.0,1137,1134.0
,,,20–24,1034,841.0,845,780.0
,,,25–29,1114,972.0,1026,1008.0
,,,30–34,1229,1220.0,1184,1180.0
,,,35–39,1282,1280.0,1263,1312.0
,,,40–44,1266,1337.0,1308,1269.0
,,,45–49,1255,1207.0,1147,1255.0
,,,50–54,1073,1249.0,1014,1155.0
,,,55–59,912,1060.0,870,1025.0
,,,60–64,774,933.0,836,860.0
,,,65–69,769,741.0,752,801.0
,,,70–74,644,709.0,707,728.0
,,,75–79,383,517.0,558,660.0
,,,80–84,260,292.0,401,478.0
,,,85+,159,205.0,344,440.0
150,21602,Moira,0–4,965,924.0,862,858.0
,,,5–9,1061,998.0,956,934.0
,,,10–14,1046,1059.0,999,993.0
,,,15–19,926,904.0,785,744.0
,,,20–24,710,642.0,607,537.0
,,,25–29,778,703.0,688,685.0
,,,30–34,831,793.0,846,792.0
,,,35–39,930,883.0,879,882.0
,,,40–44,924,967.0,894,883.0
,,,45–49,883,909.0,848,890.0
,,,50–54,724,892.0,686,893.0
,,,55–59,706,746.0,685,716.0
,,,60–64,677,752.0,699,741.0
,,,65–69,705,680.0,656,665.0
,,,70–74,570,636.0,582,621.0
,,,75–79,366,458.0,462,503.0
,,,80–84,220,244.0,308,381.0
,,,85+,152,176.0,206,320.0
151,21603,Shepparton,0–4,2173,2218.0,2096,2061.0
,,,5–9,2095,2274.0,2140,2179.0
,,,10–14,2163,2177.0,2084,2208.0
,,,15–19,1954,2128.0,1872,1967.0
,,,20–24,1955,1695.0,1922,1673.0
,,,25–29,2015,1938.0,1999,1960.0
,,,30–34,1980,2097.0,2047,2093.0
,,,35–39,2071,2108.0,2128,2136.0
,,,40–44,1936,2109.0,2000,2111.0
,,,45–49,1810,1970.0,1811,1981.0
,,,50–54,1452,1811.0,1398,1810.0
,,,55–59,1191,1436.0,1156,1381.0
,,,60–64,983,1231.0,1027,1159.0
,,,65–69,921,987.0,1030,1018.0
,,,70–74,809,862.0,959,961.0
,,,75–79,494,678.0,673,854.0
,,,80–84,311,357.0,513,563.0
,,,85+,206,286.0,471,528.0
152,21701,Glenelg - Southern Grampians,0–4,1464,1280.0,1305,1110.0
,,,5–9,1486,1476.0,1429,1309.0
,,,10–14,1633,1443.0,1488,1388.0
,,,15–19,1403,1353.0,1177,1188.0
,,,20–24,1076,879.0,988,740.0
,,,25–29,1142,963.0,1153,953.0
,,,30–34,1359,1135.0,1349,1211.0
,,,35–39,1466,1374.0,1452,1312.0
,,,40–44,1443,1378.0,1438,1412.0
,,,45–49,1493,1360.0,1261,1337.0
,,,50–54,1087,1358.0,1024,1275.0
,,,55–59,954,1013.0,949,977.0
,,,60–64,843,911.0,815,894.0
,,,65–69,859,765.0,865,759.0
,,,70–74,732,784.0,827,825.0
