,,Age-Sex Level,Total Level
0,mean_2006,21.868905564861254,17.135188788745705
1,median_2006,14.87103123240793,15.614071064314755
2,percentile_90_2006,47.902327899811326,22.6921463726749
3,mean_2011,28.435696749662856,24.938682286761605
4,median_2011,21.089903785163223,20.967972483022876
5,percentile_90_2011,59.097153816871035,40.64436422113819
