,,Age-Sex Level,Total Level
0,mean_2006,15.985187217810509,14.317937156563723
1,median_2006,12.574288096759698,13.022374099118581
2,percentile_90_2006,32.17942394225153,20.031429665474228
3,mean_2011,27.281495553110236,25.29490033699093
4,median_2011,18.690718162102392,18.692352342002554
5,percentile_90_2011,48.16504720751458,32.18817133682414
