,,Age-Sex Level,Total Level
0,mean_2006,16.160839565609066,14.625011729119976
1,median_2006,10.403014807080908,10.447054125793764
2,percentile_90_2006,29.607726663216262,22.28503274659186
3,mean_2011,41.86240371437971,40.90678369607554
4,median_2011,17.294969884668568,17.056928725960837
5,percentile_90_2011,47.773771722291244,37.399881345256304
