,,Age-Sex Level,Total Level
0,mean_2006,19.448004135501723,17.66823311982536
1,median_2006,14.197126668245154,15.275337494933556
2,percentile_90_2006,37.78819076713074,22.68364555397352
3,mean_2011,32.0549567642184,30.31686997032178
4,median_2011,21.53857384274808,21.705490692137946
5,percentile_90_2011,54.96586097466067,38.765811588791536
