,,Age-Sex Level,Total Level
0,mean_2006,13.097414777330433,11.826302788517546
1,median_2006,9.356669847072073,9.781705382797586
2,percentile_90_2006,26.01000871160786,18.217621791744705
3,mean_2011,21.032410466970287,20.003999664844837
4,median_2011,15.410407741411284,16.202673705889858
5,percentile_90_2011,41.35611871374345,30.327651681874677
