,,Age-Sex Level,Total Level
0,mean_2006,14.172756170789155,12.235734140564551
1,median_2006,10.683606056005148,11.341921258684383
2,percentile_90_2006,29.128631535404118,16.535977997412996
3,mean_2011,20.43578503301507,18.60359348083084
4,median_2011,16.358413316256314,16.956137626898187
5,percentile_90_2011,41.92717511316556,26.145925090028545
