,,Age-Sex Level,Total Level
0,mean_2006,14.164080619808798,12.801750643506782
1,median_2006,10.480673969417339,10.801790236679759
2,percentile_90_2006,28.523437603254468,19.79813881887268
3,mean_2011,23.877340788577648,22.36337597269759
4,median_2011,18.00235603195057,18.231021450280824
5,percentile_90_2011,49.59570240922369,38.731055098909586
