,,Age-Sex Level,Total Level
0,mean_2006,19.37147829282338,17.038519636692925
1,median_2006,15.679979090214555,16.193489558702222
2,percentile_90_2006,39.37472457461352,22.926650682937044
3,mean_2011,26.979705842197134,25.01014809643655
4,median_2011,22.686602503493773,22.180467626001672
5,percentile_90_2011,52.83967482185907,36.72928583132154
