,,Age-Sex Level,Total Level
0,mean_2006,15.519094715864625,13.877162491097186
1,median_2006,9.871278247992318,10.337136662892958
2,percentile_90_2006,30.03598071470472,22.222551933634357
3,mean_2011,28.358222880104638,26.65979769257618
4,median_2011,16.85269443168947,17.30680123985336
5,percentile_90_2011,49.52040239576622,39.47887640822098
