,,Age-Sex Level,Total Level
0,mean_2006,19.88279796672023,15.11945254961802
1,median_2006,12.056821063343886,13.077666620172012
2,percentile_90_2006,40.59949053930808,24.447435257429575
3,mean_2011,27.342241794422755,20.64557912375105
4,median_2011,16.703867230995442,18.38309759327054
5,percentile_90_2011,53.50099138201419,32.232584184120604
