,,Age-Sex Level,Total Level
0,mean_2006,20.861789589757667,14.991052903249109
1,median_2006,11.858363493037444,12.907802473451715
2,percentile_90_2006,40.23001303859888,22.215661336466475
3,mean_2011,27.444064193200028,20.62304471185665
4,median_2011,16.836671376153248,19.159616917470046
5,percentile_90_2011,53.47377453594009,30.352806629173717
