,,Age-Sex Level,Total Level
0,mean_2006,21.671325412664874,20.006817779453332
1,median_2006,17.98016739535727,19.137446505410573
2,percentile_90_2006,42.851902013220354,26.948219778849673
3,mean_2011,26.810007795340677,24.605212748568864
4,median_2011,22.279499245611312,23.5245618050659
5,percentile_90_2011,53.382022440087134,34.769453979401284
