,,Age-Sex Level,Total Level
0,mean_2006,16.407460300390913,14.604292326767931
1,median_2006,12.315437348961176,13.011351995414424
2,percentile_90_2006,33.1035607649288,21.695997639238612
3,mean_2011,24.396713791588475,22.57864161183798
4,median_2011,18.57415550040894,19.049450969395167
5,percentile_90_2011,47.95084556189696,33.21323892759031
