,,Age-Sex Level,Total Level
0,mean_2006,15.019124325233475,13.6926046991903
1,median_2006,10.888240011506682,11.31465906430565
2,percentile_90_2006,30.730220905432592,20.561197609278373
3,mean_2011,25.861061035523697,24.534180754004414
4,median_2011,18.794323195904475,18.703050274804532
5,percentile_90_2011,57.7360584848111,47.57341750023204
