,,Age-Sex Level,Total Level
0,mean_2006,21.1939376198261,19.33354755577411
1,median_2006,9.91243928161109,10.222512819382613
2,percentile_90_2006,30.45358364862966,21.041450329732385
3,mean_2011,843.9204776484705,822.6431646938706
4,median_2011,17.010122292356243,17.428145667587742
5,percentile_90_2011,56.86657013007586,49.43188829988277
