,,Age-Sex Level,Total Level
0,mean_2006,23.16545076457265,18.45033116728046
1,median_2006,15.496909729374568,16.72082815994236
2,percentile_90_2006,50.31783040007831,24.2775539527193
3,mean_2011,31.88685123437295,28.620869456699396
4,median_2011,23.34260463113494,23.72835934357254
5,percentile_90_2011,66.04172495875814,43.14884173050257
