,,Age-Sex Level,Total Level
0,mean_2006,13.39945500279812,12.203343346301152
1,median_2006,9.454788634280842,9.785578199135374
2,percentile_90_2006,26.654370877111386,19.563100805358417
3,mean_2011,22.38788727673302,21.21863472994702
4,median_2011,16.243647521511193,16.59095799615411
5,percentile_90_2011,44.40779182656934,33.82932708194095
