,,Age-Sex Level,Total Level
0,mean_2006,15.26546415507813,13.621394983081101
1,median_2006,11.83043207824198,12.672956547064674
2,percentile_90_2006,31.198650134274576,18.65726421600472
3,mean_2011,22.273134453570975,20.37704079477829
4,median_2011,17.556265140241777,18.55302434272903
5,percentile_90_2011,44.16908531492744,28.19275081988447
