,,Age-Sex Level,Total Level
0,mean_2006,11.888462616932722,10.629525867885231
1,median_2006,8.626542030454122,9.07429913250438
2,percentile_90_2006,23.59908066695233,15.432309193060803
3,mean_2011,18.422764357418828,17.49670610596219
4,median_2011,14.296339570598164,15.064226466669508
5,percentile_90_2011,36.997224552197615,24.979784208147525
