,,Age-Sex Level,Total Level
0,mean_2006,16.44815753670474,14.883083366841875
1,median_2006,12.615874928975611,13.305124114915227
2,percentile_90_2006,33.65921992268486,20.909095349926673
3,mean_2011,24.988779545135014,23.52077381230541
4,median_2011,19.381013933802897,20.40641821891625
5,percentile_90_2011,51.68673316077067,35.86138581298965
