,,Age-Sex Level,Total Level
0,mean_2006,16.17091600955561,14.894962535962833
1,median_2006,12.467181868552437,13.047802515429801
2,percentile_90_2006,33.16216864414097,21.892682684296563
3,mean_2011,25.620943615651974,24.491454173952782
4,median_2011,19.900859380774747,20.518187569588424
5,percentile_90_2011,51.83754243825851,39.721797982201615
