,,Age-Sex Level,Total Level
0,mean_2006,14.818890002192372,13.08432608276576
1,median_2006,10.254361036130362,10.572806276442932
2,percentile_90_2006,28.822132428872596,18.956796394983243
3,mean_2011,40.08871043550723,34.24281533922428
4,median_2011,17.05854332017135,17.40927643922587
5,percentile_90_2011,47.417268484416866,36.27643622286048
