,,Age-Sex Level,Total Level
0,mean_2006,17.031272903906242,15.494513689830931
1,median_2006,12.879801870225922,13.797155856244055
2,percentile_90_2006,35.17018353681765,23.96423025162392
3,mean_2011,29.952612198689312,28.608907681585002
4,median_2011,22.22339634802016,22.893236453747736
5,percentile_90_2011,65.98065284110204,53.03692332848173
