,,Age-Sex Level,Total Level
0,mean_2006,12.547861232141305,11.210662995056234
1,median_2006,9.157692253692089,9.093682358127046
2,percentile_90_2006,24.99640432742941,16.70601935190631
3,mean_2011,20.59894746373333,19.386842679168666
4,median_2011,15.28136619206171,15.939477517997735
5,percentile_90_2011,40.571960400254234,30.504518777099097
