,,Age-Sex Level,Total Level
0,mean_2006,123.16362071577782,115.0381429916776
1,median_2006,11.714302176177622,12.206289179288252
2,percentile_90_2006,41.61832882807806,34.32264891386901
3,mean_2011,561940.4907769945,548251.5167702981
4,median_2011,22.869945399377784,22.038882606406087
5,percentile_90_2011,109.16721267496067,215.6263759691938
