,,Age-Sex Level,Total Level
0,mean_2006,14.515920149413876,13.561194425620744
1,median_2006,10.880008234616499,11.622192405300229
2,percentile_90_2006,29.939548656767258,21.085500952783537
3,mean_2011,23.67181069728141,22.847225308873636
4,median_2011,18.575603625317598,19.191156788675006
5,percentile_90_2011,48.4115513590098,38.34422208664448
