,,Age-Sex Level,Total Level
0,mean_2006,123.16185855953286,115.03639552880155
1,median_2006,11.71685057648573,12.207700455887338
2,percentile_90_2006,41.61825766930213,34.32262153519238
3,mean_2011,561940.4368741381,548251.4352715056
4,median_2011,22.871148794537817,22.038840417029736
5,percentile_90_2011,109.29000655007512,215.6262270066428
