,,Age-Sex Level,Total Level
0,mean_2006,15.218875485939256,13.99760417043459
1,median_2006,10.893525614621066,11.486582907948486
2,percentile_90_2006,31.029266922531832,23.39142703896217
3,mean_2011,25.975499009586603,25.275715348300125
4,median_2011,19.546372044553834,20.37334764661731
5,percentile_90_2011,54.78779013939559,45.457246751566146
