,,Age-Sex Level,Total Level
0,mean_2006,17.058205586459188,15.631515772460379
1,median_2006,12.960663906766733,13.946008812286548
2,percentile_90_2006,35.027696496782156,23.524579330620814
3,mean_2011,30.72954779226408,29.4368273507732
4,median_2011,22.7360088998427,24.32125125234898
5,percentile_90_2011,66.71053864882987,50.76581326512557
