Code,Area name,Sex,Age group,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
10101,Goulburn - Yass,Females,0-4,2049.382080078125,1915.61767578125,1870.16064453125,1820.53271484375,1752.6978759765625,1673.869384765625,1631.05078125,1520.6099853515625,1269.6258544921875,1080.215087890625
10101,Goulburn - Yass,Females,5-9,2398.2265625,2274.5419921875,2255.08984375,2235.448974609375,2198.05859375,2144.83203125,2042.9725341796875,2005.9375,1891.6494140625,1773.9736328125
10101,Goulburn - Yass,Females,10-14,2375.5380859375,2398.80908203125,2401.0703125,2384.986328125,2364.666259765625,2327.76123046875,2259.606201171875,2233.03271484375,2017.7174072265625,1878.9154052734375
10101,Goulburn - Yass,Females,15-19,2040.8072509765625,1953.5936279296875,1939.5640869140625,1911.3519287109375,1872.733154296875,1819.8651123046875,1774.8189697265625,1702.4161376953125,1608.7359619140625,1521.1512451171875
10101,Goulburn - Yass,Females,20-24,1256.5228271484375,1240.5123291015625,1145.47802734375,1067.9786376953125,964.9473266601562,851.535400390625,691.3991088867188,576.2257690429688,314.4372863769531,143.8530731201172
10101,Goulburn - Yass,Females,25-29,1905.8916015625,1862.870849609375,1859.843017578125,1871.163330078125,1869.7730712890625,1854.86865234375,1862.64404296875,1762.6605224609375,1491.189453125,1347.9019775390625
10101,Goulburn - Yass,Females,30-34,1865.244384765625,1890.2001953125,1814.453369140625,1730.93310546875,1642.59130859375,1540.6142578125,1403.656982421875,1240.4857177734375,1126.7767333984375,993.451171875
10101,Goulburn - Yass,Females,35-39,2557.43798828125,2591.38720703125,2645.0703125,2674.60302734375,2700.272216796875,2700.9580078125,2716.5302734375,2660.287109375,2501.56884765625,2425.93310546875
10101,Goulburn - Yass,Females,40-44,2274.71484375,2252.151123046875,2258.63427734375,2246.819580078125,2240.713623046875,2217.43994140625,2205.705078125,2160.064697265625,2012.860107421875,1875.35986328125
10101,Goulburn - Yass,Females,45-49,2301.12158203125,2250.891845703125,2266.378662109375,2267.083251953125,2293.302001953125,2309.666748046875,2302.519775390625,2275.072021484375,2009.6453857421875,1924.369384765625
10101,Goulburn - Yass,Females,50-54,2346.52685546875,2395.89111328125,2492.121337890625,2569.560546875,2665.412353515625,2749.768310546875,2779.705322265625,2840.85302734375,2857.128173828125,2820.907958984375
10101,Goulburn - Yass,Females,55-59,1950.1016845703125,1985.677734375,2077.15380859375,2150.3115234375,2211.2587890625,2250.150146484375,2321.160888671875,2331.94287109375,2316.929443359375,2233.6513671875
10101,Goulburn - Yass,Females,60-64,1506.5419921875,1523.955078125,1528.53662109375,1511.8436279296875,1504.73095703125,1481.3785400390625,1473.8870849609375,1455.8907470703125,1462.0401611328125,1385.4630126953125
10101,Goulburn - Yass,Females,65-69,1362.0626220703125,1301.9906005859375,1323.4163818359375,1342.2349853515625,1356.613525390625,1369.911865234375,1334.579345703125,1284.41064453125,1261.156005859375,1199.7366943359375
10101,Goulburn - Yass,Females,70-74,1284.7398681640625,1285.114990234375,1325.4794921875,1328.3458251953125,1327.6416015625,1310.0806884765625,1365.673095703125,1349.80126953125,1222.4473876953125,1180.4764404296875
10101,Goulburn - Yass,Females,75-79,923.5518188476562,956.8096923828125,988.754150390625,982.4461669921875,1009.8406982421875,1046.02587890625,1093.19189453125,1103.3563232421875,1090.275390625,1069.1318359375
10101,Goulburn - Yass,Females,80-84,703.6307373046875,748.7749633789062,756.9625854492188,746.4258422851562,768.2322998046875,795.4470825195312,738.1846923828125,750.329345703125,733.2673950195312,734.4456176757812
10101,Goulburn - Yass,Females,85+,689.9556884765625,717.0993041992188,745.09130859375,758.5654907226562,771.0120239257812,769.1181640625,784.1842651367188,802.9387817382812,703.5188598632812,679.6279296875
10101,Goulburn - Yass,Males,0-4,2214.938232421875,2176.192138671875,2121.914794921875,2094.465087890625,2078.4658203125,2062.43994140625,2051.0693359375,2037.3211669921875,1996.322998046875,1953.8262939453125
10101,Goulburn - Yass,Males,5-9,2635.07666015625,2638.62451171875,2575.321533203125,2581.163818359375,2586.730224609375,2598.745361328125,2610.714599609375,2624.07421875,2610.738037109375,2599.677490234375
10101,Goulburn - Yass,Males,10-14,2420.608642578125,2437.144775390625,2474.710693359375,2478.928466796875,2483.309326171875,2487.214111328125,2492.093017578125,2496.418212890625,2482.9306640625,2473.118408203125
10101,Goulburn - Yass,Males,15-19,2161.671630859375,2136.594482421875,2066.433349609375,2061.184326171875,2060.33056640625,2058.797607421875,2060.116455078125,2060.291259765625,2061.449951171875,2063.03955078125
10101,Goulburn - Yass,Males,20-24,1616.0709228515625,1583.0078125,1613.7130126953125,1578.4757080078125,1555.704345703125,1531.2008056640625,1511.7264404296875,1489.0130615234375,1445.6888427734375,1412.697021484375
10101,Goulburn - Yass,Males,25-29,1873.8984375,1843.1759033203125,1781.1658935546875,1763.1484375,1751.293701171875,1738.3487548828125,1728.6497802734375,1717.1815185546875,1716.6663818359375,1711.919921875
10101,Goulburn - Yass,Males,30-34,1996.1148681640625,1966.3934326171875,1987.8365478515625,1954.1185302734375,1928.7457275390625,1906.68408203125,1889.1265869140625,1869.14599609375,1863.0306396484375,1852.296142578125
10101,Goulburn - Yass,Males,35-39,2552.1767578125,2591.3369140625,2619.46533203125,2638.06591796875,2653.228271484375,2673.088134765625,2692.1015625,2710.232666015625,2722.05078125,2734.962646484375
10101,Goulburn - Yass,Males,40-44,2453.52783203125,2489.189453125,2511.513671875,2533.85595703125,2550.343994140625,2572.48095703125,2592.731689453125,2613.631591796875,2613.04052734375,2611.901123046875
