Code,Area name,Sex,Age group,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
10101,Goulburn - Yass,Females,0-4,2088.4345703125,2108.4794921875,2132.871826171875,2168.0224609375,2183.779541015625,2200.122314453125,2216.969970703125,2233.53271484375,2250.257080078125,2267.07275390625
10101,Goulburn - Yass,Females,5-9,2476.793701171875,2499.613037109375,2522.09326171875,2547.169189453125,2566.566650390625,2585.644775390625,2604.8251953125,2624.4287109375,2643.959716796875,2663.623779296875
10101,Goulburn - Yass,Females,10-14,2421.345703125,2438.855712890625,2456.558837890625,2474.43212890625,2491.490478515625,2509.34912109375,2527.658935546875,2546.534423828125,2565.549560546875,2584.6611328125
10101,Goulburn - Yass,Females,15-19,2107.1484375,2122.311279296875,2139.525390625,2153.963134765625,2169.538330078125,2185.076171875,2200.960693359375,2217.449462890625,2233.94287109375,2250.550048828125
10101,Goulburn - Yass,Females,20-24,1357.3865966796875,1367.8023681640625,1379.68359375,1398.8145751953125,1406.1556396484375,1416.691650390625,1427.7750244140625,1437.89501953125,1448.709716796875,1459.578369140625
10101,Goulburn - Yass,Females,25-29,1928.26611328125,1936.521728515625,1943.1141357421875,1952.0184326171875,1967.698486328125,1983.49072265625,1999.0316162109375,2013.7039794921875,2028.5931396484375,2043.697021484375
10101,Goulburn - Yass,Females,30-34,1918.7354736328125,1924.8739013671875,1946.6947021484375,1981.36279296875,1992.82373046875,2006.7847900390625,2021.923828125,2036.6981201171875,2051.96337890625,2067.3046875
10101,Goulburn - Yass,Females,35-39,2568.147705078125,2583.547607421875,2592.634765625,2598.359619140625,2619.188232421875,2639.07666015625,2658.508544921875,2678.45947265625,2698.272216796875,2718.2900390625
10101,Goulburn - Yass,Females,40-44,2314.689208984375,2324.6220703125,2337.4482421875,2347.02197265625,2366.48095703125,2384.86669921875,2402.87548828125,2420.82763671875,2438.83447265625,2456.97314453125
10101,Goulburn - Yass,Females,45-49,2258.81103515625,2289.1826171875,2309.43115234375,2327.21826171875,2344.99560546875,2362.87890625,2380.62890625,2398.4189453125,2416.22509765625,2434.1826171875
10101,Goulburn - Yass,Females,50-54,2267.14013671875,2288.6640625,2306.25439453125,2316.551513671875,2335.570068359375,2352.17626953125,2368.684814453125,2386.78369140625,2404.410888671875,2422.191650390625
10101,Goulburn - Yass,Females,55-59,1905.3448486328125,1929.9947509765625,1946.2332763671875,1959.3350830078125,1973.6324462890625,1987.09228515625,2000.8466796875,2016.16455078125,2031.1627197265625,2046.2294921875
10101,Goulburn - Yass,Females,60-64,1529.793212890625,1534.908447265625,1541.299072265625,1547.05419921875,1559.373779296875,1570.881591796875,1582.3192138671875,1594.08056640625,1605.8763427734375,1617.78955078125
10101,Goulburn - Yass,Females,65-69,1302.6390380859375,1321.44189453125,1336.8717041015625,1354.5916748046875,1365.249267578125,1376.070068359375,1386.89013671875,1397.390625,1407.8779296875,1418.38916015625
10101,Goulburn - Yass,Females,70-74,1250.1270751953125,1265.3973388671875,1278.9715576171875,1290.2218017578125,1301.7449951171875,1312.1470947265625,1322.115966796875,1332.0035400390625,1341.8336181640625,1351.8001708984375
10101,Goulburn - Yass,Females,75-79,956.4677734375,957.4157104492188,951.9373779296875,942.1598510742188,950.7501831054688,958.9899291992188,966.5123901367188,973.6302490234375,980.8238525390625,988.091552734375
10101,Goulburn - Yass,Females,80-84,688.5171508789062,694.7069091796875,696.7722778320312,699.9447631835938,705.5941772460938,710.2781372070312,715.12939453125,720.6392211914062,725.986572265625,731.3834838867188
10101,Goulburn - Yass,Females,85+,668.9509887695312,680.643310546875,685.8739624023438,687.7698364257812,693.5088500976562,697.8299560546875,702.2530517578125,707.8447875976562,713.0609130859375,718.3167724609375
10101,Goulburn - Yass,Males,0-4,2210.031494140625,2216.905517578125,2223.635498046875,2248.267822265625,2254.305419921875,2261.108642578125,2269.472412109375,2276.21875,2283.235107421875,2290.47314453125
10101,Goulburn - Yass,Males,5-9,2681.978759765625,2696.629638671875,2703.89892578125,2723.585205078125,2731.05126953125,2737.877197265625,2747.090087890625,2754.723388671875,2762.771728515625,2771.395751953125
10101,Goulburn - Yass,Males,10-14,2431.707763671875,2435.2216796875,2441.474609375,2458.89599609375,2463.56787109375,2469.0859375,2477.347900390625,2484.34912109375,2491.8212890625,2499.71875
10101,Goulburn - Yass,Males,15-19,2215.19091796875,2214.71923828125,2212.807861328125,2211.657958984375,2217.265625,2222.33251953125,2229.73388671875,2236.08642578125,2242.70654296875,2249.76025390625
10101,Goulburn - Yass,Males,20-24,1617.1385498046875,1633.5386962890625,1645.5076904296875,1665.9803466796875,1668.303955078125,1673.5604248046875,1680.3709716796875,1685.0855712890625,1690.30810546875,1695.8280029296875
10101,Goulburn - Yass,Males,25-29,1871.0648193359375,1865.1123046875,1863.5574951171875,1871.306884765625,1878.3499755859375,1884.7216796875,1892.632568359375,1898.0509033203125,1903.8834228515625,1910.0628662109375
10101,Goulburn - Yass,Males,30-34,1968.252197265625,1967.25341796875,1975.7313232421875,2000.9769287109375,2005.4005126953125,2010.625244140625,2018.449462890625,2024.4100341796875,2030.6199951171875,2037.2333984375
10101,Goulburn - Yass,Males,35-39,2607.65625,2607.389404296875,2599.985595703125,2600.747802734375,2608.021728515625,2614.43798828125,2623.0400390625,2630.221435546875,2637.88427734375,2646.100341796875
10101,Goulburn - Yass,Males,40-44,2472.115478515625,2477.010498046875,2481.344970703125,2486.361083984375,2494.109375,2500.65185546875,2509.2822265625,2516.256591796875,2523.659423828125,2531.559814453125
