"No.","Code","Area name","Sex","Age group","2001","2006","2011","2016"
69,12202,"Pittwater","Females","40–44",2279,2308.74153246322,2288.54279577955,2241.09772398027
69,12202,"Pittwater","Females","45–49",2248,2273.76146641542,2298.72622439687,2285.72295913723
69,12202,"Pittwater","Females","50–54",2129,2190.56286491267,2241.74240297582,2265.34997617259
69,12202,"Pittwater","Females","55–59",1742,2092.90279696177,2156.00992784234,2223.80174793883
69,12202,"Pittwater","Females","60–64",1290,1628.53704352966,1979.44328140232,2044.82973676674
69,12202,"Pittwater","Females","65–69",1005,1208.75650494952,1514.19791577011,1861.48468932277
69,12202,"Pittwater","Females","70–74",999,935.412031046098,1118.18904364111,1396.39324841344
69,12202,"Pittwater","Females","75–79",878,922.913720748663,875.651076123125,1042.94243336318
69,12202,"Pittwater","Females","80–84",755,757.23913176158,803.107393070476,771.655147729796
69,12202,"Pittwater","Females","85+",737,844.835575399563,918.990485624314,994.181167851534
69,12202,"Pittwater","Males","0–4",1807,1625.19731826147,1543.179488898,1517.74169143201
69,12202,"Pittwater","Males","5–9",1875,1846.24822700097,1676.8796976858,1600.68343693688
69,12202,"Pittwater","Males","10–14",1761,1867.02551317982,1829.96577640897,1671.75310303089
69,12202,"Pittwater","Males","15–19",1776,1763.79287887438,1843.42417858973,1803.49910362163
69,12202,"Pittwater","Males","20–24",1673,1679.91163822079,1681.94532242019,1734.39073816541
69,12202,"Pittwater","Males","25–29",1707,1597.34599531117,1623.46791935982,1636.50472833923
69,12202,"Pittwater","Males","30–34",1911,1888.3248966991,1775.91204534895,1809.06102950049
69,12202,"Pittwater","Males","35–39",2164,2119.67432792519,2082.04910390462,1969.25155513785
69,12202,"Pittwater","Males","40–44",2270,2246.81494146272,2211.62190214055,2169.96440803076
69,12202,"Pittwater","Males","45–49",2088,2221.0031508038,2205.68566272242,2178.01133130716
69,12202,"Pittwater","Males","50–54",2170,2060.41163914364,2186.38923234511,2177.94010869595
69,12202,"Pittwater","Males","55–59",1802,2110.79453781382,2036.43573146483,2159.29893626116
69,12202,"Pittwater","Males","60–64",1393,1682.1491970152,1992.69560829167,1947.96362341611
69,12202,"Pittwater","Males","65–69",966,1255.73834380029,1526.54170123441,1833.15998517373
69,12202,"Pittwater","Males","70–74",876,860.794354671156,1110.69540455366,1362.99286201056
69,12202,"Pittwater","Males","75–79",693,749.229575287742,750.630834327412,967.997660000744
69,12202,"Pittwater","Males","80–84",439,530.183907213737,587.027167399184,598.533472700608
69,12202,"Pittwater","Males","85+",336,386.971198769219,466.125567347096,541.019881117384
70,12203,"Warringah","Females","0–4",4194,3866.45788718352,3664.23868170879,3591.07124521939
70,12203,"Warringah","Females","5–9",3870,4024.85494868104,3697.25780134521,3516.51933255096
70,12203,"Warringah","Females","10–14",3691,3918.467630362,3997.55887688536,3675.68614274266
70,12203,"Warringah","Females","15–19",3800,3891.69807719576,4058.97546201505,4085.3090642031
70,12203,"Warringah","Females","20–24",4169,4179.3061534425,4248.55832099318,4352.01121555936
70,12203,"Warringah","Females","25–29",5194,4645.18783299765,4722.74946927388,4773.75672833773
70,12203,"Warringah","Females","30–34",5593,5453.40074372653,5024.77168391923,5119.66519420295
70,12203,"Warringah","Females","35–39",5455,5615.75910416929,5490.98338786884,5122.09703462438
70,12203,"Warringah","Females","40–44",5027,5318.92873964261,5421.15436081454,5310.59813162402
70,12203,"Warringah","Females","45–49",4549,4958.50421174906,5176.41436067624,5251.68799871427
70,12203,"Warringah","Females","50–54",4534,4428.8420459022,4797.36033392034,4969.78015512453
70,12203,"Warringah","Females","55–59",4053,4399.89554784354,4351.47478789149,4691.88085377107
70,12203,"Warringah","Females","60–64",3079,3675.79617353428,4116.1607186864,4110.96420848716
70,12203,"Warringah","Females","65–69",2518,2807.24090275609,3363.71007717931,3860.75661288809
70,12203,"Warringah","Females","70–74",2573,2356.35421675727,2642.89921499249,3171.51365845947
70,12203,"Warringah","Females","75–79",2554,2414.56445909995,2248.75919535836,2532.4642426693
70,12203,"Warringah","Females","80–84",1875,2188.02442085057,2109.44689809872,1992.9756063749
70,12203,"Warringah","Females","85+",1766,2058.62777406515,2419.44653816722,2598.77198876081
70,12203,"Warringah","Males","0–4",4491,4096.59459509853,3884.0093757969,3807.6990033152
70,12203,"Warringah","Males","5–9",4117,4280.40499433754,3909.06790037855,3719.72950228969
70,12203,"Warringah","Males","10–14",3976,4184.7316377661,4265.51441351783,3909.12137051022
70,12203,"Warringah","Males","15–19",4019,4144.20986306295,4305.45558845068,4333.57440566564
70,12203,"Warringah","Males","20–24",4446,4357.62424564874,4443.87611846269,4556.43829783992
70,12203,"Warringah","Males","25–29",5288,4715.41713560608,4736.19494844887,4798.84694263959
70,12203,"Warringah","Males","30–34",5656,5477.16110033714,5038.63286139706,5103.69632543528
70,12203,"Warringah","Males","35–39",5639,5697.17407128626,5534.23052050242,5162.18284881141
70,12203,"Warringah","Males","40–44",5062,5384.27687053241,5402.00782481749,5257.95090662296
70,12203,"Warringah","Males","45–49",4447,4908.8216165956,5134.43224459671,5137.80206355571
70,12203,"Warringah","Males","50–54",4426,4262.93218188997,4657.31383901461,4827.28787457501
70,12203,"Warringah","Males","55–59",3814,4208.7994781349,4102.68134000217,4453.83804190503
70,12203,"Warringah","Males","60–64",3124,3495.87749765473,3949.62334405595,3892.59834312661
70,12203,"Warringah","Males","65–69",2353,2784.85108396259,3178.91668305774,3667.2443883339
70,12203,"Warringah","Males","70–74",2169,2107.25264940119,2512.51693058096,2916.67268305178
70,12203,"Warringah","Males","75–79",1840,1892.03614987524,1876.82820617961,2254.45218962055
70,12203,"Warringah","Males","80–84",1213,1413.25019625946,1495.78785741839,1511.18642451732
70,12203,"Warringah","Males","85+",769,984.871938506798,1211.43671728245,1384.44508971022
71,12301,"Camden","Females","0–4",1834,2020.80298691384,2207.44472762554,2450.39358311835
71,12301,"Camden","Females","5–9",1813,2223.88354303056,2409.10264349371,2614.03276671549
71,12301,"Camden","Females","10–14",1565,2073.12760355812,2468.80582104691,2644.10971535627
71,12301,"Camden","Females","15–19",1337,1715.4850549194,2180.32134805846,2538.85460347075
71,12301,"Camden","Females","20–24",1284,1428.40521479708,1740.24775335602,2099.98019953549
71,12301,"Camden","Females","25–29",1844,1825.81022580679,2078.39444084683,2400.86534654088
71,12301,"Camden","Females","30–34",1863,2197.188416848,2266.96083320087,2572.51104856249
71,12301,"Camden","Females","35–39",1702,2106.89266992333,2426.06422199514,2528.16920929195
71,12301,"Camden","Females","40–44",1509,1959.12034679605,2352.65457136769,2667.02659134603
71,12301,"Camden","Females","45–49",1307,1686.9602665565,2113.95087612922,2491.6809982388
71,12301,"Camden","Females","50–54",1103,1399.81828554998,1773.5379006409,2172.26672023206
71,12301,"Camden","Females","55–59",750,1142.54249633905,1427.47879341688,1785.75975944312
71,12301,"Camden","Females","60–64",530,767.866701791858,1150.68442159638,1420.92966330607
71,12301,"Camden","Females","65–69",412,553.590642222099,786.790280002023,1162.3797833062
71,12301,"Camden","Females","70–74",386,453.743114647289,599.919751906904,834.299514189646
71,12301,"Camden","Females","75–79",361,444.072715809674,517.40811640432,671.268127592095
71,12301,"Camden","Females","80–84",281,368.822859081691,451.427816466499,524.036148702674
71,12301,"Camden","Females","85+",290,366.426928551174,471.325269969707,588.102867604616
71,12301,"Camden","Males","0–4",1929,2117.76347920722,2314.01081799362,2569.56289189626
71,12301,"Camden","Males","5–9",1848,2299.28596871924,2487.82587359771,2700.6603707673
71,12301,"Camden","Males","10–14",1592,2107.3396562457,2536.3200440937,2716.64883043011
71,12301,"Camden","Males","15–19",1326,1745.85787194217,2227.11429598251,2619.64911146437
71,12301,"Camden","Males","20–24",1131,1377.69668966027,1721.31308356587,2106.52426780007
71,12301,"Camden","Males","25–29",1732,1698.43084238297,1995.18903798391,2335.63645539717
71,12301,"Camden","Males","30–34",1788,2082.26431755318,2140.04869829248,2461.78976284115
71,12301,"Camden","Males","35–39",1664,2019.43243260089,2299.76129782226,2392.32956050888
71,12301,"Camden","Males","40–44",1471,1888.58227005233,2230.23159674576,2502.87763750909
71,12301,"Camden","Males","45–49",1247,1627.28013973573,2017.63591042636,2342.76122548042
71,12301,"Camden","Males","50–54",1159,1346.31271423882,1715.1746192478,2077.5477506747
71,12301,"Camden","Males","55–59",751,1182.35663678386,1371.096711226,1721.40239553813
71,12301,"Camden","Males","60–64",528,766.98899753173,1176.00493065029,1361.81446445275
71,12301,"Camden","Males","65–69",391,538.26355815274,770.463188042264,1159.36034968344
71,12301,"Camden","Males","70–74",311,397.605019093293,543.651565796218,769.214509157134
71,12301,"Camden","Males","75–79",248,317.1722953569,401.276934331569,544.256724693616
71,12301,"Camden","Males","80–84",158,236.426006148538,303.056505147424,378.918698988475
71,12301,"Camden","Males","85+",78,145.391200713607,226.492635008556,309.666835692968
72,12302,"Campbelltown (NSW)","Females","0–4",5859,5168.87493334883,4946.96411236941,4870.60506069472
72,12302,"Campbelltown (NSW)","Females","5–9",6485,5849.30944592981,5242.18967838278,5022.17146808133
72,12302,"Campbelltown (NSW)","Females","10–14",6498,6227.00255629985,5738.56125266811,5186.0313892187
72,12302,"Campbelltown (NSW)","Females","15–19",6559,6335.54450207684,6164.70272476292,5783.10450774816
72,12302,"Campbelltown (NSW)","Females","20–24",5664,5957.78981051066,5898.43122265719,5846.58691823372
72,12302,"Campbelltown (NSW)","Females","25–29",5640,5361.27945783874,5574.62957219734,5585.5264124267
72,12302,"Campbelltown (NSW)","Females","30–34",5544,5545.59422696513,5245.79895652643,5407.05763644459
72,12302,"Campbelltown (NSW)","Females","35–39",5998,5783.15844280979,5741.53444988759,5436.38744442878
72,12302,"Campbelltown (NSW)","Females","40–44",6269,6045.88194908177,5908.47670762071,5846.98277701917
72,12302,"Campbelltown (NSW)","Females","45–49",5709,6057.92841678446,5910.63653615585,5813.20493812488
72,12302,"Campbelltown (NSW)","Females","50–54",5069,5454.96123918281,5795.3872451971,5694.55292860721
72,12302,"Campbelltown (NSW)","Females","55–59",3133,4724.76260730148,5061.4036892193,5387.10582881828
72,12302,"Campbelltown (NSW)","Females","60–64",2159,2964.71069749425,4371.42717604854,4673.83982876092
72,12302,"Campbelltown (NSW)","Females","65–69",1568,2070.51230204926,2787.21858607437,4057.32244750442
72,12302,"Campbelltown (NSW)","Females","70–74",1410,1528.33161885904,1973.94742487127,2621.73506810126
72,12302,"Campbelltown (NSW)","Females","75–79",1147,1363.63785987274,1466.87641012105,1869.09399839802
72,12302,"Campbelltown (NSW)","Females","80–84",717,1055.33083064009,1245.54661501853,1339.26539363139
72,12302,"Campbelltown (NSW)","Females","85+",548,757.569301865893,1069.28921905825,1356.34772930401
72,12302,"Campbelltown (NSW)","Males","0–4",6085,5450.85315311942,5218.5287848589,5139.50010959
72,12302,"Campbelltown (NSW)","Males","5–9",6859,6099.38495522366,5525.11382363479,5295.53719384934
72,12302,"Campbelltown (NSW)","Males","10–14",6902,6623.53420148071,6036.05816883395,5501.70709729732
72,12302,"Campbelltown (NSW)","Males","15–19",6938,6667.19826413939,6484.16735816496,6014.61162216068
72,12302,"Campbelltown (NSW)","Males","20–24",5780,6118.44552299709,6008.1340224096,5942.34055315237
72,12302,"Campbelltown (NSW)","Males","25–29",5396,5245.35296264153,5464.09539680664,5454.27921428574
72,12302,"Campbelltown (NSW)","Males","30–34",4959,4989.0776186917,4763.65850397588,4916.64203315542
72,12302,"Campbelltown (NSW)","Males","35–39",5470,5120.34270984947,5080.98717835163,4832.52214458783
72,12302,"Campbelltown (NSW)","Males","40–44",5771,5455.50068264769,5224.33073795064,5154.83110757232
72,12302,"Campbelltown (NSW)","Males","45–49",5498,5578.43604425499,5362.91978295566,5191.23653064668
72,12302,"Campbelltown (NSW)","Males","50–54",5198,5256.55841232438,5387.44375972486,5232.61648891563
72,12302,"Campbelltown (NSW)","Males","55–59",3382,4822.4955748983,4889.31412688461,5046.83521230949
72,12302,"Campbelltown (NSW)","Males","60–64",2322,3188.86595933465,4455.38782440615,4534.94612862782
72,12302,"Campbelltown (NSW)","Males","65–69",1487,2155.46872966568,2920.57787692922,4051.84845453829
72,12302,"Campbelltown (NSW)","Males","70–74",1079,1359.19727988434,1930.40756472993,2609.03396239403
72,12302,"Campbelltown (NSW)","Males","75–79",815,992.877660813259,1227.18954697225,1719.9414173633
72,12302,"Campbelltown (NSW)","Males","80–84",444,683.287267863113,835.215102388109,1024.58218302676
72,12302,"Campbelltown (NSW)","Males","85+",218,356.826288708825,550.70614620526,731.067938787743
73,12303,"Wollondilly","Females","0–4",1241,1172.97416167116,1172.68554373645,1203.24932124254
73,12303,"Wollondilly","Females","5–9",1362,1370.51908123465,1306.00965854291,1305.75707358434
73,12303,"Wollondilly","Females","10–14",1413,1424.01231495388,1436.96216723449,1374.07821376184
73,12303,"Wollondilly","Females","15–19",1249,1330.81742086532,1357.57869989497,1371.66756519948
73,12303,"Wollondilly","Females","20–24",918,1026.68696896994,1092.6508160439,1130.97530776993
73,12303,"Wollondilly","Females","25–29",1071,1020.39634559712,1110.86089733478,1171.54551297497
73,12303,"Wollondilly","Females","30–34",1238,1309.71094878875,1275.06537724383,1365.06274240451
73,12303,"Wollondilly","Females","35–39",1342,1380.10488504421,1438.87178243157,1410.26496711305
73,12303,"Wollondilly","Females","40–44",1387,1394.14581610178,1441.16610561728,1492.07641481375
73,12303,"Wollondilly","Females","45–49",1237,1380.76773517416,1404.40451268411,1454.16062180985
73,12303,"Wollondilly","Females","50–54",1140,1261.88799486716,1404.29959540626,1437.85317068837
73,12303,"Wollondilly","Females","55–59",764,1139.08903233193,1254.75132119712,1393.68537621192
73,12303,"Wollondilly","Females","60–64",578,763.027176868935,1109.77431160983,1219.36784206713
73,12303,"Wollondilly","Females","65–69",424,567.333570914975,740.44603175991,1063.10272184908
73,12303,"Wollondilly","Females","70–74",366,403.108330338392,531.172310994449,691.061094902819
73,12303,"Wollondilly","Females","75–79",287,349.253322391114,382.705979070215,498.306498627695
73,12303,"Wollondilly","Females","80–84",216,262.824283924556,317.944275151604,348.780591842982
73,12303,"Wollondilly","Females","85+",151,217.009440758042,283.001156497036,353.245810414736
73,12303,"Wollondilly","Males","0–4",1317,1240.11191033125,1240.24937039054,1272.94827494872
73,12303,"Wollondilly","Males","5–9",1454,1430.3488100538,1360.81809196535,1361.00064879119
73,12303,"Wollondilly","Males","10–14",1511,1528.17213334965,1516.91311519348,1450.68341308551
73,12303,"Wollondilly","Males","15–19",1364,1423.14216599541,1454.01015848562,1449.61851152036
73,12303,"Wollondilly","Males","20–24",967,1100.03749064366,1154.64732411908,1194.78008543761
73,12303,"Wollondilly","Males","25–29",1031,1022.06193691835,1120.88484951038,1176.98520267174
73,12303,"Wollondilly","Males","30–34",1192,1241.77188450691,1227.96669815875,1318.52819673736
73,12303,"Wollondilly","Males","35–39",1272,1297.41489718337,1337.47677456049,1320.98957100105
73,12303,"Wollondilly","Males","40–44",1315,1303.1659778832,1336.68676047696,1370.61873095329
73,12303,"Wollondilly","Males","45–49",1248,1321.41337041332,1330.31286218258,1367.16333116561
73,12303,"Wollondilly","Males","50–54",1212,1270.05167247738,1356.88578607816,1378.34314979949
73,12303,"Wollondilly","Males","55–59",919,1223.13164940425,1285.32635954192,1380.32714117754
73,12303,"Wollondilly","Males","60–64",624,890.239456130241,1176.91150475305,1241.51913857255
73,12303,"Wollondilly","Males","65–69",436,599.210257558371,838.677678857136,1108.64877701627
73,12303,"Wollondilly","Males","70–74",387,409.366032372448,554.680849401256,769.340083183376
73,12303,"Wollondilly","Males","75–79",251,325.380667344557,349.853360938368,475.67342283078
73,12303,"Wollondilly","Males","80–84",125,202.910321066887,264.408410335145,288.249529121935
73,12303,"Wollondilly","Males","85+",88,111.495252729369,164.133807325937,223.53606355552
74,12401,"Blue Mountains","Females","0–4",2452,2175.31772540458,2078.10702901388,2042.94622358775
74,12401,"Blue Mountains","Females","5–9",2670,2543.73799734206,2290.46759792318,2190.39822235272
74,12401,"Blue Mountains","Females","10–14",2911,2691.6093644536,2581.03057634461,2342.02389413025
74,12401,"Blue Mountains","Females","15–19",2602,2714.0452271329,2575.31278356385,2480.20848543096
74,12401,"Blue Mountains","Females","20–24",1935,2094.32258342689,2159.19279877508,2112.28813994467
74,12401,"Blue Mountains","Females","25–29",2182,2009.515939822,2103.74383876879,2136.83858375746
74,12401,"Blue Mountains","Females","30–34",2525,2512.55758678203,2350.3280987159,2417.07724033386
74,12401,"Blue Mountains","Females","35–39",2963,2875.98087256049,2843.8403918604,2677.93235769423
74,12401,"Blue Mountains","Females","40–44",3321,3178.79157982845,3120.94101314588,3076.53721435444
74,12401,"Blue Mountains","Females","45–49",3254,3363.40356594387,3267.06696283949,3222.76143663326
74,12401,"Blue Mountains","Females","50–54",2910,3200.22116352282,3327.80202260646,3258.45307381412
74,12401,"Blue Mountains","Females","55–59",2227,2886.02958901383,3134.10169716662,3270.3129594851
74,12401,"Blue Mountains","Females","60–64",1699,2142.15519297209,2763.65179471269,2980.60877431099
74,12401,"Blue Mountains","Females","65–69",1363,1608.56548648785,2010.52282781544,2596.4235048475
74,12401,"Blue Mountains","Females","70–74",1233,1239.34604095741,1461.16832568911,1823.8210547736
74,12401,"Blue Mountains","Females","75–79",1179,1113.06965092428,1121.08311836404,1321.94421242489
74,12401,"Blue Mountains","Females","80–84",854,978.798931749396,942.328712985273,955.313832017744
74,12401,"Blue Mountains","Females","85+",781,908.790750206701,1059.18263687295,1132.01616555395
74,12401,"Blue Mountains","Males","0–4",2550,2291.73842440789,2190.02146351335,2153.61398591423
74,12401,"Blue Mountains","Males","5–9",2860,2666.08133218376,2422.77697893669,2318.04749066079
74,12401,"Blue Mountains","Males","10–14",2918,2825.66453914973,2665.15690809039,2433.86814166942
74,12401,"Blue Mountains","Males","15–19",2982,2805.105392652,2747.32614241278,2611.68374300615
74,12401,"Blue Mountains","Males","20–24",2237,2333.99058520335,2264.09008115146,2248.86749458674
74,12401,"Blue Mountains","Males","25–29",2122,2088.41028041705,2156.82008716162,2139.70538354617
74,12401,"Blue Mountains","Males","30–34",2329,2357.15640653079,2262.23358274924,2314.57046068759
74,12401,"Blue Mountains","Males","35–39",2695,2613.46561446832,2596.39743269929,2473.84979305481
74,12401,"Blue Mountains","Males","40–44",3029,2866.82435655109,2805.88880454819,2766.08925253482
74,12401,"Blue Mountains","Males","45–49",3055,3071.9182575938,2959.81052275071,2907.80167742142
74,12401,"Blue Mountains","Males","50–54",2924,3019.20001285055,3072.78244470328,2989.8808628497
74,12401,"Blue Mountains","Males","55–59",2067,2830.85299250171,2915.64720666212,2989.96447744423
74,12401,"Blue Mountains","Males","60–64",1556,1978.4909978097,2658.34289776753,2739.51792759567
74,12401,"Blue Mountains","Males","65–69",1229,1444.05049682435,1826.37386451013,2435.86693010007
74,12401,"Blue Mountains","Males","70–74",1081,1075.95571881581,1277.59406083379,1620.69645248728
74,12401,"Blue Mountains","Males","75–79",875,882.215997166801,894.006090349209,1076.29177696522
74,12401,"Blue Mountains","Males","80–84",482,644.412695516402,671.059791774822,691.26233927003
74,12401,"Blue Mountains","Males","85+",333,396.905455525798,514.508589302299,593.524011867433
75,12403,"Penrith","Females","0–4",4816,4675.85059296556,4708.14123996789,4831.79290787274
75,12403,"Penrith","Females","5–9",4933,4860.6883447054,4689.91988748689,4697.90243153542
75,12403,"Penrith","Females","10–14",4657,4859.89144052063,4821.73257580384,4637.7904903408
75,12403,"Penrith","Females","15–19",4787,4861.41290378016,5075.22718679829,5064.12701328192
75,12403,"Penrith","Females","20–24",4883,5294.36353389224,5473.05465836654,5710.30697151788
75,12403,"Penrith","Females","25–29",5349,5335.82307652825,5730.44568530597,5957.72301923703
75,12403,"Penrith","Females","30–34",4947,5342.84816349813,5276.29904416111,5624.80202396301
75,12403,"Penrith","Females","35–39",4660,4900.05355079707,5170.27804464062,5086.56780509664
75,12403,"Penrith","Females","40–44",4780,4767.50246711227,4992.44160567098,5203.81180777632
75,12403,"Penrith","Females","45–49",4370,4768.47702040406,4815.89407657508,5027.80103235636
75,12403,"Penrith","Females","50–54",4057,4340.80456431018,4746.54082153425,4827.68849440857
75,12403,"Penrith","Females","55–59",2538,3841.41910560584,4117.95921602398,4511.58723548172
75,12403,"Penrith","Females","60–64",1818,2354.92037919432,3509.64347525401,3771.86398605795
75,12403,"Penrith","Females","65–69",1322,1651.89316865672,2136.59541018062,3162.98100667422
75,12403,"Penrith","Females","70–74",1238,1219.43110983978,1516.68338891751,1958.27656594477
75,12403,"Penrith","Females","75–79",1165,1125.06657167213,1120.59328521269,1389.28817529936
75,12403,"Penrith","Females","80–84",753,961.149870070258,947.905112949371,954.323890250149
75,12403,"Penrith","Females","85+",544,713.006725549638,925.986515718024,1044.36086252419
75,12403,"Penrith","Males","0–4",5132,4941.80415085718,4977.49193283733,5109.63185246672
75,12403,"Penrith","Males","5–9",4910,5081.07663150539,4880.60872284885,4890.98486828485
75,12403,"Penrith","Males","10–14",4770,4879.24763337192,5013.01848971551,4809.74171403284
75,12403,"Penrith","Males","15–19",4917,4936.94005531768,5081.26530424695,5191.96437683716
75,12403,"Penrith","Males","20–24",4829,5286.26215797633,5409.76282844233,5604.32976214196
75,12403,"Penrith","Males","25–29",5151,5126.95415807129,5520.78427282747,5715.76287800694
75,12403,"Penrith","Males","30–34",4838,5094.16686636177,5023.5192108692,5357.68000078442
75,12403,"Penrith","Males","35–39",4509,4751.70978277586,4922.27645463107,4837.42039276744
75,12403,"Penrith","Males","40–44",4559,4534.47850761759,4740.27468063701,4869.2009232933
75,12403,"Penrith","Males","45–49",4146,4547.24417798093,4581.12771756562,4765.65521115511
75,12403,"Penrith","Males","50–54",4170,4157.93961989435,4557.72521264177,4625.4170980774
75,12403,"Penrith","Males","55–59",2785,3953.02667981576,3987.75118563087,4374.05398166649
75,12403,"Penrith","Males","60–64",1877,2554.24029329484,3587.50730029821,3654.1023581717
75,12403,"Penrith","Males","65–69",1355,1655.53501024676,2248.28009608417,3158.19256656231
75,12403,"Penrith","Males","70–74",960,1131.14563306036,1403.54697183494,1918.22138077779
75,12403,"Penrith","Males","75–79",759,770.955079376524,913.870801276084,1152.77114226159
75,12403,"Penrith","Males","80–84",442,562.024208807359,591.776948600655,704.148554385011
75,12403,"Penrith","Males","85+",220,315.750963246812,425.707745610208,501.263085897925
76,12404,"Richmond - Windsor","Females","0–4",1426,1469.69364185704,1510.55689480912,1566.12777235056
76,12404,"Richmond - Windsor","Females","5–9",1524,1667.61162500391,1658.03380192278,1681.6226417385
76,12404,"Richmond - Windsor","Females","10–14",1367,1621.72854942431,1724.37309267786,1695.900249783
76,12404,"Richmond - Windsor","Females","15–19",1291,1447.99219037222,1643.29713001986,1721.47114900161
76,12404,"Richmond - Windsor","Females","20–24",1241,1501.20945743735,1608.45474954848,1749.98739652926
76,12404,"Richmond - Windsor","Females","25–29",1498,1535.96031141043,1692.18589686276,1781.2183960121
76,12404,"Richmond - Windsor","Females","30–34",1507,1661.0370303726,1640.67119947672,1765.12895517468
76,12404,"Richmond - Windsor","Females","35–39",1462,1669.75477746185,1761.40796565773,1732.81135994866
76,12404,"Richmond - Windsor","Females","40–44",1321,1531.11598262944,1681.28528624066,1752.31901537764
76,12404,"Richmond - Windsor","Females","45–49",1062,1243.36642312159,1400.45888528671,1518.73692961405
76,12404,"Richmond - Windsor","Females","50–54",1043,979.635936147277,1129.38860491074,1253.78616220891
76,12404,"Richmond - Windsor","Females","55–59",741,878.332021653293,842.769830980486,967.672956788817
76,12404,"Richmond - Windsor","Females","60–64",581,538.476175586043,664.365677880076,651.044328267404
76,12404,"Richmond - Windsor","Females","65–69",429,369.903503801102,366.251290106977,473.460661283794
76,12404,"Richmond - Windsor","Females","70–74",436,235.119577888977,217.531157054242,230.908310413149
76,12404,"Richmond - Windsor","Females","75–79",362,216.547573091719,122.900232349816,121.712383810641
76,12404,"Richmond - Windsor","Females","80–84",266,160.578551313306,99.7464846538144,58.8055576624012
76,12404,"Richmond - Windsor","Females","85+",221,172.134622483351,123.30606643394,85.6469121985513
76,12404,"Richmond - Windsor","Males","0–4",1504,1546.76212289278,1590.23142031119,1649.21578896784
76,12404,"Richmond - Windsor","Males","5–9",1545,1726.69697367807,1717.4291269653,1742.94993778071
76,12404,"Richmond - Windsor","Males","10–14",1387,1645.53397846636,1776.75536984494,1749.61470869511
76,12404,"Richmond - Windsor","Males","15–19",1322,1465.83987734756,1671.64564650047,1773.34616451576
76,12404,"Richmond - Windsor","Males","20–24",1581,1574.2667230963,1679.46410220406,1838.8936509626
76,12404,"Richmond - Windsor","Males","25–29",1627,1700.83001519202,1730.61260690282,1821.34732923049
76,12404,"Richmond - Windsor","Males","30–34",1483,1685.93401415339,1682.32574294588,1741.50583552746
76,12404,"Richmond - Windsor","Males","35–39",1458,1629.68038007412,1741.06985093408,1721.66877253893
76,12404,"Richmond - Windsor","Males","40–44",1351,1507.83846330396,1623.77660383061,1701.74701970457
76,12404,"Richmond - Windsor","Males","45–49",1106,1258.87851363686,1372.86614907335,1461.73725479289
76,12404,"Richmond - Windsor","Males","50–54",1021,998.311140040829,1124.36933401378,1214.49293613055
76,12404,"Richmond - Windsor","Males","55–59",744,855.211819881522,845.811017456414,951.933184688436
76,12404,"Richmond - Windsor","Males","60–64",538,537.607875008862,641.706384576356,643.851770248835
76,12404,"Richmond - Windsor","Males","65–69",401,338.429860361739,360.599182864646,450.296660076215
76,12404,"Richmond - Windsor","Males","70–74",372,208.500233841062,192.811622677504,220.320370277127
76,12404,"Richmond - Windsor","Males","75–79",259,170.70915090107,102.271689250215,103.236161165004
76,12404,"Richmond - Windsor","Males","80–84",157,81.5059421149439,59.1120556881975,37.8092608104852
76,12404,"Richmond - Windsor","Males","85+",94,51.3035891373319,31.4388422071926,23.8029703295213
77,12405,"St Marys","Females","0–4",2112,1938.36891220118,1826.86441824414,1810.74724946114
77,12405,"St Marys","Females","5–9",2226,2359.81217256617,2143.21512324285,2044.82935960757
77,12405,"St Marys","Females","10–14",2325,2594.26126856499,2652.1424599134,2437.39858661352
77,12405,"St Marys","Females","15–19",2222,2605.13628099969,2789.20291476411,2826.15147353216
77,12405,"St Marys","Females","20–24",1848,2027.48552702164,2209.36917669618,2328.69753574431
77,12405,"St Marys","Females","25–29",1959,1734.78085859492,1801.42567513346,1900.43311267352
77,12405,"St Marys","Females","30–34",2067,1940.52313429924,1740.20437934454,1804.40527108238
77,12405,"St Marys","Females","35–39",2187,2215.9306671061,2088.34777735779,1931.77319720457
77,12405,"St Marys","Females","40–44",2400,2503.1859823098,2489.70962481937,2393.32921048309
77,12405,"St Marys","Females","45–49",1871,2419.27289061303,2481.73894308371,2478.60538225228
77,12405,"St Marys","Females","50–54",1606,1715.95673897004,2139.32575365449,2195.5093005054
77,12405,"St Marys","Females","55–59",1017,1271.49766903752,1353.37752957683,1672.54059703482
77,12405,"St Marys","Females","60–64",672,597.154750328697,786.868747725875,846.31043936189
77,12405,"St Marys","Females","65–69",617,307.332094996799,300.473117440335,426.215280381902
77,12405,"St Marys","Females","70–74",524,215.855664901981,127.460230794489,139.059532740469
77,12405,"St Marys","Females","75–79",436,155.005747745794,68.6185989559897,49.1371774272299
77,12405,"St Marys","Females","80–84",240,125.689318259336,48.0815328503212,23.2625117123728
77,12405,"St Marys","Females","85+",118,114.181617715935,81.2076248518725,46.4566864859382
77,12405,"St Marys","Males","0–4",2134,2026.18633726128,1910.36502151446,1893.97671832337
77,12405,"St Marys","Males","5–9",2356,2387.20188241064,2217.85473581007,2116.48404499235
77,12405,"St Marys","Males","10–14",2382,2709.41903676036,2683.44149529554,2507.44452776662
77,12405,"St Marys","Males","15–19",2335,2677.58371272611,2919.06562117153,2888.38359128422
