"No.","Code","Area name","Sex","Age group","2001","2006","2011","2016"
196,31001,"Forest Lake - Oxley","Males","15–19",1746,2012.90276533948,2334.20655386318,2477.9927211819
196,31001,"Forest Lake - Oxley","Males","20–24",1669,1971.55102932253,2207.52408122203,2481.24790099747
196,31001,"Forest Lake - Oxley","Males","25–29",1971,1965.83729617643,2216.32607073377,2424.77986355462
196,31001,"Forest Lake - Oxley","Males","30–34",2157,2277.09872892563,2288.70106515571,2523.66851090278
196,31001,"Forest Lake - Oxley","Males","35–39",2082,2325.94479179427,2444.03985298621,2463.33304742516
196,31001,"Forest Lake - Oxley","Males","40–44",1831,2125.03916593105,2332.34676840667,2443.951047259
196,31001,"Forest Lake - Oxley","Males","45–49",1541,1890.042915293,2146.32628043461,2333.96296225825
196,31001,"Forest Lake - Oxley","Males","50–54",1350,1584.15710913829,1904.69970215569,2135.71336168672
196,31001,"Forest Lake - Oxley","Males","55–59",1084,1384.33257742765,1599.13962260013,1898.17215749414
196,31001,"Forest Lake - Oxley","Males","60–64",885,1089.21956897842,1393.06840799842,1593.21013742688
196,31001,"Forest Lake - Oxley","Males","65–69",673,817.058650911004,1018.44493622067,1313.9490101118
196,31001,"Forest Lake - Oxley","Males","70–74",595,608.635087152015,749.385781398337,945.090555254621
196,31001,"Forest Lake - Oxley","Males","75–79",454,489.223102212524,512.016298928357,640.792303715064
196,31001,"Forest Lake - Oxley","Males","80–84",252,346.252646627818,384.876391100383,410.710380434745
196,31001,"Forest Lake - Oxley","Males","85+",173,211.178080792921,281.410296755319,340.666269696203
197,31002,"Ipswich Hinterland","Females","0–4",1564,1449.56553192486,1422.06896527337,1445.86330217339
197,31002,"Ipswich Hinterland","Females","5–9",1888,1831.97734593737,1723.28350128175,1700.27650011461
197,31002,"Ipswich Hinterland","Females","10–14",1947,2059.13328949935,2022.88923592964,1916.03341016159
197,31002,"Ipswich Hinterland","Females","15–19",1588,1688.6704387547,1779.77991725527,1759.03232865578
197,31002,"Ipswich Hinterland","Females","20–24",1087,1247.91665613153,1320.76326297813,1387.31588183481
197,31002,"Ipswich Hinterland","Females","25–29",1191,1148.75165725212,1253.74621846737,1313.38114064137
197,31002,"Ipswich Hinterland","Females","30–34",1643,1579.69487629812,1538.83503558251,1636.60674299023
197,31002,"Ipswich Hinterland","Females","35–39",1859,1868.22381469248,1849.13124873529,1807.8276720467
197,31002,"Ipswich Hinterland","Females","40–44",1870,2002.85331068325,2034.15076206483,2033.78985811173
197,31002,"Ipswich Hinterland","Females","45–49",1659,1920.54236017823,2038.78215783514,2079.88219675943
197,31002,"Ipswich Hinterland","Females","50–54",1609,1753.48970236378,1996.68842432379,2107.32720352559
197,31002,"Ipswich Hinterland","Females","55–59",1388,1722.93863034402,1865.34125489099,2098.60300844289
197,31002,"Ipswich Hinterland","Females","60–64",1116,1395.44967694317,1741.67766273611,1880.74612417127
197,31002,"Ipswich Hinterland","Females","65–69",770,1036.28624453092,1295.94878637827,1636.92046448716
197,31002,"Ipswich Hinterland","Females","70–74",641,674.992781867595,898.011446479525,1131.6257041685
197,31002,"Ipswich Hinterland","Females","75–79",534,549.658125580604,579.603399353162,768.079690611765
197,31002,"Ipswich Hinterland","Females","80–84",350,431.028568476931,450.417775880498,477.792408799953
197,31002,"Ipswich Hinterland","Females","85+",364,390.511894345902,455.025486544987,505.587449222503
197,31002,"Ipswich Hinterland","Males","0–4",1714,1550.02571566801,1521.53484307872,1547.45366943642
197,31002,"Ipswich Hinterland","Males","5–9",2004,1961.14068274017,1821.03154141764,1797.45486002436
197,31002,"Ipswich Hinterland","Males","10–14",1996,2165.09314273381,2136.26447590773,2007.05461304676
197,31002,"Ipswich Hinterland","Males","15–19",1834,1788.23949549565,1921.16131225329,1902.14063556903
197,31002,"Ipswich Hinterland","Males","20–24",1309,1449.03952613175,1456.09761751884,1548.86920719026
197,31002,"Ipswich Hinterland","Males","25–29",1341,1340.64612792404,1442.98974513302,1482.44290500606
197,31002,"Ipswich Hinterland","Males","30–34",1584,1615.19537557463,1591.04763989533,1685.758229818
197,31002,"Ipswich Hinterland","Males","35–39",1862,1840.14677688972,1866.32593188508,1833.16083820535
197,31002,"Ipswich Hinterland","Males","40–44",1891,1991.04911050028,1997.64993541748,2021.7814897425
197,31002,"Ipswich Hinterland","Males","45–49",1743,1949.17245628589,2040.0540648105,2060.06867258703
197,31002,"Ipswich Hinterland","Males","50–54",1740,1839.15997773993,2037.73408667413,2125.20754979446
197,31002,"Ipswich Hinterland","Males","55–59",1495,1831.36853715632,1931.54762265609,2127.50038122514
197,31002,"Ipswich Hinterland","Males","60–64",1233,1509.21596869755,1853.96156492778,1956.73043694571
197,31002,"Ipswich Hinterland","Males","65–69",949,1136.7319128787,1402.30729791876,1741.18421115176
197,31002,"Ipswich Hinterland","Males","70–74",706,795.332875254812,968.141303225709,1212.16942207911
197,31002,"Ipswich Hinterland","Males","75–79",544,571.087587820959,647.343328086308,801.071003787242
197,31002,"Ipswich Hinterland","Males","80–84",300,377.696546642948,409.794835206742,470.610905856148
197,31002,"Ipswich Hinterland","Males","85+",177,222.075163843639,285.70357827278,336.868711346371
198,31003,"Ipswich Inner","Females","0–4",2962,2594.76485707528,2457.81696893284,2368.71442948222
198,31003,"Ipswich Inner","Females","5–9",3273,2985.5943082805,2632.06643512633,2485.38996859188
198,31003,"Ipswich Inner","Females","10–14",3005,2707.28652601207,2487.17050423643,2195.29650978686
198,31003,"Ipswich Inner","Females","15–19",3019,2564.90232530433,2368.60061383835,2201.12147088519
198,31003,"Ipswich Inner","Females","20–24",2643,2685.49810648023,2457.88875502486,2353.60346326423
198,31003,"Ipswich Inner","Females","25–29",2838,2866.02227754135,2877.16118046837,2755.95628798117
198,31003,"Ipswich Inner","Females","30–34",3065,3189.84638543142,3047.7814384898,3053.62320148404
198,31003,"Ipswich Inner","Females","35–39",3201,2964.92131923484,2963.29348703598,2790.08884923199
198,31003,"Ipswich Inner","Females","40–44",3073,2700.05863846509,2541.84570329911,2509.49592613157
198,31003,"Ipswich Inner","Females","45–49",2731,2378.96644744788,2147.45733155899,2044.88320920429
198,31003,"Ipswich Inner","Females","50–54",2534,2248.60037606933,2038.13478987887,1879.30641030894
198,31003,"Ipswich Inner","Females","55–59",1937,2397.97682800137,2182.5873055979,2037.5251078013
198,31003,"Ipswich Inner","Females","60–64",1545,2121.26447070618,2585.80995069301,2406.3944026317
198,31003,"Ipswich Inner","Females","65–69",1317,1929.99923476521,2482.73346775199,2981.00966921983
198,31003,"Ipswich Inner","Females","70–74",1206,1893.75879054826,2473.72704807014,3034.56349737964
198,31003,"Ipswich Inner","Females","75–79",1059,1821.14647428194,2401.84760426208,2961.7219682737
198,31003,"Ipswich Inner","Females","80–84",778,1259.97079839039,1893.68348959418,2382.95399363626
198,31003,"Ipswich Inner","Females","85+",767,1032.75470081789,1457.45948847512,2055.64217210466
198,31003,"Ipswich Inner","Males","0–4",3148,2755.21548958974,2610.57046930182,2516.69181329293
198,31003,"Ipswich Inner","Males","5–9",3341,3128.21542358876,2758.24718169018,2605.48742480313
198,31003,"Ipswich Inner","Males","10–14",3201,2830.94020142905,2649.95428430774,2342.71633838988
198,31003,"Ipswich Inner","Males","15–19",3102,2667.73181630442,2421.24922590974,2274.36523840307
198,31003,"Ipswich Inner","Males","20–24",2582,2675.9044626654,2433.32673012188,2297.0459996825
198,31003,"Ipswich Inner","Males","25–29",2677,2783.65145162037,2813.72350063144,2681.68888394371
198,31003,"Ipswich Inner","Males","30–34",2833,2882.75200049939,2794.30623414516,2808.49088808779
198,31003,"Ipswich Inner","Males","35–39",2998,2651.15340864507,2606.1070120454,2470.14178747535
198,31003,"Ipswich Inner","Males","40–44",3057,2586.95979181571,2363.18092234742,2298.63601035424
198,31003,"Ipswich Inner","Males","45–49",2662,2345.4290679835,2060.01434816797,1916.28395788581
198,31003,"Ipswich Inner","Males","50–54",2544,2207.51607923487,2021.31441813447,1826.79251283855
198,31003,"Ipswich Inner","Males","55–59",2000,2417.00348469131,2157.98940884319,2033.11548996447
198,31003,"Ipswich Inner","Males","60–64",1616,2207.57575033057,2625.44342311946,2407.9801181403
198,31003,"Ipswich Inner","Males","65–69",1228,1904.92209208378,2467.44599514001,2908.22720441604
198,31003,"Ipswich Inner","Males","70–74",1106,1625.34650316699,2253.90484625696,2814.94507190535
198,31003,"Ipswich Inner","Males","75–79",783,1378.35903220796,1813.70800737327,2397.03723758436
198,31003,"Ipswich Inner","Males","80–84",496,867.135077716287,1335.24716224894,1684.50208983621
198,31003,"Ipswich Inner","Males","85+",333,508.270674982168,790.797576120382,1178.40743439154
199,31004,"Springfield - Redbank","Females","0–4",1612,1539.92927464027,1526.55670063517,1568.98323475119
199,31004,"Springfield - Redbank","Females","5–9",1678,1674.82291602144,1605.24080011702,1599.25726075905
199,31004,"Springfield - Redbank","Females","10–14",1577,1702.03356159694,1708.4818910921,1641.73283001816
199,31004,"Springfield - Redbank","Females","15–19",1535,1603.24763567108,1718.22387418022,1733.03473394918
199,31004,"Springfield - Redbank","Females","20–24",1423,1553.40267707357,1634.89630535941,1739.37146195017
199,31004,"Springfield - Redbank","Females","25–29",1564,1471.36142235521,1592.53039353015,1679.00316403286
199,31004,"Springfield - Redbank","Females","30–34",1561,1603.05365178317,1548.94214397243,1664.29430208181
199,31004,"Springfield - Redbank","Females","35–39",1634,1639.45425163382,1685.50390692268,1648.42860614484
199,31004,"Springfield - Redbank","Females","40–44",1473,1630.37322788397,1658.92579305941,1706.05520870587
199,31004,"Springfield - Redbank","Females","45–49",1261,1471.41653049354,1608.86943898211,1648.40880525517
199,31004,"Springfield - Redbank","Females","50–54",1127,1237.41642651224,1429.43893095144,1551.87818135299
199,31004,"Springfield - Redbank","Females","55–59",693,1066.7670580263,1170.02681063643,1345.24726436201
199,31004,"Springfield - Redbank","Females","60–64",558,663.314164678619,998.232491449573,1095.0976751821
199,31004,"Springfield - Redbank","Females","65–69",361,503.677455496406,606.0347904262,905.89144175578
199,31004,"Springfield - Redbank","Females","70–74",262,318.39375219861,439.362693302535,535.564902038418
199,31004,"Springfield - Redbank","Females","75–79",206,235.131101043967,282.302547000318,387.233902494233
199,31004,"Springfield - Redbank","Females","80–84",126,180.698842023262,207.269215555745,247.512728230967
199,31004,"Springfield - Redbank","Females","85+",67,110.940390464645,166.234714631863,212.824116743287
199,31004,"Springfield - Redbank","Males","0–4",1780,1644.38453803416,1631.11227671445,1677.00379445847
199,31004,"Springfield - Redbank","Males","5–9",1820,1822.92400691813,1712.11836348595,1706.74523271587
199,31004,"Springfield - Redbank","Males","10–14",1643,1818.49850136148,1827.89914891893,1731.19892539029
199,31004,"Springfield - Redbank","Males","15–19",1542,1658.12722918912,1812.90252577061,1827.63581677701
199,31004,"Springfield - Redbank","Males","20–24",1395,1545.26603550477,1650.57414311259,1780.81824497352
199,31004,"Springfield - Redbank","Males","25–29",1334,1316.08103510809,1433.37099458893,1523.59976202455
199,31004,"Springfield - Redbank","Males","30–34",1520,1440.32937841012,1421.95152107157,1529.58498196502
199,31004,"Springfield - Redbank","Males","35–39",1511,1571.95392059901,1544.87870464995,1528.93437931278
199,31004,"Springfield - Redbank","Males","40–44",1434,1527.01509108275,1587.63979879031,1583.25446258148
199,31004,"Springfield - Redbank","Males","45–49",1305,1444.34211828873,1531.10406553965,1591.45049052921
199,31004,"Springfield - Redbank","Males","50–54",1198,1277.06442229657,1413.12694287083,1494.84937134093
199,31004,"Springfield - Redbank","Males","55–59",839,1142.5827216947,1218.97993187948,1350.21424531222
199,31004,"Springfield - Redbank","Males","60–64",597,784.769553007645,1062.28245912411,1136.59874848353
199,31004,"Springfield - Redbank","Males","65–69",376,530.107513458011,699.274657890782,950.56924715462
199,31004,"Springfield - Redbank","Males","70–74",247,309.961694667162,438.34786665052,586.201523180436
199,31004,"Springfield - Redbank","Males","75–79",152,203.350773993193,255.226882722005,363.047469206044
199,31004,"Springfield - Redbank","Males","80–84",96,119.697689319336,160.84376329904,202.105680701422
199,31004,"Springfield - Redbank","Males","85+",55,74.2568880885063,97.0164416540555,129.835531381698
200,31101,"Beaudesert","Females","0–4",319,275.244815031206,266.190599634693,267.033089025928
200,31101,"Beaudesert","Females","5–9",377,367.177242311377,327.751211202199,317.355682567615
200,31101,"Beaudesert","Females","10–14",387,426.565803585508,416.083625817098,378.149357525245
200,31101,"Beaudesert","Females","15–19",401,449.830718816247,480.044903613788,469.685426092629
200,31101,"Beaudesert","Females","20–24",213,282.460500790155,305.557000432218,321.218371175518
200,31101,"Beaudesert","Females","25–29",260,235.300693996216,264.108664815623,275.078404801181
200,31101,"Beaudesert","Females","30–34",331,307.474267477837,287.128891146628,304.059248465917
200,31101,"Beaudesert","Females","35–39",344,346.912660688051,332.435910840952,314.253291656792
200,31101,"Beaudesert","Females","40–44",393,380.136473433173,382.438314436605,371.688044226066
200,31101,"Beaudesert","Females","45–49",353,420.871353204663,412.369435068223,414.855331576973
200,31101,"Beaudesert","Females","50–54",305,354.223065365172,411.107655758125,406.033939078613
200,31101,"Beaudesert","Females","55–59",258,299.641093646797,339.582036969469,388.056903576591
200,31101,"Beaudesert","Females","60–64",226,241.415672362027,286.09017721206,319.339023388454
200,31101,"Beaudesert","Females","65–69",196,194.495482481957,213.733586016959,259.021010680536
200,31101,"Beaudesert","Females","70–74",173,154.742227583802,158.85358726642,179.2947036949
200,31101,"Beaudesert","Females","75–79",158,121.433597948824,110.126750539213,116.770009280536
200,31101,"Beaudesert","Females","80–84",116,102.201003155562,81.0349107767946,74.4346207177064
200,31101,"Beaudesert","Females","85+",116,104.456251004495,95.9652164002402,84.0818281931461
200,31101,"Beaudesert","Males","0–4",312,285.567327217793,276.238958504275,277.242545260714
200,31101,"Beaudesert","Males","5–9",392,368.66958787946,340.455958255732,329.785663195369
200,31101,"Beaudesert","Males","10–14",427,446.437866054083,425.380221033713,395.62542494946
200,31101,"Beaudesert","Males","15–19",453,487.209331496272,503.3216468421,484.231351023445
200,31101,"Beaudesert","Males","20–24",282,335.808462337547,354.863469484597,366.099314309315
200,31101,"Beaudesert","Males","25–29",248,248.373070293848,272.783202046742,283.113745879369
200,31101,"Beaudesert","Males","30–34",299,284.501986667198,275.001452095546,289.486171988726
200,31101,"Beaudesert","Males","35–39",370,333.465119174104,322.784842159151,310.08989405128
200,31101,"Beaudesert","Males","40–44",377,389.852869201525,366.73087055994,357.827576739273
200,31101,"Beaudesert","Males","45–49",378,411.110358701454,420.742125811668,404.065804331234
200,31101,"Beaudesert","Males","50–54",335,373.38998250755,403.360660482429,411.564746189413
200,31101,"Beaudesert","Males","55–59",300,326.156635289558,356.435673249753,384.180185627892
200,31101,"Beaudesert","Males","60–64",223,270.93769843031,303.398550230725,328.417827026816
200,31101,"Beaudesert","Males","65–69",239,194.72500388578,238.349605535361,274.708263116196
200,31101,"Beaudesert","Males","70–74",173,174.989389046786,153.658835450716,191.688308357899
200,31101,"Beaudesert","Males","75–79",122,110.040515515449,113.369914043197,105.644808128648
200,31101,"Beaudesert","Males","80–84",73,64.9543615226174,61.7060298290618,64.8116875533265
200,31101,"Beaudesert","Males","85+",48,40.7247614968712,38.1441901871148,37.7710391780991
201,31102,"Beenleigh","Females","0–4",1199,1116.62679176187,1113.28707318341,1145.11226953067
201,31102,"Beenleigh","Females","5–9",1250,1263.75848441096,1191.66272001403,1189.78523171971
201,31102,"Beenleigh","Females","10–14",1275,1311.45271148689,1327.59027472749,1261.20210712637
201,31102,"Beenleigh","Females","15–19",1284,1346.56470069464,1393.5999392855,1412.80258827179
201,31102,"Beenleigh","Females","20–24",1042,1206.40837898863,1270.95059222883,1325.89257996623
201,31102,"Beenleigh","Females","25–29",1124,1076.67788045698,1188.86470355953,1251.07636671899
201,31102,"Beenleigh","Females","30–34",1149,1170.23509158196,1138.2000105755,1230.05558582245
201,31102,"Beenleigh","Females","35–39",1189,1210.61646274807,1236.96832340486,1211.98463535978
201,31102,"Beenleigh","Females","40–44",1189,1230.02885405288,1263.25678831353,1292.10237577662
201,31102,"Beenleigh","Females","45–49",1072,1251.46023915136,1299.40092312578,1339.53385937412
201,31102,"Beenleigh","Females","50–54",1014,1140.22363448283,1310.59098178834,1363.5269710698
201,31102,"Beenleigh","Females","55–59",695,1057.42741159146,1177.75935477356,1341.33534983638
201,31102,"Beenleigh","Females","60–64",574,733.325952406711,1074.82368556797,1190.47068384595
201,31102,"Beenleigh","Females","65–69",437,578.182114730953,732.305111636304,1053.69921659965
201,31102,"Beenleigh","Females","70–74",409,425.242200488816,552.648931342711,698.816791251444
201,31102,"Beenleigh","Females","75–79",327,379.741151877208,396.360961443503,510.778143719572
201,31102,"Beenleigh","Females","80–84",258,296.114625141662,343.981745471204,361.428127656047
201,31102,"Beenleigh","Females","85+",175,252.272854578073,320.128054522021,387.772291863237
201,31102,"Beenleigh","Males","0–4",1235,1173.51539370978,1170.33698059937,1204.16240800956
201,31102,"Beenleigh","Males","5–9",1371,1321.89324274867,1263.8404125026,1262.50300107438
201,31102,"Beenleigh","Males","10–14",1241,1391.70584698938,1360.37452753422,1304.7586344171
201,31102,"Beenleigh","Males","15–19",1312,1316.78184683361,1448.42236000769,1430.60364009956
201,31102,"Beenleigh","Males","20–24",1071,1205.29823322457,1234.94368342968,1335.71743823977
201,31102,"Beenleigh","Males","25–29",1090,1056.08811884148,1153.41968661803,1200.29936256683
201,31102,"Beenleigh","Males","30–34",1113,1119.51980621529,1093.55382146994,1175.42771179665
201,31102,"Beenleigh","Males","35–39",1074,1143.95379589183,1157.75442599212,1136.57902498349
201,31102,"Beenleigh","Males","40–44",1094,1116.13728164738,1175.3117998455,1192.43913833485
201,31102,"Beenleigh","Males","45–49",1064,1170.58463867368,1202.51610945484,1258.70222636974
201,31102,"Beenleigh","Males","50–54",978,1112.41146665215,1221.82562246671,1260.13761858824
201,31102,"Beenleigh","Males","55–59",752,1028.43096181915,1151.23978739093,1263.33248664358
201,31102,"Beenleigh","Males","60–64",604,783.886938935934,1049.9278160216,1165.10168596607
201,31102,"Beenleigh","Males","65–69",449,594.938877998507,767.186864606989,1020.901637678
201,31102,"Beenleigh","Males","70–74",354,406.209441310588,536.570175991705,695.713143406752
201,31102,"Beenleigh","Males","75–79",255,296.532155654147,342.502916609869,455.600171296824
201,31102,"Beenleigh","Males","80–84",159,206.72512545448,244.513876551446,283.729814192714
201,31102,"Beenleigh","Males","85+",107,136.099149934633,177.534583916237,220.149668092183
202,31103,"Browns Plains","Females","0–4",2781,2598.02888522227,2677.17739962408,2843.76774440371
202,31103,"Browns Plains","Females","5–9",2980,3004.5843314267,2877.78819856921,2961.08832410335
202,31103,"Browns Plains","Females","10–14",2846,3125.73111707489,3188.02411266362,3086.73649501307
202,31103,"Browns Plains","Females","15–19",2637,2860.02607054756,3127.46729190085,3210.30483800751
202,31103,"Browns Plains","Females","20–24",2074,2573.74366008159,2798.94136843639,3041.31208179534
202,31103,"Browns Plains","Females","25–29",2343,2413.5689116567,2783.60544794141,3009.61816498402
202,31103,"Browns Plains","Females","30–34",2665,2709.89769196222,2769.05262487437,3086.30002656441
202,31103,"Browns Plains","Females","35–39",2755,2847.27996478646,2950.44874771002,3003.04860100013
202,31103,"Browns Plains","Females","40–44",2537,2791.27865698519,2925.5462094381,3046.76657228105
202,31103,"Browns Plains","Females","45–49",2066,2513.40724014514,2753.94785272899,2900.7565218819
202,31103,"Browns Plains","Females","50–54",1729,2111.55031143282,2529.67856426402,2760.7818002541
202,31103,"Browns Plains","Females","55–59",1127,1756.46819651223,2106.63639745588,2498.70800219901
202,31103,"Browns Plains","Females","60–64",744,1130.26161567604,1715.57614484231,2035.57226129906
202,31103,"Browns Plains","Females","65–69",527,735.582422851284,1085.36785006861,1627.10692597738
202,31103,"Browns Plains","Females","70–74",411,501.868049994628,688.91266737596,1002.58496459774
202,31103,"Browns Plains","Females","75–79",310,389.373112359267,468.076231595007,635.235646410469
202,31103,"Browns Plains","Females","80–84",171,275.209321790978,345.207960260801,414.046203862181
202,31103,"Browns Plains","Females","85+",147,188.763193398886,272.785039205038,361.502922209733
202,31103,"Browns Plains","Males","0–4",2828,2726.04245809172,2809.84830188908,2985.72017657893
202,31103,"Browns Plains","Males","5–9",3070,3058.02078843917,2986.85644598733,3074.34832676085
202,31103,"Browns Plains","Males","10–14",3014,3237.9158143682,3272.15744413594,3213.9693668657
202,31103,"Browns Plains","Males","15–19",2605,2955.30058544044,3182.39669299766,3238.50887500959
202,31103,"Browns Plains","Males","20–24",2048,2551.8845030073,2846.24474922545,3069.69348159334
202,31103,"Browns Plains","Males","25–29",2150,2254.28914492166,2613.82112164538,2862.67083645019
202,31103,"Browns Plains","Males","30–34",2368,2386.80185463735,2454.53023121032,2742.86774296369
202,31103,"Browns Plains","Males","35–39",2534,2574.33509120051,2651.20313032227,2706.17978841292
202,31103,"Browns Plains","Males","40–44",2514,2625.78392465454,2719.58904169115,2817.11038903949
202,31103,"Browns Plains","Males","45–49",2032,2486.81726815858,2619.57929833827,2731.5451109262
202,31103,"Browns Plains","Males","50–54",1889,2096.96252109267,2515.77235447644,2660.5746761376
202,31103,"Browns Plains","Males","55–59",1247,1900.46401139723,2104.01695330771,2494.6054245218
202,31103,"Browns Plains","Males","60–64",849,1244.18162230226,1844.07453230999,2041.01857647875
202,31103,"Browns Plains","Males","65–69",578,816.405162804871,1174.77291332841,1721.25871891323
202,31103,"Browns Plains","Males","70–74",402,527.789306907068,739.273927297846,1058.77680904163
202,31103,"Browns Plains","Males","75–79",263,333.687328299399,437.478857766038,617.532467739546
202,31103,"Browns Plains","Males","80–84",102,207.157971610446,266.69547303315,349.950761094953
202,31103,"Browns Plains","Males","85+",68,90.2603974017017,155.132532260431,219.733054771146
203,31104,"Jimboomba","Females","0–4",965,1028.06986156232,1078.60972502304,1158.24725196112
203,31104,"Jimboomba","Females","5–9",1116,1251.72441015183,1309.69990480438,1376.01459791169
203,31104,"Jimboomba","Females","10–14",1058,1264.53259509269,1396.95913455808,1448.61076022063
203,31104,"Jimboomba","Females","15–19",897,974.528801119314,1141.29240625883,1248.38758267694
203,31104,"Jimboomba","Females","20–24",589,641.715909020884,706.801801970743,808.889773387036
203,31104,"Jimboomba","Females","25–29",875,858.988335752507,953.395220343259,1047.13349479048
203,31104,"Jimboomba","Females","30–34",1136,1275.1445288704,1299.90667683984,1440.68897338671
203,31104,"Jimboomba","Females","35–39",1213,1354.26102635123,1491.30193390757,1533.5964136623
203,31104,"Jimboomba","Females","40–44",1098,1254.19096490328,1391.36639851022,1518.98644720939
203,31104,"Jimboomba","Females","45–49",937,1127.71323210988,1275.92840889943,1409.37098130997
203,31104,"Jimboomba","Females","50–54",871,975.774187412005,1162.77969213541,1306.32876092378
203,31104,"Jimboomba","Females","55–59",564,844.293459088431,948.486025543193,1125.10046029534
203,31104,"Jimboomba","Females","60–64",339,516.595275375421,769.729527864227,867.608843599926
203,31104,"Jimboomba","Females","65–69",218,304.532093041958,457.795135549558,684.393108910145
203,31104,"Jimboomba","Females","70–74",141,195.966040280673,271.829150126389,406.144193343624
203,31104,"Jimboomba","Females","75–79",119,135.811606570064,183.753493234662,252.908586245678
203,31104,"Jimboomba","Females","80–84",56,117.292670979978,134.594802444973,177.198537256257
203,31104,"Jimboomba","Females","85+",59,76.3265545752339,122.301556396388,160.131129771539
203,31104,"Jimboomba","Males","0–4",1134,1107.5550428842,1162.70598904474,1248.96549125462
203,31104,"Jimboomba","Males","5–9",1203,1392.63607974351,1387.04727918341,1457.89595581284
203,31104,"Jimboomba","Males","10–14",1178,1356.79672270793,1531.55479090886,1535.7755436787
203,31104,"Jimboomba","Males","15–19",975,1070.21418481565,1222.22206894819,1360.3117169642
203,31104,"Jimboomba","Males","20–24",632,715.41948013532,790.438848295754,894.621080929335
203,31104,"Jimboomba","Males","25–29",801,861.630651487826,966.672062538779,1064.11246624828
203,31104,"Jimboomba","Males","30–34",1044,1153.39352421184,1216.28852638376,1353.24723762048
203,31104,"Jimboomba","Males","35–39",1160,1275.927532337,1388.18919533773,1452.32558458684
203,31104,"Jimboomba","Males","40–44",1103,1203.11908434958,1317.63694758571,1423.27801501159
203,31104,"Jimboomba","Males","45–49",1010,1143.47215060509,1249.22928715155,1363.5879163487
203,31104,"Jimboomba","Males","50–54",947,1035.8112835344,1177.71951608954,1286.9486007942
203,31104,"Jimboomba","Males","55–59",688,927.917469156233,1019.45106815493,1162.52533475848
203,31104,"Jimboomba","Males","60–64",410,628.185492888337,851.572431338342,940.263861725087
203,31104,"Jimboomba","Males","65–69",265,363.087951834052,549.995518044073,753.580779937321
203,31104,"Jimboomba","Males","70–74",171,229.539104124017,315.973537235461,477.559680668157
203,31104,"Jimboomba","Males","75–79",109,162.843644984693,214.08716561343,293.411638364317
203,31104,"Jimboomba","Males","80–84",50,94.4656526066874,139.033427688272,181.911671276342
203,31104,"Jimboomba","Males","85+",28,45.2167511056624,77.6672501930522,118.296557783954
204,31105,"Loganlea - Carbrook","Females","0–4",1710,1641.16811700821,1674.63578864136,1752.73544344599
204,31105,"Loganlea - Carbrook","Females","5–9",1860,1878.65111923259,1819.35523075227,1854.5508298962
204,31105,"Loganlea - Carbrook","Females","10–14",1944,2081.90372088488,2119.68950509899,2065.58302467111
204,31105,"Loganlea - Carbrook","Females","15–19",1921,2090.04164417321,2235.72143689375,2287.36056385026
204,31105,"Loganlea - Carbrook","Females","20–24",1672,1834.14392816446,1986.57125278484,2124.86897741263
204,31105,"Loganlea - Carbrook","Females","25–29",1688,1681.42206623297,1840.05657778296,1976.8863558369
204,31105,"Loganlea - Carbrook","Females","30–34",1729,1829.24696347762,1828.8787057187,1986.82013611811
204,31105,"Loganlea - Carbrook","Females","35–39",1768,1923.6573526953,2023.11730600741,2028.02239041921
204,31105,"Loganlea - Carbrook","Females","40–44",1960,1978.35180799939,2131.4133283612,2233.32957803227
204,31105,"Loganlea - Carbrook","Females","45–49",1800,2013.91110133242,2065.58490421589,2213.81306363463
204,31105,"Loganlea - Carbrook","Females","50–54",1663,1810.38729177975,2027.62194202281,2098.36877963455
204,31105,"Loganlea - Carbrook","Females","55–59",1012,1605.98463821283,1752.29795923758,1964.58036388586
204,31105,"Loganlea - Carbrook","Females","60–64",708,1013.05293192627,1558.64112962673,1703.78924898572
204,31105,"Loganlea - Carbrook","Females","65–69",481,714.051813156694,998.048597937708,1507.33489681018
204,31105,"Loganlea - Carbrook","Females","70–74",427,514.78710529561,730.797828052612,1001.24555598791
204,31105,"Loganlea - Carbrook","Females","75–79",357,447.853873548749,528.583158150844,729.718732967603
204,31105,"Loganlea - Carbrook","Females","80–84",198,377.451826666306,462.156116107801,536.93918364017
204,31105,"Loganlea - Carbrook","Females","85+",161,241.673029844719,392.187652747538,529.797594356054
204,31105,"Loganlea - Carbrook","Males","0–4",1767,1724.53443615395,1760.22362339816,1842.88716570292
204,31105,"Loganlea - Carbrook","Males","5–9",1897,1921.10640082304,1880.80865432213,1917.77564167881
204,31105,"Loganlea - Carbrook","Males","10–14",2047,2142.95805059643,2184.17056548515,2145.98185781509
204,31105,"Loganlea - Carbrook","Males","15–19",2077,2203.2908912732,2320.04779833448,2372.68425823933
204,31105,"Loganlea - Carbrook","Males","20–24",1723,1963.42671147644,2094.03075127399,2220.99717502613
204,31105,"Loganlea - Carbrook","Males","25–29",1660,1666.40087162299,1851.0654372918,1978.41645516583
204,31105,"Loganlea - Carbrook","Males","30–34",1608,1704.04931979802,1707.57820176039,1867.72237090944
204,31105,"Loganlea - Carbrook","Males","35–39",1628,1784.58462279928,1872.4303995395,1878.89724575135
204,31105,"Loganlea - Carbrook","Males","40–44",1765,1804.02078636327,1945.64103943573,2030.87566372067
