"Index","Code","Area","Period-Cohort","F_ASDRs 2001-06","F_ASDRs 2006-11","M_ASDRs 2001-06","M_ASDRs 2006-11","F_ASOMRs 2001-06","F_ASOMRs 2006-11","M_ASOMRs 2001-06","M_ASOMRs 2006-11","F_inward 2001-06","F_inward 2006-11","M_inward 2001-06","M_inward 2006-11","Age-Cohort","ASFRs 2001-06","ASFRs 2006-11"
1,10101,"Goulburn - Yass","45-49 - 50-54",0.00200654502160826,0.00187338468641509,0.00323607291907735,0.00299671969219638,0.0548920081759746,0.0548920081759746,0.0576082646638161,0.0576082646638161,666.279894204393,666.279894204393,740.134692880184,740.134692880184,"45–49",0.00131903721127744,0.00131903721127744
1,10101,"Goulburn - Yass","50-54 - 55-59",0.00308453545785501,0.00285688088269822,0.00526968609681167,0.0047452177837632,0.0501558303165841,0.0501558303165841,0.0501558303165841,0.0501558303165841,543.802820153225,543.802820153225,586.718512790275,586.718512790275,NA,NA,NA
1,10101,"Goulburn - Yass","55-59 - 60-64",0.00469494791081026,0.00426761827002648,0.00852222006274419,0.00749149349307599,0.0475724035423784,0.0475724035423784,0.0475724035423784,0.0475724035423784,445.119601859825,445.119601859825,483.048523771469,483.048523771469,NA,NA,NA
1,10101,"Goulburn - Yass","60-64 - 65-69",0.00727299496160703,0.00644596810936636,0.0135351853723144,0.0116476739984385,0.0432836184640176,0.0432836184640176,0.0432836184640176,0.0432836184640176,363.101360926261,363.101360926261,386.855800552731,386.855800552731,NA,NA,NA
1,10101,"Goulburn - Yass","65-69 - 70-74",0.012100529265112,0.0107861447121326,0.0212243919037463,0.0183113419448556,0.0360386690799773,0.0360386690799773,0.0360386690799773,0.0360386690799773,293.830054512725,293.830054512725,296.919049337961,296.919049337961,NA,NA,NA
1,10101,"Goulburn - Yass","70-74 - 75-79",0.0208335833026167,0.0187235428726125,0.0345075703408449,0.0302988745946289,0.0248710321898314,0.0248710321898314,0.0248710321898314,0.0248710321898314,211.962104750419,211.962104750419,150.097877898973,150.097877898973,NA,NA,NA
1,10101,"Goulburn - Yass","75-79 - 80-84",0.0374817106103868,0.0342994957926486,0.0570556314746315,0.0516861727413707,0.0114182842705155,0.0114182842705155,0.0114182842705155,0.0114182842705155,110.512133344326,110.512133344326,110.512133344326,110.512133344326,NA,NA,NA
1,10101,"Goulburn - Yass","80+ - 85+",0.117734864071762,0.115183690995724,0.138077965889707,0.134487050915137,0.00558927842870253,0.00558927842870253,0.00558927842870253,0.00558927842870253,74.0701447824917,74.0701447824917,74.0701447824917,74.0701447824917,NA,NA,NA
2,10102,"Queanbeyan","Birth - 0-4",0.00191173952852498,0.00157795060362072,0.00240817148394991,0.00195115058116468,0.107840741929319,0.107840741929319,0.108725689679826,0.108725689679826,408.12387592607,408.12387592607,435.899380269385,435.899380269385,NA,NA,NA
2,10102,"Queanbeyan","0-4 - 5-9",0.000143842403499296,0.000119515064524541,0.000221464698388491,0.000177580292157855,0.0785829078467605,0.0785829078467605,0.0784687987352302,0.0784687987352302,771.345416366774,771.345416366774,787.283366108088,787.283366108088,NA,NA,NA
2,10102,"Queanbeyan","5-9 - 10-14",8.37862006287202e-05,7.04322557881296e-05,0.000131479425574852,0.000112598703585133,0.0552045831741798,0.0552045831741798,0.0542537944640152,0.0542537944640152,611.851166432093,611.851166432093,632.22819929674,632.22819929674,NA,NA,NA
2,10102,"Queanbeyan","10-14 - 15-19",0.00016878794809056,0.000145815226507456,0.000320677552646044,0.000269986210045276,0.0604299677215705,0.0604299677215705,0.0518030419588118,0.0518030419588118,584.468653968993,584.468653968993,534.787311110334,534.787311110334,NA,NA,NA
2,10102,"Queanbeyan","15-19 - 20-24",0.000297947016895218,0.000260640972060773,0.000787555729046002,0.000656648105748834,0.132276828615311,0.132276828615311,0.10811647425936,0.10811647425936,903.698937004163,903.698937004163,766.741218753015,766.741218753015,"15–19",0.0137759832407389,0.0137759832407389
