"Info","2001-06","2006-11"
"113 Boroondara",NA,NA
"Start-of-period population",156246,159797.591610212
"Births",7645.82541225148,7330.22925506355
"Deaths",7250.92859315965,7020.45730966131
"Net migration",3156.69479112012,2484.24756614485
"End-of-period population",159797.591610212,162591.611121759
"114 Manningham - West",NA,NA
"Start-of-period population",87398,87637.0321461972
"Births",3941.89698814163,3539.79268424142
"Deaths",3494.92071669893,3981.14007693383
"Net migration",-207.944125245538,298.267392399507
"End-of-period population",87637.0321461972,87493.9521459042
"115 Whitehorse - West",NA,NA
"Start-of-period population",90188,91966.5219038728
"Births",5118.84038180102,4829.13178068919
"Deaths",4521.51856422596,4783.70717227987
"Net migration",1181.20008629772,1306.36772399432
"End-of-period population",91966.5219038728,93318.3142362764
"116 Bayside",NA,NA
"Start-of-period population",88262,89935.3956194905
"Births",4727.41537148706,4424.28918960248
"Deaths",4718.33406546595,4675.08753642126
"Net migration",1664.31431346934,1509.25906273391
"End-of-period population",89935.3956194905,91193.8563354056
"117 Glen Eira",NA,NA
"Start-of-period population",128728,131901.913828205
"Births",7087.14630610431,6772.10937791414
"Deaths",6192.66835439586,6049.14033854723
"Net migration",2279.43587649678,1817.51199544626
"End-of-period population",131901.913828205,134442.394863018
"118 Kingston",NA,NA
"Start-of-period population",98576,102369.885401436
"Births",5515.38799164798,5238.97108977474
"Deaths",4802.74559130437,5344.40728970629
"Net migration",3081.24300109193,3369.54126824749
"End-of-period population",102369.885401436,105633.990469751
"119 Stonnington - East",NA,NA
"Start-of-period population",37964,38566.5891576523
"Births",2082.95218803071,1985.62930472172
"Deaths",1629.7804017532,1594.03331487137
"Net migration",149.417371374805,37.3239138220641
"End-of-period population",38566.5891576523,38995.5090613247
"120 Banyule",NA,NA
"Start-of-period population",117967,118708.864110703
"Births",6384.4674117839,6007.19565750418
"Deaths",4855.94051024585,5138.01371157269
"Net migration",-786.662790834672,-642.083202120576
"End-of-period population",118708.864110703,118935.962854514
"121 Darebin - North",NA,NA
"Start-of-period population",80976,81481.8504504906
"Births",4620.67291526938,4355.28662746905
"Deaths",3731.92334479913,3896.44163840734
"Net migration",-382.899119979628,-306.369633660431
"End-of-period population",81481.8504504906,81634.3258058919
"122 Nillumbik - Kinglake",NA,NA
"Start-of-period population",64121,67642.1010360615
"Births",4271.21027277437,4175.25500007113
"Deaths",1376.24950722348,1517.10605217617
"Net migration",626.140270510625,493.80053087571
"End-of-period population",67642.1010360615,70794.0505148322
"123 Whittlesea - Wallan",NA,NA
"Start-of-period population",125306,134566.49729973
"Births",8769.44589839414,8526.29776077893
"Deaths",3001.87123236292,3678.86217509223
"Net migration",3492.92263369856,3664.99852425957
"End-of-period population",134566.49729973,143078.931409676
"124 Keilor",NA,NA
"Start-of-period population",56978,57069.0859257325
"Births",2629.95975443416,2334.33310469064
"Deaths",2271.31910340658,2771.30749975391
"Net migration",-267.55472529504,279.228015235398
"End-of-period population",57069.0859257325,56911.3395459047
"125 Macedon Ranges",NA,NA
"Start-of-period population",23467,25385.6614986672
"Births",1564.36728347192,1515.5161209868
"Deaths",629.045542510461,757.032443135333
"Net migration",983.339757705744,1019.82864122272
"End-of-period population",25385.6614986672,27163.9738177414
"126 Moreland - North",NA,NA
"Start-of-period population",62672,62792.6855667195
"Births",3652.64147202375,3312.5179005666
"Deaths",3128.48445434535,3440.31446072261
"Net migration",-403.471450958942,-25.3294527535405
"End-of-period population",62792.6855667195,62639.5595538099
"127 Sunbury",NA,NA
"Start-of-period population",30508,33351.2050617617
"Births",2331.41948685547,2333.62016877192
"Deaths",741.49293620267,917.773719027016
"Net migration",1253.27851110893,1247.02814921344
"End-of-period population",33351.2050617617,36014.0796607201
"128 Tullamarine - Broadmeadows",NA,NA
"Start-of-period population",106571,115128.908169626
"Births",8434.57024270118,8254.38896744749
"Deaths",2240.06551947219,2753.0635346311
"Net migration",2363.40344639713,2419.04872156044
"End-of-period population",115128.908169626,123049.282324003
"129 Knox",NA,NA
"Start-of-period population",146562,153543.991850749
"Births",9310.19837170331,8950.49243887865
"Deaths",4386.73843322673,4989.19454823861
"Net migration",2058.53191227216,2198.57834381262
"End-of-period population",153543.991850749,159703.868085201
"130 Manningham - East",NA,NA
"Start-of-period population",25724,27647.5208717887
"Births",1308.55183859024,1248.51827919201
"Deaths",737.719212309941,741.139408763283
"Net migration",1352.6882455084,1262.48249962294
"End-of-period population",27647.5208717887,29417.3822418404
"131 Maroondah",NA,NA
"Start-of-period population",99296,102389.170062702
"Births",6196.65943840019,5893.15994526964
"Deaths",3750.34871216676,4231.65679480941
"Net migration",646.859336469014,920.485691857207
"End-of-period population",102389.170062702,104971.15890502
"132 Whitehorse - East",NA,NA
"Start-of-period population",56673,56582.3965721662
"Births",3013.64274759377,2763.54111731445
"Deaths",2411.26104439012,2629.65304982638
"Net migration",-692.98513103747,-470.081705094182
"End-of-period population",56582.3965721662,56246.2029345601
"133 Yarra Ranges",NA,NA
"Start-of-period population",140972,144066.209369532
"Births",9143.30923994318,8921.03718105292
"Deaths",3909.32428377232,3778.52684977299
"Net migration",-2139.77558663929,-2727.60215062491
"End-of-period population",144066.209369532,146481.117550187
"134 Cardinia",NA,NA
"Start-of-period population",46967,50573.819260055
"Births",3326.87356496095,3158.67856455775
"Deaths",1350.63167963921,1433.07893546012
"Net migration",1630.57737473322,1600.38961115044
"End-of-period population",50573.819260055,53899.8085003031
"135 Casey - North",NA,NA
"Start-of-period population",104094,117098.234273987
"Births",8204.65164461804,8351.47931265368
"Deaths",2635.9381376705,3287.96077222048
"Net migration",7435.52076703925,7404.758189004
"End-of-period population",117098.234273987,129566.511003424
"136 Casey - South",NA,NA
"Start-of-period population",76350,88638.8768340116
"Births",6915.40401204075,7105.7866881856
"Deaths",1517.18929904697,1869.29203381388
"Net migration",6890.66212101784,6809.60218415194
"End-of-period population",88638.8768340116,100684.973672535
"137 Dandenong",NA,NA
"Start-of-period population",162211,161284.86550642
"Births",9050.01376866561,8502.36841549931
"Deaths",5404.47920078911,5451.46878848431
"Net migration",-4571.66906145627,-4665.96340921199
"End-of-period population",161284.86550642,159669.801724223
"138 Monash",NA,NA
"Start-of-period population",155753,155612.166550614
"Births",6950.4211218039,6412.89973619206
"Deaths",6434.03953725593,7016.25969844889
"Net migration",-657.215033933841,-213.950831383625
"End-of-period population",155612.166550614,154794.855756974
"139 Brimbank",NA,NA
"Start-of-period population",157872,167896.594335551
"Births",10438.8657566278,10306.0227522143
"Deaths",4054.37868209251,4454.14880451301
"Net migration",3640.1072610156,3243.63076481628
"End-of-period population",167896.594335551,176992.099048068
"140 Hobsons Bay",NA,NA
"Start-of-period population",78274,82250.8393441984
"Births",5079.82497351729,4885.68654889429
"Deaths",2902.62058143215,3227.12335425465
"Net migration",1799.63495211328,1873.83393698538
"End-of-period population",82250.8393441984,85783.2364758234
"141 Maribyrnong",NA,NA
"Start-of-period population",60848,60842.3679812703
"Births",3637.68657521971,3483.4664212584
"Deaths",2393.60055108688,2314.89380675321
"Net migration",-1249.71804286252,-1439.07501525653
"End-of-period population",60842.3679812703,60571.865580519
"142 Melton - Bacchus Marsh",NA,NA
"Start-of-period population",65112,72928.8643397161
"Births",4994.9386429103,5192.87148786397
"Deaths",1313.47336809633,1443.0724369044
"Net migration",4135.39906490208,3720.48917237964
"End-of-period population",72928.8643397161,80399.1525630553
"143 Wyndham",NA,NA
"Start-of-period population",91184,100049.107882892
"Births",6948.92706411489,6950.07209322236
"Deaths",2000.70646210961,2394.31284054618
"Net migration",3916.88728088715,3774.88119775652
"End-of-period population",100049.107882892,108379.748333325
"144 Frankston",NA,NA
"Start-of-period population",113306,117467.244572911
"Births",7195.48311910378,6891.9973672948
"Deaths",4202.80614668172,4528.74229095003
"Net migration",1168.56760048869,1194.8586995715
"End-of-period population",117467.244572911,121025.358348827
"145 Mornington Peninsula",NA,NA
"Start-of-period population",131574,140348.083943879
"Births",7284.13549896907,6992.16068531138
"Deaths",6664.91006959879,7296.09531560516
"Net migration",8154.8585145087,8299.17951706141
"End-of-period population",140348.083943879,148343.328830647
"146 Grampians",NA,NA
"Start-of-period population",61983,60983.2464856364
"Births",3491.39865597877,3148.60471193814
"Deaths",3081.5598342085,3213.09090187226
"Net migration",-1409.59233613386,-1171.51601821594
"End-of-period population",60983.2464856364,59747.2442774863
"147 Mildura",NA,NA
"Start-of-period population",48865,50853.7972591728
"Births",3489.98739927361,3385.80122329856
"Deaths",1830.34333186531,1937.16967988672
"Net migration",329.153191764493,274.532995028284
"End-of-period population",50853.7972591728,52576.9617976129
"148 Murray River - Swan Hill",NA,NA
"Start-of-period population",40118,39442.6372735845
"Births",2522.9447744711,2307.02062317318
"Deaths",1868.53242729693,1925.80265475979
"Net migration",-1329.77507358965,-1207.85817607
"End-of-period population",39442.6372735845,38615.9970659279
"149 Campaspe",NA,NA
"Start-of-period population",36030,37092.5118159688
"Births",2355.01353198245,2220.04410822465
"Deaths",1600.61204220604,1714.13434758367
"Net migration",308.110326192438,373.127358068313
"End-of-period population",37092.5118159688,37971.5489346781
"150 Moira",NA,NA
"Start-of-period population",26404,27116.9113115425
"Births",1617.15779790426,1525.74963169015
"Deaths",1285.11191202987,1365.82418273425
"Net migration",380.865425668102,420.817368185062
"End-of-period population",27116.9113115425,27697.6541286834
"151 Shepparton",NA,NA
"Start-of-period population",57005,59354.8676148439
"Births",3945.6512593401,3790.30068559416
"Deaths",2079.17180680218,2245.12617449904
"Net migration",483.388162306019,494.00617740773
"End-of-period population",59354.8676148439,61394.0483033468
"152 Glenelg - Southern Grampians",NA,NA
"Start-of-period population",37043,36206.4062288026
"Births",2095.78463451389,1869.71648501388
"Deaths",1712.20416205023,1778.37189936917
"Net migration",-1220.17424366103,-1053.35674599417
"End-of-period population",36206.4062288026,35244.3940684532
"153 Warrnambool - Otway Ranges",NA,NA
"Start-of-period population",82624,83395.7925918239
"Births",5153.89129882316,4773.05561926206
"Deaths",3600.58034448398,3825.12572158015
"Net migration",-781.518362515306,-533.69314743647
"End-of-period population",83395.7925918239,83810.0293420693
"154 Capalaba",NA,NA
"Start-of-period population",67254,73402.00518877
"Births",4464.56556940569,4462.6899890472
"Deaths",1801.88809344211,2163.18556995239
"Net migration",3485.3277128064,3449.77733571839
"End-of-period population",73402.00518877,79151.2869435832
"155 Cleveland - Stradbroke",NA,NA
"Start-of-period population",55390,63033.2446114265
"Births",3141.70276274876,3240.55748737757
"Deaths",2432.58681687928,2862.52975793614
"Net migration",6934.128665557,7011.75156456421
"End-of-period population",63033.2446114265,70423.0239054321
"156 Wynnum - Manly",NA,NA
"Start-of-period population",51802,55169.1305444903
"Births",3427.53140274023,3382.5729117582
"Deaths",2116.20481572282,2111.48694734842
"Net migration",2055.80395747286,1790.30109782678
"End-of-period population",55169.1305444903,58230.5176067268
"157 Bald Hills - Everton Park",NA,NA
"Start-of-period population",32667,36223.2123627851
"Births",1922.6399558994,1933.40543865201
"Deaths",1120.88191763951,1331.52650629029
"Net migration",2754.45432452522,2770.00581810037
"End-of-period population",36223.2123627851,39595.0971132472
"158 Chermside",NA,NA
"Start-of-period population",60859,61171.0440784063
"Births",3299.65021821843,3103.18405811358
"Deaths",2978.57235218192,2989.04463490717
"Net migration",-9.03378763017968,-68.0722982473658
"End-of-period population",61171.0440784063,61217.1112033654
"159 Nundah",NA,NA
"Start-of-period population",29590,30661.4930452696
"Births",1679.85469294036,1608.52338159496
"Deaths",1200.01239196367,1247.40797635852
"Net migration",591.650744292926,553.323464480675
"End-of-period population",30661.4930452696,31575.9319149867
"160 Sandgate",NA,NA
"Start-of-period population",46411,48987.6476987704
"Births",2916.60547793583,2835.21129830019
"Deaths",1919.47371566384,1941.61049582683
"Net migration",1579.51593649844,1415.35807299851
"End-of-period population",48987.6476987704,51296.6065742423
"161 Carindale",NA,NA
"Start-of-period population",42190,45210.118012128
"Births",2569.23591215833,2521.45945610394
"Deaths",1590.53951269992,1774.83182317758
"Net migration",2041.42161266961,2022.1292952238
"End-of-period population",45210.118012128,47978.8749402782
"162 Holland Park - Yeronga",NA,NA
"Start-of-period population",57293,58339.7166995763
"Births",3125.65607490695,3012.78894017233
"Deaths",2263.8893356303,2111.82091933414
"Net migration",184.949960299643,-122.000964174437
"End-of-period population",58339.7166995763,59118.68375624
"163 Mt Gravatt",NA,NA
"Start-of-period population",58493,61651.4869881662
"Births",3167.04392635019,3099.98028707754
"Deaths",2205.33159714353,2421.33652268595
"Net migration",2196.77465895951,2144.0663869467
"End-of-period population",61651.4869881662,64474.1971395045
"164 Nathan",NA,NA
"Start-of-period population",33332,33621.2230554902
"Births",1839.32830834378,1746.65466528562
"Deaths",1402.54110292538,1407.08711467076
"Net migration",-147.564149928167,-194.926605810107
"End-of-period population",33621.2230554902,33765.864000295
"165 Rocklea - Acacia Ridge",NA,NA
"Start-of-period population",36140,41719.0186311818
"Births",2648.19234506176,2761.37599920175
"Deaths",844.586282384363,1045.10739095255
"Net migration",3775.41256850441,3731.49948122943
"End-of-period population",41719.0186311818,47166.7867206604
"166 Sunnybank",NA,NA
"Start-of-period population",41010,45173.2985606499
"Births",2404.41774326465,2433.70459719203
"Deaths",1163.98946573507,1334.27422015626
"Net migration",2922.8702831203,2826.26099875279
"End-of-period population",45173.2985606499,49098.9899364384
"167 Centenary",NA,NA
"Start-of-period population",30047,32837.2747229032
"Births",1812.77542416266,1818.55430416578
"Deaths",907.833051096192,1024.48433300167
"Net migration",1885.33234983675,1818.49434338509
"End-of-period population",32837.2747229032,35449.8390374524
"168 Kenmore - Brookfield - Moggill",NA,NA
"Start-of-period population",37492,39950.4593004264
"Births",1979.91760133142,1951.26042978677
"Deaths",1243.51220983617,1391.09863852172
"Net migration",1722.05390893111,1676.78557428253
"End-of-period population",39950.4593004264,42187.4066659739
"169 Sherwood - Indooroopilly",NA,NA
"Start-of-period population",42207,43341.2281269194
"Births",1745.3303896588,1721.38536767043
"Deaths",1647.91658098434,1600.21157195173
"Net migration",1036.81431824493,801.972877016339
"End-of-period population",43341.2281269194,44264.3747996544
"170 The Gap - Enoggera",NA,NA
"Start-of-period population",42089,43800.5473915191
"Births",2513.92393629073,2438.75283516825
"Deaths",1404.71545321521,1510.53780341532
"Net migration",602.338908443573,554.57426412657
"End-of-period population",43800.5473915191,45283.3366873986
"171 Brisbane Inner",NA,NA
"Start-of-period population",39013,42045.0042903692
"Births",1058.2923110939,1092.98818761233
"Deaths",1572.69587847478,1570.03024660863
"Net migration",3546.40785775004,3275.71017141756
"End-of-period population",42045.0042903692,44843.6724027904
"172 Brisbane Inner - East",NA,NA
"Start-of-period population",30983,32002.2558817306
"Births",1755.24783719889,1695.40032921915
"Deaths",1045.21820326936,1002.55963907361
"Net migration",309.226247801031,165.151859369819
"End-of-period population",32002.2558817306,32860.2484312459
"173 Brisbane Inner - North",NA,NA
"Start-of-period population",63290,65312.9464883436
"Births",3280.03581282054,3157.88475460647
"Deaths",2365.08965368495,2234.85104523898
"Net migration",1108.00032920797,772.404817915064
"End-of-period population",65312.9464883436,67008.3850156261
"174 Brisbane Inner - West",NA,NA
"Start-of-period population",47397,48858.5978865596
"Births",2409.79664448202,2308.39625094903
"Deaths",1464.03807086641,1404.76418603753
"Net migration",515.839312943961,314.456610904137
"End-of-period population",48858.5978865596,50076.6865623752
"175 Cairns - North",NA,NA
"Start-of-period population",34441,38440.377177695
"Births",2445.05611319441,2497.74999015719
"Deaths",714.484024904287,831.447582165626
"Net migration",2268.80508940485,2145.45387746862
"End-of-period population",38440.377177695,42252.1334631552
"176 Cairns - South",NA,NA
"Start-of-period population",77296,83271.7284517155
"Births",5451.42364685933,5373.06479417259
"Deaths",2266.01080363441,2571.29469828395
"Net migration",2790.31560849061,2711.70340079909
"End-of-period population",83271.7284517155,88785.2019484032
"177 Innisfail - Cassowary Coast",NA,NA
"Start-of-period population",35408,36902.6227906148
"Births",2411.85283145058,2324.76630680775
"Deaths",1186.92976652111,1266.75649245579
"Net migration",269.699725685352,242.703368717373
"End-of-period population",36902.6227906148,38203.3359736841
"178 Port Douglas - Daintree",NA,NA
"Start-of-period population",10224,11336.01073289
"Births",702.022920080252,707.365986924534
"Deaths",284.463616519189,321.324127537004
"Net migration",694.45142932892,668.255006514129
"End-of-period population",11336.01073289,12390.3075987916
"179 Tablelands (East) - Kuranda",NA,NA
"Start-of-period population",34473,35766.7557785479
"Births",2104.69820483675,1986.77168283101
"Deaths",1376.5358819356,1522.85853963629
"Net migration",565.593455646765,645.526449715348
"End-of-period population",35766.7557785479,36876.195371458
"180 Darling Downs (West) - Maranoa",NA,NA
"Start-of-period population",41698,41586.6558226335
"Births",3275.22102871474,3007.33384498833
"Deaths",1356.79917248203,1400.85756849576
"Net migration",-2029.76603359925,-1897.77300908271
"End-of-period population",41586.6558226335,41295.3590900433
"181 Darling Downs - East",NA,NA
"Start-of-period population",38228,38830.1255024111
"Births",2713.23347819977,2534.44607325142
"Deaths",1400.59967073394,1422.16552464566
"Net migration",-710.508305054704,-684.836980610458
"End-of-period population",38830.1255024111,39257.5690704064
"182 Granite Belt",NA,NA
"Start-of-period population",34893,35753.638748767
"Births",2241.19564489468,2103.66353600608
"Deaths",1443.71892092769,1462.49734049026
"Net migration",63.1620248000572,47.7625839989557
"End-of-period population",35753.638748767,36442.5675282818
"183 Central Highlands (Qld)",NA,NA
"Start-of-period population",25595,25541.0796301938
"Births",2257.38148463357,2157.11466582234
"Deaths",452.573863783608,495.535951281626
"Net migration",-1858.72799065615,-1826.20798217484
"End-of-period population",25541.0796301938,25376.4503625597
"184 Gladstone - Biloela",NA,NA
"Start-of-period population",61013,63482.0119248393
"Births",4406.66537747662,4214.13096991929
"Deaths",1576.14162636775,1764.53110473566
"Net migration",-361.511826269555,-311.870449204347
"End-of-period population",63482.0119248393,65619.7413408186
"185 Rockhampton",NA,NA
"Start-of-period population",96343,99606.7402466889
"Births",6049.91782341043,5747.6167655751
"Deaths",3516.22863355405,3697.79644558695
"Net migration",730.051056832479,709.472087917605
"End-of-period population",99606.7402466889,102366.032654595
"186 Broadbeach - Burleigh",NA,NA
"Start-of-period population",55021,58508.973149756
"Births",2333.36189136603,2266.11534211527
"Deaths",2772.23336981228,2878.96912751168
"Net migration",3926.84462820225,3777.09267361168
"End-of-period population",58508.973149756,61673.2120379713
"187 Coolangatta",NA,NA
"Start-of-period population",46644,50420.7074945236
"Births",2261.50745660429,2247.57002763198
"Deaths",2273.49168659106,2443.86754349196
"Net migration",3788.69172451034,3693.99253947845
"End-of-period population",50420.7074945236,53918.402518142
"188 Gold Coast - North",NA,NA
"Start-of-period population",52268,58614.6540975759
"Births",2789.85466740175,2812.32766449953
"Deaths",2657.30558840697,2953.20995743169
"Net migration",6214.10501858113,6211.77375471731
"End-of-period population",58614.6540975759,64685.545559361
"189 Gold Coast Hinterland",NA,NA
"Start-of-period population",14088,15641.3054328022
"Births",796.323267412317,743.578045912627
"Deaths",459.758575128428,530.489673123128
"Net migration",1216.7407405183,1261.20167264122
"End-of-period population",15641.3054328022,17115.5954782329
"190 Mudgeeraba - Tallebudgera",NA,NA
"Start-of-period population",23936,29493.8911763063
"Births",1747.04629399087,1903.30474413334
"Deaths",599.169014359126,785.759615800717
"Net migration",4410.01389667451,4545.75785020337
"End-of-period population",29493.8911763063,35157.1941548423
"191 Nerang",NA,NA
"Start-of-period population",45036,51160.1272071767
"Births",3268.66970139875,3362.49884547206
"Deaths",1364.44813769901,1470.06503218934
"Net migration",4219.9056434769,4021.18394497859
"End-of-period population",51160.1272071767,57073.7449654379
"192 Ormeau - Oxenford",NA,NA
"Start-of-period population",45959,56447.1894697032
"Births",3720.56775694551,4118.36562038972
"Deaths",1180.4000265987,1395.45718232021
"Net migration",7948.02173935644,7942.36620180674
"End-of-period population",56447.1894697032,67112.4641095795
"193 Robina",NA,NA
"Start-of-period population",29690,38602.7438893176
"Births",1935.99709207436,2158.6469671124
"Deaths",1100.99565241591,1638.41808445569
"Net migration",8077.74244965919,8853.18328562508
"End-of-period population",38602.7438893176,47976.1560575994
"194 Southport",NA,NA
"Start-of-period population",46673,51534.3306196109
"Births",2611.49517335922,2654.40074711503
"Deaths",2074.08180674629,2253.07190801627
"Net migration",4323.91725299797,4191.87500886427
"End-of-period population",51534.3306196109,56127.5344675739
"195 Surfers Paradise",NA,NA
"Start-of-period population",30862,33543.3695439594
"Births",1102.92628151833,1120.39238604473
"Deaths",1356.299942256,1399.64425887531
"Net migration",2934.7432046971,2776.61558539284
"End-of-period population",33543.3695439594,36040.7332565217
"196 Forest Lake - Oxley",NA,NA
"Start-of-period population",51476,57372.6133419168
"Births",4004.80663069622,3953.73236191097
"Deaths",1530.98032330538,1678.10215752001
"Net migration",3422.78703452593,3338.18845282764
"End-of-period population",57372.6133419168,62986.4319991354
"197 Ipswich Hinterland",NA,NA
"Start-of-period population",47490,50684.1018857837
"Births",3071.05695386435,3004.91600530115
"Deaths",1589.46288110102,1700.47343313425
"Net migration",1712.50781302038,1608.29080832596
"End-of-period population",50684.1018857837,53596.8352662766
"198 Ipswich Inner",NA,NA
"Start-of-period population",80660,82767.4146734089
"Births",5708.62222384299,5435.08189084628
"Deaths",3045.08035540604,3996.62677262729
"Net migration",-556.127195028045,267.726516611891
"End-of-period population",82767.4146734089,84473.5963082398
"199 Springfield - Redbank",NA,NA
"Start-of-period population",37562,40436.1474506185
"Births",3216.19276202081,3177.44276250577
"Deaths",679.016033808511,786.451663371505
"Net migration",336.970722406238,258.585380785767
"End-of-period population",40436.1474506185,43085.7239305386
"200 Beaudesert",NA,NA
"Start-of-period population",9977,10211.4972496013
"Births",568.681219356045,550.724504063282
"Deaths",373.362446734366,328.229452938099
"Net migration",39.1784769795993,-36.6636169773313
"End-of-period population",10211.4972496013,10397.3286837491
"201 Beenleigh",NA,NA
"Start-of-period population",30985,33627.0718631672
"Births",2283.53560097442,2273.79357839143
"Deaths",918.58728836999,1038.77585427644
"Net migration",1277.12355056281,1222.0660386913
"End-of-period population",33627.0718631672,36084.1556259735
"202 Browns Plains",NA,NA
"Start-of-period population",61411,68600.7225086399
"Births",5437.64734802614,5601.90235069875
"Deaths",1059.85758364474,1296.72108965631
"Net migration",2811.93274425855,2551.78034049515
"End-of-period population",68600.7225086399,75457.6841101775
"203 Jimboomba",NA,NA
"Start-of-period population",25159,28964.6933557701
"Births",2065.47199314769,2164.26250494431
"Deaths",463.197952833085,582.527985785616
"Net migration",2203.41931545552,2127.58802921696
"End-of-period population",28964.6933557701,32674.0159041458
"204 Loganlea - Carbrook",NA,NA
"Start-of-period population",45987,51025.9081468255
"Births",3284.41357596788,3350.91330008362
"Deaths",1061.64488157841,1365.30523702903
"Net migration",2816.13945243606,2794.59709488886
"End-of-period population",51025.9081468255,55806.113304769
"205 Springwood - Kingston",NA,NA
"Start-of-period population",70809,69442.8628764747
"Births",4550.67168440873,4103.58720039207
"Deaths",1680.4566545442,1842.8588905546
"Net migration",-4236.35215338983,-3883.03336763951
"End-of-period population",69442.8628764747,67820.5578186726
"206 Bowen Basin - North",NA,NA
"Start-of-period population",30340,28892.1761503247
"Births",2171.01678293256,1950.98563428177
"Deaths",796.667250027498,860.950468353973
"Net migration",-2822.17338258031,-2555.80894087507
"End-of-period population",28892.1761503247,27426.4023753775
"207 Mackay",NA,NA
"Start-of-period population",89337,94743.2116156861
"Births",6143.71522642963,5987.37332791655
"Deaths",2711.88556749565,2984.12127636501
"Net migration",1974.38195675217,1880.65736927953
"End-of-period population",94743.2116156861,99627.1210365172
"208 Whitsunday",NA,NA
"Start-of-period population",15225,16746.0768909124
"Births",962.04852250424,959.618754138466
"Deaths",396.771131883525,456.58706516564
"Net migration",955.799500291655,929.420122001151
"End-of-period population",16746.0768909124,18178.5287018863
"209 Bribie - Beachmere",NA,NA
"Start-of-period population",23913,27081.7222345407
"Births",1013.23468634211,1007.3393052555
"Deaths",1465.58132652893,1712.49274439202
"Net migration",3621.06887472752,3758.24671114411
"End-of-period population",27081.7222345407,30134.8155065483
"210 Caboolture",NA,NA
"Start-of-period population",40823,47048.1996781446
"Births",3207.80656513205,3368.6757960183
"Deaths",1364.44736693143,1654.73560884738
"Net migration",4381.84047994401,4358.04668535227
"End-of-period population",47048.1996781446,53120.1865506678
"211 Caboolture Hinterland",NA,NA
"Start-of-period population",9627,10467.240868209
"Births",604.152373760953,622.892234108539
"Deaths",304.739958549725,310.180815300034
"Net migration",540.828452997811,470.153279891051
"End-of-period population",10467.240868209,11250.1055669086
"212 Narangba - Burpengary",NA,NA
"Start-of-period population",42620,49455.72192535
"Births",3530.94579314532,3664.35073780853
"Deaths",1022.81071590967,1237.55523459685
"Net migration",4327.58684811432,4271.67289608542
"End-of-period population",49455.72192535,56154.1903246471
"213 Redcliffe",NA,NA
"Start-of-period population",49287,50001.3995649858
"Births",2463.39930623583,2295.24173086841
"Deaths",2615.8253371413,2628.16966826442
"Net migration",866.825595891265,824.729454389122
"End-of-period population",50001.3995649858,50493.2010819789
"214 Hills District",NA,NA
"Start-of-period population",63265,70997.2745785704
"Births",4607.70716858757,4618.23215111647
"Deaths",1297.29835194326,1621.23873745232
"Net migration",4421.8657619261,4403.26418772645
"End-of-period population",70997.2745785704,78397.532179961
"215 North Lakes",NA,NA
"Start-of-period population",24223,27811.3453233329
"Births",1990.25761244392,2021.02030253299
"Deaths",678.118939320018,877.134248305586
"Net migration",2276.20665020902,2347.05374740217
"End-of-period population",27811.3453233329,31302.2851249625
"216 Strathpine",NA,NA
"Start-of-period population",33333,34377.7326169969
"Births",2306.11944924027,2199.84420729927
"Deaths",829.084221844613,937.32633730806
"Net migration",-432.302610398752,-389.595893435268
"End-of-period population",34377.7326169969,35250.6545935528
"217 Far North",NA,NA
"Start-of-period population",28022,29487.4104090598
"Births",2536.18985233883,2452.79191161314
"Deaths",542.415525804359,579.345691260335
"Net migration",-528.363917474711,-567.985406563674
"End-of-period population",29487.4104090598,30792.8712228489
"218 Outback - North",NA,NA
"Start-of-period population",33625,32945.890877067
"Births",3031.10088873089,2781.69634503033
"Deaths",627.301462573592,641.245191948577
"Net migration",-3082.90854909031,-2939.16940486541
"End-of-period population",32945.890877067,32147.1726252833
"219 Outback - South",NA,NA
"Start-of-period population",21974,21222.6709235809
"Births",1595.39783531527,1418.21302103136
"Deaths",666.305755058224,641.618583959821
"Net migration",-1680.42115667612,-1578.90587934505
"End-of-period population",21222.6709235809,20420.3594813074
"220 Buderim",NA,NA
"Start-of-period population",33457,41004.5467524188
"Births",2048.15513347149,2238.40736030888
"Deaths",1669.35950452851,2092.32538868797
"Net migration",7168.75112347583,7518.54195922145
"End-of-period population",41004.5467524188,48669.1706832612
"221 Caloundra",NA,NA
"Start-of-period population",50984,56724.6928569095
"Births",2611.78188858013,2595.29648755809
"Deaths",2953.49832955097,3483.06425561454
"Net migration",6082.40929788031,6345.60123683593
"End-of-period population",56724.6928569095,62182.5263256889
"222 Maroochy",NA,NA
"Start-of-period population",43076,47846.2641287112
"Births",2387.14607869511,2405.90426557899
"Deaths",1725.85698019422,2056.97761351233
"Net migration",4108.97503021032,4180.26022039538
"End-of-period population",47846.2641287112,52375.4510011732
"223 Nambour - Pomona",NA,NA
"Start-of-period population",47850,53057.0512226054
"Births",2828.23411088559,2809.78136850267
"Deaths",1839.75633411773,1975.73916560688
"Net migration",4218.57344583759,4102.9615368482
"End-of-period population",53057.0512226054,57994.0549623494
"224 Noosa",NA,NA
"Start-of-period population",29788,34938.1645934454
"Births",1595.51381081143,1661.11714341055
"Deaths",1484.76114637416,1848.84002994753
"Net migration",5039.41192900808,5270.7951681176
"End-of-period population",34938.1645934454,40021.236875026
"225 Sunshine Coast Hinterland",NA,NA
"Start-of-period population",37272,41720.3316675104
"Births",2250.54372724106,2276.02658893876
