"Area","Sex","Period-Cohort","ERP(t-5)","Deaths","Net mig","ERP(t)","Prelim mig (model rates x pop-at-risk)","Scaled mig (adjusted for pop size)","Prelim in (consistent with total net mig)","Prelim out (consistent with total net mig)","scaling factor a (unsmoothed)","scaling factor b (smoothed)","In-mig (consistent with cohort net mig)","Out-mig (consistent with cohort net mig)","Adjusted net mig"
"Wollongong","Females","40-44 - 45-49",3787,26.2829515908554,34.2829515908554,3795,3181.73133074136,1264.52391348282,1265.77834227464,1263.27072787201,1.02782921839413,1.02782921839413,1301.00396420036,1229.06676057111,71.9372036292447
"Wollongong","Females","45-49 - 50-54",3566,38.8573837498611,-41.1426162501389,3486,2494.14276303103,991.25376709855,992.237107351896,990.271401368376,0.97929775927273,0.970758852711498,963.222955950702,1020.10030462496,-39.5100477162184
"Wollongong","Females","50-54 - 55-59",3170,52.2256475779786,-184.774352422021,2933,2001.10358845398,795.303901529218,796.09285625098,794.515728688046,0.905149580467636,0.917640209226241,730.526815173665,865.824885069046,-157.189737100726
"Wollongong","Females","55-59 - 60-64",2902,73.6055032582765,-209.394496741723,2619,1735.11933570203,689.593075173449,690.2771629941,688.909665306772,0.868473287938358,0.860435242641887,593.938798230982,800.652543230956,-193.754926973674
"Wollongong","Females","60-64 - 65-69",2712,108.78371805381,-206.21628194619,2397,1478.12726459926,587.456035397306,588.038801572681,586.873846762758,0.807682859519667,0.85435130629101,502.391718273419,686.923332874096,-251.665354019252
"Wollongong","Females","65-69 - 70-74",2722,181.379602266405,-118.620397733595,2422,1250.74734419943,497.087831139025,497.58095055005,496.595200425876,0.886897771415004,0.928165402731362,461.837423358741,535.028777160319,-118.620397733595
"Wollongong","Females","70-74 - 75-79",2460,283.163851632976,59.1638516329756,2236,853.56563856381,339.234853446811,339.571380073801,338.898660328996,1.08991557725942,1.01148563098818,343.471571639476,335.05039512811,59.1638516329756
"Wollongong","Females","75-79 - 80-84",1841,356.175208775978,18.1752087759776,1503,400.691244175326,159.247782893355,159.40575934739,159.089962999284,1.05764354429013,1.26743704742984,146.040704046879,125.520997924033,18.1752087759776
"Wollongong","Females","80+ - 85+",2107,1008.7042512354,96.7042512353967,1195,231.147300735284,91.8654842075139,91.9566162985211,91.7744424314655,1.65475202073999,1.35619778251506,78.9230355153881,67.6703970576258,96.7042512353967
"Wollongong","Males","Birth - 0-4",3760.60241591775,28.9471676058534,41.3447516880998,3773,2634.17437580463,1046.90690200813,1047.94545109861,1045.86938215464,0.995308541750176,0.995308541750176,1043.02905876669,1050.79916255471,-7.770103788027
"Wollongong","Males","0-4 - 5-9",3903,5.45558862128603,-141.544411378714,3756,4356.569722884,1731.44304866823,1733.16066902201,1729.72713053383,0.959821105089792,0.959821105089792,1663.52418863887,1802.13492010265,-138.610731463777
"Wollongong","Males","5-9 - 10-14",3803,2.9511610507633,-169.048838949237,3631,3163.16586865435,1257.14539269225,1258.3925018685,1255.89951944302,0.93574818828824,0.93574818828824,1177.53850377896,1342.13406465732,-164.595560878365
"Wollongong","Males","10-14 - 15-19",3825,7.59610222181923,68.5961022218192,3886,3126.4816941663,1242.56590402257,1243.79855010314,1241.33447953561,1.05632745104511,1.05632745104511,1313.85855204406,1175.14174066712,138.716811376941
"Wollongong","Males","15-19 - 20-24",3940,21.4866284629302,936.48662846293,4855,6460.91221130458,2567.77745976565,2570.32473779034,2565.23270617892,1.14792010080605,1.14792010080605,2950.52743210858,2234.67879373978,715.848638368801
"Wollongong","Males","20-24 - 25-29",4650,24.1456698928043,-121.854330107196,4504,9380.62588012691,3728.1669995978,3731.86540338055,3724.47226105724,0.98354200004447,0.98354200004447,3670.44636273767,3786.79533857104,-116.348975833376
"Wollongong","Males","25-29 - 30-34",4154,23.5191168697571,6.51911686975711,4137,8213.5888382829,3264.34837573299,3267.58666371267,3261.11329700531,1.00380705841602,1.00380705841602,3280.02655702083,3248.74513449951,31.2814225213251
"Wollongong","Males","30-34 - 35-39",4287,27.2876571624401,48.2876571624401,4308,6834.08011838444,2716.08656986794,2718.78097300099,2713.39483697876,1.01624785960033,1.01624785960033,2762.95534453435,2670.01284317183,92.9425013625256
"Wollongong","Males","35-39 - 40-44",4135,34.0430750461979,252.043075046198,4353,5056.87968995222,2009.76909450749,2011.76281893625,2007.77734592652,1.06199283638778,1.06199283638778,2136.47770222159,1890.57522530536,245.902476916228
"Wollongong","Males","40-44 - 45-49",3803,43.5914556676341,109.591455667634,3869,3462.22756738321,1376.00227604869,1377.36729323364,1374.63861164155,1.02546424099995,1.02546424099995,1412.44090593398,1340.50370230474,71.9372036292447
"Wollongong","Males","45-49 - 50-54",3740,66.1225208177021,-37.8774791822979,3636,2724.05531433246,1082.62852156683,1083.7025070991,1081.55560039023,0.980946074640122,0.970911464805585,1052.17918858107,1113.95903704444,-39.5100477162184
"Wollongong","Males","50-54 - 55-59",3137,91.3948782205689,-129.605121779431,2916,2027.84017123234,805.929892467354,806.729388349179,805.131188912764,0.906324078776683,0.919195197615573,741.541779545914,875.908828724633,-157.189737100726
"Wollongong","Males","55-59 - 60-64",2902,137.884642794375,-178.115357205625,2586,1761.9513276905,700.25698484677,700.9516514435,699.563006687936,0.870315439429913,0.861201094102819,603.66032913632,812.310866159228,-193.754926973674
"Wollongong","Males","60-64 - 65-69",2714,201.885573907686,-297.114426092314,2215,1471.8673065309,584.968123675043,585.548421800535,584.388400644456,0.806963764101859,0.823630103714348,482.275307377347,709.527733395153,-251.665354019252
"Wollongong","Males","65-69 - 70-74",2604,301.833434182765,-218.166565817235,2084,1182.00036224057,469.765535938665,470.231551177603,469.299982536458,0.793611107611271,0.825052175916748,387.965564483789,568.81248996768,-218.166565817235
"Wollongong","Males","70-74 - 75-79",2225,409.601297388816,-78.3987026111838,1737,739.306740812635,293.824636959147,294.116115894751,293.533446888945,0.874581656037113,0.790859112392728,232.604410356919,371.157697103427,-78.3987026111838
"Wollongong","Males","75-79 - 80-84",1477,408.38713475675,-83.61286524325,985,294.988502747714,117.238062284807,117.354364396028,117.121875432879,0.704384573529799,0.767288405391756,146.040704046879,152.643874988675,-83.61286524325
"Wollongong","Males","80+ - 85+",1194,627.463634054099,-30.536365945901,536,116.710189772152,46.3844399708056,46.4304541081195,46.3384714350451,0.722898986608357,0.713641780069078,78.9230355153881,64.9323970782087,-30.536365945901
"Great Lakes","Females","Birth - 0-4",672.287699982607,3.95001146759201,-11.3376885150152,657,454.009387315506,217.505439380428,244.440133464796,193.538661141692,0.908082359239622,0.908082359239622,221.97177308956,213.12897356992,8.84279951964049
"Great Lakes","Females","0-4 - 5-9",807,0.764552321848147,87.7645523218481,894,970.931233623775,465.150788679095,522.752539843858,413.896135776615,0.970614810499553,0.970614810499553,507.391357398706,426.426767136999,80.9645902617076
"Great Lakes","Females","5-9 - 10-14",903,0.468699614882884,5.46869961488288,908,789.356952907929,378.162733342169,424.992355468834,336.493235816114,0.908977107796199,0.908977107796199,386.308322109555,370.188900171465,16.1194219380899
"Great Lakes","Females","10-14 - 15-19",852,0.790211928343195,-144.209788071657,707,725.325373777735,347.48667874496,390.517544626058,309.197355065891,0.745882566496944,0.745882566496944,291.280228447769,414.538922015625,-123.258693567855
"Great Lakes","Females","15-19 - 20-24",591,0.904862203910236,-156.09513779609,434,917.727325721492,439.66202195234,494.107382470834,391.215959131373,0.749526920566586,0.749526920566586,370.346784812581,521.950510911127,-151.603726098546
"Great Lakes","Females","20-24 - 25-29",351,0.842980302799679,189.8429803028,540,1004.85778578142,481.404218321475,541.018706071062,428.358610926237,1.06957857568033,1.06957857568033,578.662017055902,400.492886325597,178.169130730305
"Great Lakes","Females","25-29 - 30-34",489,1.30542078559395,173.305420785594,661,1141.54449590253,546.887672569295,614.611276177212,486.626487344213,1.05449778315106,1.05449778315106,648.106228228516,461.477013152242,186.629215076274
"Great Lakes","Females","30-34 - 35-39",741,2.40679160301765,122.406791603018,861,1203.04170078004,576.349566841222,647.721571664395,512.841995279688,0.989366189002011,0.989366189002011,640.833822891995,518.354074538367,122.479748353629
"Great Lakes","Females","35-39 - 40-44",926,4.11748755582226,77.1174875558223,999,1056.91855214857,506.345332270951,569.048392316781,450.551480285798,0.970642919591894,0.970642919591894,552.342792907434,464.178402985963,88.1643899214705
"Great Lakes","Females","40-44 - 45-49",816,5.83064159533351,55.8306415953335,866,705.839105553544,338.151256503917,380.026074320529,300.890596729775,0.985654531420394,0.985654531420394,374.574422211933,305.269835564162,69.3045866477709
"Great Lakes","Females","45-49 - 50-54",747,9.24047540393039,192.24047540393,930,593.119315598842,284.14980163107,319.337372125252,252.839525889591,1.20013040400571,1.19547278805034,381.759138583242,211.497516645227,172.56977875396
"Great Lakes","Females","50-54 - 55-59",754,14.8555995732215,242.855599573221,982,569.214456751781,272.697534404614,306.466918230932,242.649176294846,1.4006334287249,1.34030823753335,410.760135036379,181.039830614939,256.00535365374
"Great Lakes","Females","55-59 - 60-64",842,25.1839876208811,230.183987620881,1047,593.667890806218,284.412611376523,319.632726804369,253.073376805756,1.42016087986945,1.32012346039334,421.954661363942,191.704324935148,275.729395989327
"Great Lakes","Females","60-64 - 65-69",955,41.1372368917521,63.1372368917521,977,558.962982032838,267.786289008951,300.947490839075,238.279097729811,1.13957607258567,1.16127138930368,349.481710794148,205.188123917087,133.85805210021
"Great Lakes","Females","65-69 - 70-74",1067,73.3064139019939,18.3064139019939,1012,505.502280052606,242.174498154689,272.164074697752,215.489452903021,0.924077215455909,0.965489988577344,262.771689371096,223.191804630254,18.3064139019939
"Great Lakes","Females","70-74 - 75-79",940,105.764351738552,-20.2356482614482,814,318.814763637335,152.736809377284,171.650907561302,135.906842965111,0.832816677690453,0.959700042119264,164.733383216392,141.613876211773,-20.2356482614482
"Great Lakes","Females","75-79 - 80-84",644,127.068488059133,32.0684880591332,549,142.949956429774,68.4840312807539,76.9647223267608,60.9378218835272,1.12220623321143,1.39594765272178,79.4844736727692,43.653371789918,32.0684880591332
"Great Lakes","Females","80+ - 85+",605,299.373157544121,69.3731575441213,375,68.6021667839426,32.8657178588722,36.9356301282549,29.2442664881653,2.23282004726346,1.67751314023744,39.8015496930245,17.4331072506686,69.3731575441213
"Great Lakes","Males","Birth - 0-4",710.608098881616,5.63138643591212,29.0232875542962,734,512.4526880044,245.50427850211,275.906196986052,218.452326991005,0.905979971737829,0.905979971737829,249.965488547716,241.122689028075,8.84279951964049
"Great Lakes","Males","0-4 - 5-9",781,1.16462820156713,74.1646282015671,854,930.015863287027,445.549177234169,500.723571136817,396.454412727863,0.974323593583339,0.974323593583339,487.866789221906,406.902198960198,80.9645902617076
"Great Lakes","Males","5-9 - 10-14",957,0.770144261296853,26.7701442612969,983,825.469704760483,395.463520899382,444.435578735239,351.887661215579,0.908130160552229,0.908130160552229,403.605353471956,387.485931533866,16.1194219380899
"Great Lakes","Males","10-14 - 15-19",911,1.69240093594676,-102.307599064053,807,696.575742520777,333.713392656,375.038649480151,296.941738117772,0.740529304050092,0.740529304050092,277.727110091422,400.985803659278,-123.258693567855
"Great Lakes","Males","15-19 - 20-24",666,2.88768559899755,-147.112314401002,516,868.31133982513,415.987961404037,467.50165464828,370.150527409953,0.74232048884557,0.74232048884557,347.036056814624,498.63978291317,-151.603726098546
"Great Lakes","Males","20-24 - 25-29",391,2.49528115781001,166.49528115781,555,969.420153222641,464.426864866569,521.938969232216,413.251980642638,1.07671244162026,1.07671244162026,561.978181938784,383.809051208479,178.169130730305
"Great Lakes","Males","25-29 - 30-34",422,2.95300936695419,199.953009366954,619,1031.28042222319,494.062694796681,555.244739626244,439.622258382979,1.07360286382498,1.07360286382498,596.112342586491,409.483127510217,186.629215076274
"Great Lakes","Males","30-34 - 35-39",658,4.55270510423957,122.55270510424,776,1140.20603720341,546.246447837872,613.890645652402,486.055918735152,0.995142080423126,0.995142080423126,610.908414266827,488.428665913198,122.479748353629
"Great Lakes","Males","35-39 - 40-44",853,7.21129228711874,99.2112922871187,945,1071.19105590647,513.182960054983,576.732754845243,456.635674458029,0.969521830231394,0.969521830231394,559.154996031954,470.990606110483,88.1643899214705
"Great Lakes","Males","40-44 - 45-49",824,9.77853170020833,82.7785317002083,897,776.654541640576,372.077300703357,418.153335853236,331.0783529114,0.976531079355117,0.976531079355117,408.339728396703,339.035141748932,69.3045866477709
"Great Lakes","Males","45-49 - 50-54",762,14.8990821039887,152.899082103989,900,613.798797779359,294.056865192969,330.471272712809,261.654936773463,1.18842297456623,1.19247729747093,394.07949017635,219.421315045908,172.56977875396
"Great Lakes","Males","50-54 - 55-59",711,25.1551077342587,269.155107734259,955,558.133442139944,267.388875554673,300.500863857786,237.925474997066,1.41247783849145,1.34576988526948,404.405013077273,176.795065487309,256.00535365374
"Great Lakes","Males","55-59 - 60-64",763,45.2748043577739,321.274804357774,1039,578.541598487296,277.165953159878,311.488681732685,246.625222989483,1.43640884275076,1.33470493263715,415.745479969257,184.778835350668,275.729395989327
"Great Lakes","Males","60-64 - 65-69",820,72.5788673086671,204.578867308667,952,529.143612735392,253.500516066153,284.892645246558,225.567464509974,1.15522811666923,1.19502413237903,340.453586206934,188.755572710418,133.85805210021
"Great Lakes","Males","65-69 - 70-74",1073,133.146659959462,55.1466599594618,995,521.411422592469,249.796201879273,280.729608879211,222.271326214679,0.993435437717101,0.994235687548902,279.111395699357,223.559995882512,55.1466599594618
"Great Lakes","Males","70-74 - 75-79",965,178.955034270581,-20.0449657294193,766,323.003525579675,154.743548735947,173.906150639627,137.69246106203,0.834043508260377,0.84785011994285,147.446350678608,162.401888993436,-20.0449657294193
"Great Lakes","Males","75-79 - 80-84",583,162.392772106766,-24.6072278932338,396,117.300464740053,56.195950646905,63.1549524252799,50.0037565992257,0.716071413851073,0.815933222847087,79.4844736727692,61.2841286505586,-24.6072278932338
"Great Lakes","Males","80+ - 85+",410,218.342836821137,0.342836821137325,192,40.6124475392111,19.4564881104365,21.8658740858104,17.3125907569922,0.897684746429811,0.806878080140442,39.8015496930245,21.4562660494865,0.342836821137325
"Kempsey - Nambucca","Females","Birth - 0-4",1458.41963843367,8.2667667700746,-75.1528716635973,1375,950.171853209773,415.53384689294,416.471308657819,414.59849532039,0.915328049957714,0.915328049957714,381.207870817099,452.950715690996,-71.7428448738965
"Kempsey - Nambucca","Females","0-4 - 5-9",1564,1.4414575521264,80.4414575521264,1643,1830.55641753759,800.547971995148,802.354041754106,798.745967633514,1.05176107376359,1.05176107376359,843.884748493858,759.436708163483,84.4480403303752
"Kempsey - Nambucca","Females","5-9 - 10-14",1819,0.941022528831677,-1.05897747116832,1817,1584.8160578538,693.079584406827,694.643200981645,691.519487476036,0.993954774989152,0.993954774989152,690.443926529455,695.725303481321,-5.28137695186565
"Kempsey - Nambucca","Females","10-14 - 15-19",1859,1.6899079981374,-382.310092001863,1475,1551.14483398009,678.354318510379,679.884714268509,676.827367617427,0.77831145349721,0.77831145349721,529.162060172858,869.609928745387,-340.447868572529
"Kempsey - Nambucca","Females","15-19 - 20-24",1304,1.89005851567982,-465.10994148432,837,1916.9309310924,838.321700789252,840.212989662673,836.434669138282,0.752072811578803,0.752072811578803,631.901345460638,1112.17246024674,-480.271114786104
"Kempsey - Nambucca","Females","20-24 - 25-29",1001,1.89126557272341,-1.10873442727659,998,2254.44524554104,985.92512746465,988.149415851607,983.705845869934,0.99243973187375,0.99243973187375,980.678741318971,991.199580464875,-10.5208391459041
"Kempsey - Nambucca","Females","25-29 - 30-34",1064,2.5540841457273,124.554084145727,1186,2233.45662241799,976.746279156477,978.949859677159,974.547658815383,1.02454453705727,1.02454453705727,1002.97773078521,951.200873721422,51.7768570637897
"Kempsey - Nambucca","Females","30-34 - 35-39",1532,4.64381575838175,31.6438157583817,1559,2321.22465487585,1015.1294285186,1017.41960303208,1012.84440910464,1.01315222397336,1.01315222397336,1030.80093352604,999.696181026472,31.1047524995669
"Kempsey - Nambucca","Females","35-39 - 40-44",1795,7.66387424026554,0.663874240265538,1788,1967.24112849264,860.323604753299,862.2645308437,858.387047616918,1.0086281719912,1.0086281719912,869.704297517727,851.044092812044,18.6602047056832
"Kempsey - Nambucca","Females","40-44 - 45-49",1631,11.397829705979,37.3978297059789,1657,1379.78536210467,603.414548078958,604.775876575843,602.056283882995,1.01684275821672,1.01684275821672,614.961970440315,592.083956952053,22.8780134882625
"Kempsey - Nambucca","Females","45-49 - 50-54",1455,16.5799585512383,115.579958551238,1554,1064.21945178111,465.409705879036,466.459689671036,464.362085562354,1.09535952000131,1.13278745682622,528.3996855744,409.928696477076,87.0052881045586
"Kempsey - Nambucca","Females","50-54 - 55-59",1245,22.6770385190305,182.677038519031,1405,868.904556677546,379.99363146712,380.850913017255,379.138279626567,1.28616009226063,1.22317041602043,465.845569717077,309.963578795577,195.052129458701
"Kempsey - Nambucca","Females","55-59 - 60-64",1158,32.4232175193133,148.423217519313,1274,764.319910238604,334.256157436602,335.010253329428,333.503758986197,1.28799163579936,1.26210745100979,422.818936891747,264.243554476576,172.557232801543
"Kempsey - Nambucca","Females","60-64 - 65-69",1073,46.2261600890237,71.2261600890237,1098,628.110059002738,274.688192675749,275.307900744833,274.069879546983,1.21217062496938,1.16714091477658,321.323115120545,234.821585017819,107.621716516855
"Kempsey - Nambucca","Females","65-69 - 70-74",1169,79.6885499848515,1.68854998485152,1091,549.511858065844,240.315239315951,240.857400562408,239.774298454737,1.001260483561,1.06390955078044,256.250488834496,225.370942744944,1.68854998485152
"Kempsey - Nambucca","Females","70-74 - 75-79",1073,121.683273550968,-6.31672644903217,945,366.800566146033,160.411034886254,160.772928900412,160.049955482356,0.978297543810931,1.1570392429409,186.020587940324,138.327162590916,-6.31672644903217
"Kempsey - Nambucca","Females","75-79 - 80-84",639,128.027093585145,52.0270935851451,563,144.028371859672,62.9871988087225,63.1293005677044,62.8454169156305,1.49155970145078,1.84890898918784,100.474679725564,33.9905410613187,52.0270935851451
"Kempsey - Nambucca","Females","80+ - 85+",779,389.796070434999,107.796070434999,497,89.3228212411335,39.0630972705358,39.1512252542914,38.9751676596656,3.07686972230181,2.2842147118763,61.1773790698646,17.0628301520966,107.796070434999
"Kempsey - Nambucca","Males","Birth - 0-4",1541.54955782439,11.2167397401955,-68.3328180841958,1462,1020.71638945836,446.384731841413,447.391794495048,445.379936049175,0.920786448527901,0.920786448527901,411.952301553619,483.695146427516,-71.7428448738965
"Kempsey - Nambucca","Males","0-4 - 5-9",1680,2.45462310862406,88.4546231086241,1766,1960.14352592483,857.219646149647,859.153569579416,855.290075911163,1.04810476414377,1.04810476414377,900.482949407311,816.034909076935,84.4480403303752
"Kempsey - Nambucca","Males","5-9 - 10-14",1890,1.49622356743703,-9.50377643256297,1879,1603.70892641354,701.341906980317,702.924163700961,699.76321186199,0.993999389863724,0.993999389863724,698.706189839223,703.987566791089,-5.28137695186565
"Kempsey - Nambucca","Males","10-14 - 15-19",1884,3.41435485680527,-298.585645143195,1582,1405.31520580734,614.579385396029,615.965902233586,613.195989557434,0.75896064508571,0.75896064508571,467.493878510003,807.941747082532,-340.447868572529
"Kempsey - Nambucca","Males","15-19 - 20-24",1390,5.56771191211119,-495.432288087889,889,1674.18066282696,732.160954745387,733.812740528767,730.512887071714,0.722799944553167,0.722799944553167,530.399808166601,1010.67092295271,-480.271114786104
"Kempsey - Nambucca","Males","20-24 - 25-29",973,5.06705613546833,-19.9329438645317,948,1968.55826040242,860.899619384221,862.841844987758,858.961765659861,0.991671041686334,0.991671041686334,855.655271229568,866.176110375472,-10.5208391459041
"Kempsey - Nambucca","Males","25-29 - 30-34",1071,5.99962998185216,-21.0003700181478,1044,2095.25273102983,916.306270909446,918.373496239752,914.243698828154,1.02633660882216,1.02633660882216,942.560339762858,890.783482699068,51.7768570637897
"Kempsey - Nambucca","Males","30-34 - 35-39",1338,8.56568924075199,30.565689240752,1360,2145.24120528228,938.167477317803,940.28402244551,936.055696456181,1.01442620624562,1.01442620624562,953.84875368277,922.744001183203,31.1047524995669
"Kempsey - Nambucca","Males","35-39 - 40-44",1691,13.6565351711008,36.6565351711008,1714,2028.59040342687,887.153172616628,889.154627335991,885.156223099026,1.00829744111191,1.00829744111191,896.532335495693,877.87213079001,18.6602047056832
"Kempsey - Nambucca","Males","40-44 - 45-49",1709,19.3581972705461,8.35819727054608,1698,1537.51424948835,672.393323991207,673.910271496001,670.879791080061,1.01486749045773,1.01486749045773,683.929626026836,661.051612538574,22.8780134882625
"Kempsey - Nambucca","Males","45-49 - 50-54",1627,29.430617657879,58.430617657879,1656,1212.45574796007,530.237134930238,531.433372117733,529.043590429134,1.08296049188332,1.13003639833632,600.539053783649,468.165088494504,87.0052881045586
"Kempsey - Nambucca","Males","50-54 - 55-59",1188,38.4272203983723,207.427220398372,1357,852.610810471883,372.86796991625,373.709175675439,372.028657680622,1.29228121266791,1.2145817840914,453.900357323203,306.301858428518,195.052129458701
"Kempsey - Nambucca","Males","55-59 - 60-64",1201,63.6912480837719,196.691248083772,1334,813.875112189398,355.927883062454,356.730871276099,355.126702346067,1.26850364772298,1.25195282164675,446.610220862617,283.658214755211,172.557232801543
"Kempsey - Nambucca","Males","60-64 - 65-69",1110,93.0172729446856,144.017272944686,1161,678.151887427808,296.572732194344,297.241812701303,295.905157763265,1.19507360454937,1.2184337856619,362.169467106654,242.856986768893,107.621716516855
"Kempsey - Nambucca","Males","65-69 - 70-74",1107,139.070012336769,85.0700123367686,1053,544.607675435074,238.1705179505,238.707840615716,237.634404779056,1.19172410471336,1.18486675159703,282.836983691085,200.557914599898,85.0700123367686
"Kempsey - Nambucca","Males","70-74 - 75-79",993,190.533869532455,47.5338695324554,850,343.902656062011,150.397207776052,150.736510176781,150.058669132685,1.16780254552837,1.30520074087545,196.741404759714,114.969800761862,47.5338695324554
"Kempsey - Nambucca","Males","75-79 - 80-84",617,183.127293570858,53.1272935708579,487,132.277541443329,57.8482676242271,57.9787757391922,57.718053278281,1.55607557238463,1.45275623840782,100.474679725564,39.7300329899382,53.1272935708579
"Kempsey - Nambucca","Males","80+ - 85+",465,253.161628075006,21.1616280750064,233,47.0888511335039,20.5931289073388,20.6395878687789,20.5467745233308,1.63439059731045,1.59523308484754,61.1773790698646,12.8801080660225,21.1616280750064
"Port Macquarie","Females","Birth - 0-4",1746.95139808721,10.6956931519729,42.7442950647638,1779,1229.34961953468,556.801586407508,640.486153143231,484.051068246257,0.878415850033828,0.878415850033828,562.613188648208,551.050016034679,11.5631726135294
"Port Macquarie","Females","0-4 - 5-9",1816,1.77181966650523,311.771819666505,2126,2250.09460490589,1019.12118869227,1172.2901400905,885.964968673512,1.04882074843562,1.04882074843562,1229.52222211341,844.72486837716,384.797353736253
"Port Macquarie","Females","5-9 - 10-14",2060,1.13461022178165,265.134610221782,2324,1910.84532388093,865.467146863386,995.542644091331,752.387039114251,1.01256831497707,1.01256831497707,1008.05493761537,743.048175600173,265.0067620152
"Port Macquarie","Females","10-14 - 15-19",2058,2.01531919633903,-137.984680803661,1918,1849.83559085329,837.834392440809,963.756821254406,728.36472196689,0.814433702454348,0.814433702454348,784.91603619986,894.320458217675,-109.404422017815
"Port Macquarie","Females","15-19 - 20-24",1725,2.5177239078556,-595.482276092144,1127,2553.52032483678,1156.54989044621,1330.37370642113,1005.43752679048,0.707106965998161,0.707106965998161,940.716515191174,1421.903014873,-481.186499681824
"Port Macquarie","Females","20-24 - 25-29",1331,2.58192283539879,69.5819228353988,1398,3077.72940224187,1393.97660882666,1603.48450427295,1211.84257208457,0.867545759814723,0.867545759814723,1391.09618261062,1396.86299929974,-5.76681668912718
"Port Macquarie","Females","25-29 - 30-34",1357,3.49739255688259,370.497392556883,1724,3058.34660163103,1385.19767892939,1593.38614396673,1204.21067860838,0.993101290650514,0.993101290650514,1582.39383607801,1212.5758872185,369.817948859513
"Port Macquarie","Females","30-34 - 35-39",1852,6.13867071780907,388.138670717809,2234,3068.43220311314,1389.76568693612,1598.64070133004,1208.18184034605,1.01038175347807,1.01038175347807,1615.23739499125,1195.76767512586,419.469719865398
"Port Macquarie","Females","35-39 - 40-44",2175,9.94613877120702,309.946138771207,2475,2553.07598311213,1156.34863754528,1330.14220618932,1005.26256916812,0.999340693354692,0.999340693354692,1329.26523459358,1005.92578272136,323.339451872216
"Port Macquarie","Females","40-44 - 45-49",2105,15.0168486272204,137.01684862722,2227,1817.8923931379,823.366560930366,947.1145451283,715.787226735561,0.968453806690837,0.968453806690837,917.236686601762,739.10311652486,178.133570076903
"Port Macquarie","Females","45-49 - 50-54",1861,22.2884454435888,345.288445443589,2184,1430.63066881176,647.966545317784,745.352761391667,563.304606354622,1.09816073990265,1.12842432237382,841.074184702847,499.195732656331,305.564358176592
"Port Macquarie","Females","50-54 - 55-59",1689,32.9202140312115,501.920214031211,2158,1261.38710548623,571.312123295366,657.177553056998,496.665689060671,1.31865842052797,1.2813881660333,842.099539469958,387.599715859842,489.948026361475
"Port Macquarie","Females","55-59 - 60-64",1599,48.5281709581827,490.528170958183,2041,1143.96565512686,518.129164762286,596.001454864816,450.431503456909,1.42734533766928,1.38303741484487,824.292311380019,325.682804110857,535.127000684843
"Port Macquarie","Females","60-64 - 65-69",1615,76.6106513129006,444.610651312901,1983,1040.96729262637,471.478764643113,542.339726801681,409.876345994993,1.40310848633738,1.33661452473349,724.899156183121,306.652620041457,468.841262930016
"Port Macquarie","Females","65-69 - 70-74",1804,131.5566283157,254.5566283157,1927,907.180859488348,410.883717451208,472.637539123158,357.198519566878,1.17938975019383,1.17059473866402,553.267016592677,305.142768687431,254.5566283157
"Port Macquarie","Females","70-74 - 75-79",1830,210.322724551921,38.3227245519206,1658,633.994239205828,287.151020794754,330.308420754715,249.632475475702,0.929285979460851,1.04155850307582,344.035544274619,239.672063296026,38.3227245519206
"Port Macquarie","Females","75-79 - 80-84",1357,265.320707255072,42.3207072550719,1134,298.481426208354,135.189313914534,155.507609405089,117.525763958431,1.01599977957278,1.8778906169807,231.652773895215,62.5839241624155,42.3207072550719
"Port Macquarie","Females","80+ - 85+",1410,731.020373472533,304.020373472533,983,167.515290932627,75.8716464841845,87.2747854452652,65.9584175526995,3.68838609190845,2.35219293574062,142.316716267548,28.0412446404749,304.020373472533
"Port Macquarie","Males","Birth - 0-4",1846.52762777818,13.909677940475,-19.6179498377049,1813,1265.77210265937,573.298192468526,659.462118754451,498.39226263436,0.878153444418714,0.878153444418714,579.108931047884,567.545758434355,11.5631726135294
"Port Macquarie","Males","0-4 - 5-9",1754,2.82288780600033,457.822887806,2209,2254.22193651773,1020.99055502434,1174.44046307821,887.590087552609,1.04846455536374,1.04846455536374,1231.35919792247,846.561844186219,384.797353736253
"Port Macquarie","Males","5-9 - 10-14",2235,1.87891380861753,264.878913808618,2498,2013.89077970689,912.13887666609,1049.22890758555,792.96073936834,1.00475327004221,1.00475327004221,1054.2161759194,789.2094139042,265.0067620152
"Port Macquarie","Males","10-14 - 15-19",2162,4.17583676803161,-80.8241632319684,2077,1718.7337442058,778.455258112934,895.453292221711,676.743939798518,0.810396984891892,0.810396984891892,725.672648127993,835.077070145808,-109.404422017815
"Port Macquarie","Males","15-19 - 20-24",1642,7.10927672849651,-366.890723271503,1268,2137.72081124461,968.22443354062,1113.74385051385,841.718275950561,0.679757617595254,0.679757617595254,757.075866436657,1238.26236611848,-481.186499681824
"Port Macquarie","Males","20-24 - 25-29",1349,6.88444378634687,-81.1155562136531,1261,2674.6158561428,1211.39692734006,1393.46398584741,1053.11836579438,0.867275338909613,0.867275338909613,1208.51695058415,1214.28376727328,-5.76681668912718
"Port Macquarie","Males","25-29 - 30-34",1254,8.13850516214367,369.138505162144,1615,2842.21280630004,1287.30555922294,1480.78131541666,1119.10893631176,1.00313726707071,1.00313726707071,1485.42692187644,1115.60897301693,369.817948859513
