"Area","Sex","Period-Cohort","ERP(t-5)","Deaths","Net mig","ERP(t)","Prelim mig (model rates x pop-at-risk)","Scaled mig (adjusted for pop size)","Prelim in (consistent with total net mig)","Prelim out (consistent with total net mig)","scaling factor a (unsmoothed)","scaling factor b (smoothed)","In-mig (consistent with cohort net mig)","Out-mig (consistent with cohort net mig)","Adjusted net mig"
"Rockhampton","Males","5-9 - 10-14",3658,3.00276865590175,251.002768655902,3906,3218.48084887026,1273.29118581842,1241.32431316781,1306.08127681432,1.12187808623157,1.12187808623157,1392.61454484942,1164.19180733042,228.422737518996
"Rockhampton","Males","10-14 - 15-19",4171,8.22755099943383,18.2275509994338,4181,3386.3798611953,1339.71517357529,1306.08067989564,1374.21583056515,1.06635989093821,1.06635989093821,1392.75205137002,1288.6979735857,104.054077784321
"Rockhampton","Males","15-19 - 20-24",4002,17.291910888075,-908.708089111925,3076,5199.583471474,2057.05241542106,2005.40866469712,2110.02610803454,0.837536666427911,0.837536666427911,1679.60328785608,2519.32386080933,-839.720572953251
"Rockhampton","Males","20-24 - 25-29",3640,17.1609928252769,-756.839007174723,2866,6667.06925672992,2637.61722329806,2571.39798388346,2705.54175597965,0.908191383284985,0.908191383284985,2335.32149195934,2979.04363086285,-643.72213890351
"Rockhampton","Males","25-29 - 30-34",3396,18.3591514149159,-301.640848585084,3076,6411.57242327426,2536.53790006462,2472.85632830169,2601.85941448649,0.995760851522466,0.995760851522466,2462.37352316241,2612.9360383152,-150.562515152795
"Rockhampton","Males","30-34 - 35-39",3427,21.5856638798639,-33.4143361201361,3372,5406.03964222174,2138.73033578625,2085.03600330398,2193.8074172168,1.02170215444972,1.02170215444972,2130.28577668091,2147.20836954521,-16.9225928643036
"Rockhampton","Males","35-39 - 40-44",3574,28.4400854326802,-28.5599145673198,3517,4224.59164484581,1671.32742360498,1629.36757066411,1714.36783644561,1.02100075693404,1.02100075693404,1663.58552297183,1679.10535305937,-15.519830087544
"Rockhampton","Males","40-44 - 45-49",3378,38.227752050553,10.227752050553,3350,3036.21833594294,1201.18472873108,1171.02813950714,1232.11791746015,1.0369359176315,1.0369359176315,1214.28113841214,1188.22956800886,26.0515704032806
"Rockhampton","Males","45-49 - 50-54",3150,56.3601258650885,43.3601258650885,3137,2321.87306957812,918.576388335735,895.514880683101,942.231781301372,1.05760398478205,1.06003548869913,949.277554182256,888.868147667085,56.188389891504
"Rockhampton","Males","50-54 - 55-59",2520,77.0658282566964,141.065828256696,2584,1709.91181793654,676.473077995659,659.489744586379,693.893770160034,1.08556656368385,1.08168276936371,713.35869329116,641.494706038639,76.7203634188223
"Rockhampton","Males","55-59 - 60-64",2151,107.006321731276,64.0063217312759,2108,1367.3743995324,540.958872335533,527.37771857136,554.88977113267,1.10187775962524,1.08713640363058,573.331516322569,510.414120325259,77.5201804449294
"Rockhampton","Males","60-64 - 65-69",1920,154.004820022905,74.0048200229053,1840,1122.78780128955,444.195842093716,433.043992403488,455.634876812936,1.07396488758266,1.08623222305819,470.386338550434,419.46359824434,40.8191325376536
"Rockhampton","Males","65-69 - 70-74",1770,216.33113030164,36.3311303016401,1590,847.167495121226,335.155296893677,326.740986943757,343.786294111991,1.08285402196667,1.03803565797362,339.168795369112,331.18929149612,36.3311303016401
"Rockhampton","Males","70-74 - 75-79",1348,250.288930080344,-24.7110699196557,1073,451.757097301209,178.723552239391,174.236571493955,183.3260827574,0.957288064371515,0.92974897584861,161.996273901878,197.178042159253,-24.7110699196557
"Rockhampton","Males","75-79 - 80-84",936,259.596208730428,-47.403791269572,629,187.513000325009,74.1836480474968,72.3212152777549,76.0940426194359,0.749104841207648,0.856731033297813,93.2017526748258,88.8190571625815,-47.403791269572
"Rockhampton","Males","80+ - 85+",889,470.053681927233,-11.9463180727675,407,87.4314485229529,34.5895153630291,33.7211212007421,35.4802726139158,0.863800194314276,0.806452517760962,55.9134371356403,43.9954886772793,-11.9463180727675
"Broadbeach - Burleigh","Females","Birth - 0-4",1164.06400455323,7.61744981649784,110.553445263267,1267,875.540173103115,354.052872617682,400.358929994205,313.102636703138,0.991193100053021,0.991193100053021,396.833008954866,315.884600776972,80.9484081778941
"Broadbeach - Burleigh","Females","0-4 - 5-9",1017,0.972657980293586,130.972657980294,1147,1235.21175165306,499.497661442403,564.826230023648,441.725083794327,0.985879419032918,0.985879419032918,556.850555510267,448.05183602233,108.798719487937
"Broadbeach - Burleigh","Females","5-9 - 10-14",915,0.552553107551053,305.552553107551,1220,930.578185785991,376.30926597594,425.526204487877,332.784825389961,1.29681315289113,1.29681315289113,551.827978879719,256.617404479625,295.210574400094
"Broadbeach - Burleigh","Females","10-14 - 15-19",936,1.23828591465197,572.238285914652,1507,1136.60672747852,459.623543570921,519.737034595122,406.462860529571,1.53844910466607,1.53844910466607,799.588975534663,264.20299462412,535.385980910543
"Broadbeach - Burleigh","Females","15-19 - 20-24",1372,3.09330454878192,763.093304548782,2132,3137.28443836889,1268.66202345285,1434.58847397161,1121.92685146537,1.19047881380071,1.19047881380071,1707.8471847859,942.416478528932,765.430706256964
"Broadbeach - Burleigh","Females","20-24 - 25-29",2516,4.53657749935405,-232.463422500646,2279,5407.73634435683,2186.79238931174,2472.79976753561,1933.86501274122,0.848907404470898,0.848907404470898,2099.1780324349,2278.0635468088,-178.8855143739
"Broadbeach - Burleigh","Females","25-29 - 30-34",2040,4.5553509674683,-62.4446490325317,1973,3983.49396700595,1610.85410515773,1821.53535755697,1424.54053243507,0.836874207272041,0.836874207272041,1524.39595837348,1702.21584087129,-177.819882497807
"Broadbeach - Burleigh","Females","30-34 - 35-39",1530,4.84513290869658,169.845132908697,1695,2421.85361112087,979.354522406208,1107.44286800048,866.08104875806,0.953690512738596,0.953690512738596,1056.15775661208,908.136378824868,148.021377787212
"Broadbeach - Burleigh","Females","35-39 - 40-44",1468,6.89598954803687,294.895989548037,1756,1770.13268162441,715.810170791274,809.429936094385,633.018594642744,1.05470444522538,1.05470444522538,853.70935169724,600.18576531881,253.52358637843
"Broadbeach - Burleigh","Females","40-44 - 45-49",1524,11.7548785075957,354.754878507596,1867,1423.00856535795,575.439352530099,650.70022381737,508.883255791221,1.15726532048308,1.15726532048308,753.032803054421,439.729115514147,313.303687540275
"Broadbeach - Burleigh","Females","45-49 - 50-54",1778,21.2415221718257,320.241522171826,2077,1363.43170043741,551.347528060284,623.457464861538,487.577924447013,1.17943220716694,1.16192452424546,724.410518246524,419.629600953332,321.925262740144
"Broadbeach - Burleigh","Females","50-54 - 55-59",1531,27.9227081839987,228.922708183999,1732,1069.90021450522,432.648616244859,489.234095977264,382.607889919614,1.14907604508636,1.13958667269553,557.524655603934,335.74268556038,229.197146023725
"Broadbeach - Burleigh","Females","55-59 - 60-64",1463,40.3690389179608,142.369038917961,1565,951.628572451683,384.82166791666,435.151931028295,340.31267136565,1.09025176583328,1.09208506079692,475.222923052932,311.617367164895,162.283798974968
"Broadbeach - Burleigh","Females","60-64 - 65-69",1417,60.7263973163959,78.7263973163959,1435,825.135830619903,333.67025306827,377.310497445281,295.077498602566,1.03692737147112,1.00959344320606,380.930204273574,292.273588530368,106.67447295351
"Broadbeach - Burleigh","Females","65-69 - 70-74",1623,110.964542832888,11.9645428328884,1524,765.183105014696,309.426437223074,349.895868384382,273.6377554118,0.9016011923138,0.884454573479859,309.467001034274,309.385878728831,11.9645428328884
"Broadbeach - Burleigh","Females","70-74 - 75-79",1641,181.25863245501,-94.7413675449905,1365,546.383796746766,220.947888780844,249.845339998972,195.392756002226,0.714835156654661,0.715420748250106,178.744540088867,273.115864308031,-94.7413675449905
"Broadbeach - Burleigh","Females","75-79 - 80-84",1185,217.922989580039,-106.077010419961,861,245.159774396746,99.1382520665307,112.104399055989,87.6717872409118,0.529825895781858,0.596042141407607,62.2896375747173,147.089913867276,-106.077010419961
"Broadbeach - Burleigh","Females","80+ - 85+",1090,499.158917782749,-46.8410822172507,544,114.383612780574,46.2546984472649,52.3042828056601,40.9048172287698,0.543465371786301,0.53664563378408,23.7291913011516,76.2231436419883,-46.8410822172507
"Broadbeach - Burleigh","Males","Birth - 0-4",1230.41565281277,9.75902390528639,51.3433710925213,1272,888.065148694273,359.117749962829,406.086235239499,317.58170345839,0.98960648102723,0.98960648102723,401.865570248957,320.917162071063,80.9484081778941
"Broadbeach - Burleigh","Males","0-4 - 5-9",1098,1.62478099558081,86.6247809955808,1183,1297.47167226771,524.674465910942,593.295871925359,463.98990487762,0.980769351356497,0.980769351356497,581.886407470722,473.087687982785,108.798719487937
"Broadbeach - Burleigh","Males","5-9 - 10-14",952,0.868595692637894,284.868595692638,1236,930.993667018524,376.47727919614,425.716191911413,332.933405973015,1.29660183277104,1.29660183277104,551.984394672647,256.773820272553,295.210574400094
"Broadbeach - Burleigh","Males","10-14 - 15-19",1038,2.53367590643484,498.533675906435,1534,1042.83632698687,421.704461522508,476.858571265555,372.929550990402,1.60883534571515,1.60883534571515,767.186924359253,231.800943448709,535.385980910543
"Broadbeach - Burleigh","Males","15-19 - 20-24",1415,8.7681079651457,767.768107965146,2174,2636.52233386835,1066.16273553541,1205.60460036029,942.848906104585,1.25703573630156,1.25703573630156,1515.48806650244,750.05736024548,765.430706256964
"Broadbeach - Burleigh","Males","20-24 - 25-29",2665,13.6923937528454,-125.307606247155,2526,5319.51375832846,2151.11674475234,2432.45815760302,1902.31566166536,0.848332243227512,0.848332243227512,2063.53268539643,2242.41819977033,-178.8855143739
"Broadbeach - Burleigh","Males","25-29 - 30-34",2410,12.8048840369176,-293.195115963082,2104,4471.85381932324,1808.33814289328,2044.84804375035,1599.18329825878,0.841926904977808,0.841926904977808,1721.61258462466,1899.43246712247,-177.819882497807
"Broadbeach - Burleigh","Males","30-34 - 35-39",1706,11.1976226657273,126.197622665727,1821,2804.39797295427,1134.04865794859,1282.36922327681,1002.88305056849,0.943933942590583,0.943933942590583,1210.4718367845,1062.45045899729,148.021377787212
"Broadbeach - Burleigh","Males","35-39 - 40-44",1540,13.1511832088222,212.151183208822,1739,1953.52362197848,789.970205063933,893.289252784059,698.601178670632,1.03755609942305,1.03755609942305,926.837712775161,673.314126396731,253.52358637843
"Broadbeach - Burleigh","Males","40-44 - 45-49",1444,17.8524965729544,271.852496572954,1698,1417.92479362852,573.383565668652,648.375563599082,507.065244029136,1.15835557588689,1.15835557588689,751.049449363801,437.745761823526,313.303687540275
"Broadbeach - Burleigh","Males","45-49 - 50-54",1617,31.6090033084622,323.609003308462,1909,1302.19889348377,526.586070086809,595.457492015501,465.680410319284,1.19504804941136,1.16904267761854,696.115220873821,398.343378932857,321.925262740144
"Broadbeach - Burleigh","Males","50-54 - 55-59",1481,47.4715838634509,229.471583863451,1663,1053.28423894837,425.929411280914,481.636096023506,376.665837323894,1.15372440755737,1.15092795799354,554.328448492315,327.271428856895,229.197146023725
"Broadbeach - Burleigh","Males","55-59 - 60-64",1341,70.1985590319758,182.198559031976,1453,897.028427399281,362.742340439738,410.184880603604,320.78706887994,1.10401141701189,1.10051553209135,451.414832133303,291.487997693532,162.283798974968
"Broadbeach - Burleigh","Males","60-64 - 65-69",1313,108.622548590624,134.622548590624,1339,791.923736441456,320.239872931797,362.123577533859,283.200494465967,1.0438107717048,1.04444321144122,378.217512258048,271.149729696821,106.67447295351
"Broadbeach - Burleigh","Males","65-69 - 70-74",1406,173.708746891019,59.7087468910193,1292,680.255327927698,275.083154794223,311.060878276701,243.266663653634,0.985507445606977,0.960200205377248,298.680719206116,253.349939201542,59.7087468910193
"Broadbeach - Burleigh","Males","70-74 - 75-79",1433,267.14027068468,-14.8597293153202,1151,482.17279612818,194.982102262915,220.483526239586,172.430207604509,0.851282398819972,0.787933173507081,173.726284535988,218.83861906337,-14.8597293153202
"Broadbeach - Burleigh","Males","75-79 - 80-84",985,268.22176965949,-84.7782303405098,632,193.743464233571,78.3464107873875,88.5932232658247,69.2847585514353,0.527009676094295,0.651972317358624,62.2896375747173,106.269479097108,-84.7782303405098
"Broadbeach - Burleigh","Males","80+ - 85+",789,412.74775465524,-27.2522453447604,349,76.772367607346,31.0453798969659,35.1057597271197,27.4546291104013,0.577624877161606,0.55231727662795,23.7291913011516,49.7080759052467,-27.2522453447604
"Coolangatta","Females","Birth - 0-4",1140.48376160816,7.31082792175325,82.827066313594,1216,840.297435274971,352.645881185177,394.659843701381,315.104562832002,0.960256883715705,0.960256883715705,378.974831640416,328.146111916124,50.8287197242915
"Coolangatta","Females","0-4 - 5-9",1139,1.1039038815162,179.103903881516,1317,1401.88542609053,588.326348089567,658.419102477787,525.695397587714,1.01763890553206,1.01763890553206,670.032894826896,516.583431244564,153.449463582333
"Coolangatta","Females","5-9 - 10-14",1159,0.655558323853311,215.655558323853,1374,1104.0536508646,463.335904931632,518.537392828741,414.010954210427,1.15368651316363,1.15368651316363,598.229596677551,358.859143698515,239.370452979036
"Coolangatta","Females","10-14 - 15-19",1228,1.33002957021972,169.33002957022,1396,1220.81704989915,512.337758339934,573.377289844421,457.796259583306,1.1100592097853,1.1100592097853,636.482741273536,412.407064008639,224.075677264898
"Coolangatta","Females","15-19 - 20-24",1270,2.34999335298444,124.349993352984,1392,2383.40501567865,1000.23863776299,1119.40630957301,893.757095987404,0.942878332347068,0.942878332347068,1055.46395438899,947.902889827377,107.561064561611
"Coolangatta","Females","20-24 - 25-29",1451,2.78628169668356,45.7862816966836,1494,3321.33128970404,1393.85621114304,1559.91918176707,1245.4716629237,0.894861636461642,0.894861636461642,1395.91183174399,1391.80361765021,4.10821409377561
"Coolangatta","Females","25-29 - 30-34",1289,3.15344255859131,203.153442558591,1489,2757.57444314541,1157.26554504897,1295.14128336065,1034.06752526824,0.955013948949244,0.955013948949244,1236.87799146945,1082.77740488081,154.100586588637
"Coolangatta","Females","30-34 - 35-39",1401,4.55968321795167,237.559683217952,1634,2279.17076271375,956.494865089853,1070.45093703877,854.670116384906,0.991535882112958,0.991535882112958,1061.39051411538,861.965897354726,199.424616760651
"Coolangatta","Females","35-39 - 40-44",1549,7.15694200612015,255.15694200612,1797,1837.1166106437,770.978916279062,862.832758951119,688.903478895974,1.03312170625943,1.03312170625943,891.411252144113,666.817350484532,224.593901659581
"Coolangatta","Females","40-44 - 45-49",1605,11.7340795482782,186.734079548278,1780,1420.49070885776,596.134388505638,667.157386900291,532.672224181042,1.04307425212679,1.04307425212679,695.894692391886,510.675268893793,185.219423498093
"Coolangatta","Females","45-49 - 50-54",1429,16.8113836955227,209.811383695523,1622,1079.07396057965,452.852730138427,506.805260550673,404.643777712569,1.0891285186343,1.08498167681277,549.874421409803,372.949872205441,180.446191951654
"Coolangatta","Females","50-54 - 55-59",1204,21.9582191848424,179.958219184842,1362,841.361921673427,353.092611983386,395.159797667681,315.503736395012,1.12274225967722,1.13630292993821,449.021235883575,277.658120983784,162.650881596131
"Coolangatta","Females","55-59 - 60-64",1072,30.0501366317977,140.050136631798,1182,708.378732597785,297.283832941892,332.702003067451,265.636144398883,1.1970380115031,1.17175488350256,389.845196845368,226.699413110066,176.345741818631
"Coolangatta","Females","60-64 - 65-69",1097,48.7173902734621,142.717390273462,1191,661.960301703485,277.803506358964,310.900805167075,248.229618137727,1.19548437932734,1.08224123116658,336.469670154697,229.366254943135,164.037690472866
"Coolangatta","Females","65-69 - 70-74",1351,91.2187074384119,-23.7812925615881,1236,629.020874697495,263.979885371163,295.430248471227,235.877606444078,0.854201302669303,0.936166094766856,276.571781987311,251.961278839971,-23.7812925615881
"Coolangatta","Females","70-74 - 75-79",1259,139.893555321232,-58.1064446787684,1061,421.693415985528,176.971200943321,198.055415447377,158.131530473816,0.758812602303924,0.757582144474562,150.043246359424,208.731860468401,-58.1064446787684
"Coolangatta","Females","75-79 - 80-84",848,158.808982142638,-46.1910178573616,643,178.657489553054,74.976817956313,83.9094991168414,66.9950755280555,0.659732528450458,0.77292893212115,61.2647690719696,86.6768893541102,-46.1910178573616
"Coolangatta","Females","80+ - 85+",815,381.548034461844,0.548034461844452,434,87.4327615440248,36.6927256288206,41.0642690990167,32.7865597905929,0.900241665609068,0.779987097029763,25.6223975478148,42.0347463636847,0.548034461844452
"Coolangatta","Males","Birth - 0-4",1205.49133601982,9.32170915481366,18.8303731349891,1215,848.269776465049,355.991617071142,398.404188020343,318.094124599051,0.959608370840839,0.959608370840839,382.311993802369,331.483274078077,50.8287197242915
"Coolangatta","Males","0-4 - 5-9",1197,1.79502328314934,127.795023283149,1323,1433.41894524973,601.559954648328,673.229350873526,537.520205509402,1.01474749560065,1.01474749560065,683.157797763764,529.708334181432,153.449463582333
"Coolangatta","Males","5-9 - 10-14",1236,1.08534763421938,263.085347634219,1498,1163.31658392534,488.206657088558,546.371227512986,436.234062160456,1.13905783463225,1.13905783463225,622.348427316306,382.97797433727,239.370452979036
"Coolangatta","Males","10-14 - 15-19",1294,2.82132495957597,278.821324959576,1570,1161.22987577387,487.330932608199,545.391169882986,435.451563925634,1.12228027453691,1.12228027453691,612.081751866285,388.006074601387,224.075677264898
"Coolangatta","Males","15-19 - 20-24",1344,6.77213577023792,90.7721357702379,1428,2036.34436040208,854.588412655896,956.403427240607,763.612231245167,0.951543555448162,0.951543555448162,910.059517599336,802.498453037725,107.561064561611
"Coolangatta","Males","20-24 - 25-29",1621,8.43014649086766,-37.5698535091323,1575,3275.12347748368,1374.464274462,1538.21690447439,1228.14411691691,0.894880242450337,0.894880242450337,1376.51991641725,1372.41170232347,4.10821409377561
"Coolangatta","Males","25-29 - 30-34",1370,8.04773061868302,105.047730618683,1467,2810.5115829464,1179.48156467353,1320.0041026944,1053.91851325692,0.953819653243255,0.953819653243255,1259.04585551165,1104.94526892301,154.100586588637
"Coolangatta","Males","30-34 - 35-39",1387,9.28955030335075,161.289550303351,1539,2326.52919446107,976.369679880423,1092.6936221723,872.4291351629,0.989445117401543,0.989445117401543,1081.16036927419,881.735752513542,199.424616760651
"Coolangatta","Males","35-39 - 40-44",1534,13.0308613130416,194.030861313042,1715,1935.65057877648,812.33046224384,909.110896703421,725.852899005085,1.02556539022023,1.02556539022023,932.352671531109,707.758769871528,224.593901659581
"Coolangatta","Males","40-44 - 45-49",1475,17.7047674479077,183.704767447908,1641,1406.1914885253,590.133464377206,660.441517227771,527.310135255681,1.04470356281194,1.04470356281194,689.965606076778,504.746182578685,185.219423498093
"Coolangatta","Males","45-49 - 50-54",1561,29.0810002077855,151.081000207785,1683,1198.05252707355,502.784218278293,562.685548273951,449.259752494369,1.06816019405972,1.08219317350207,608.934459170337,415.138224389762,180.446191951654
"Coolangatta","Males","50-54 - 55-59",1149,36.3435440074193,145.343544007419,1258,806.378868685981,338.41134672013,378.729417608619,302.385381922668,1.13371576363453,1.1367789912727,430.531645314422,266.001909117029,162.650881596131
"Coolangatta","Males","55-59 - 60-64",988,53.6413470054647,212.641347005465,1147,685.453003757145,287.662639886395,321.934548376807,257.039186392494,1.20846101612384,1.18645577779802,381.961104994461,216.644557009567,176.345741818631
"Coolangatta","Males","60-64 - 65-69",992,85.3579906722698,185.35799067227,1092,622.311111140269,261.16401282074,292.278895003272,233.361500808561,1.2171905536357,1.17440784890127,343.254628360032,198.705671991962,164.037690472866
"Coolangatta","Males","65-69 - 70-74",1142,144.091985004485,98.0919850044853,1096,564.274063714674,236.807725544809,265.020818155304,211.59808979551,1.09757197694427,1.04944450403409,278.124641067703,201.62866066964,98.0919850044853
"Coolangatta","Males","70-74 - 75-79",1214,225.270375318079,-23.7296246819206,965,406.600047509019,170.636998311,190.966560723077,152.471642586741,0.833570981522314,0.889815070758396,169.924923742292,171.352056845687,-23.7296246819206
"Coolangatta","Males","75-79 - 80-84",800,223.93283181219,-26.0671681878097,550,161.752428395375,67.8823060154452,75.9697524102856,60.655817924591,0.738302253808605,0.759163440276396,61.2647690719696,79.8982336432158,-26.0671681878097
"Coolangatta","Males","80+ - 85+",578,304.664423471354,-11.3355765286456,262,56.668531450062,23.7819650159205,26.6153302699893,21.2502288824197,0.705617085498268,0.721959669653437,25.6223975478148,29.4340941407717,-11.3355765286456
"Gold Coast - North","Females","Birth - 0-4",1370.7297482944,8.88001055956378,115.150262265164,1477,1020.65732886606,422.284190056147,502.517240050176,354.861332028271,0.919134478356157,0.919134478356157,461.880921298494,386.082059137776,75.7988621607177
"Gold Coast - North","Females","0-4 - 5-9",1226,1.16593105401181,143.165931054012,1368,1480.65586126988,612.602823146229,728.995987023474,514.793257585718,1.00071170504472,1.00071170504472,729.514817145023,514.427137197032,215.087679947991
"Gold Coast - North","Females","5-9 - 10-14",1082,0.612855156290817,204.612855156291,1286,1032.13543041744,427.033110854461,508.168445160338,358.852029288243,1.09758086507813,1.09758086507813,557.75596164449,326.948146333346,230.807815311144
"Gold Coast - North","Females","10-14 - 15-19",1045,1.28187682282228,440.281876822822,1484,1176.61826188832,486.811073290184,579.304086527893,409.085705744509,1.27516635379227,1.27516635379227,738.709079754736,320.809676735833,417.899403018904
"Gold Coast - North","Females","15-19 - 20-24",1215,2.59187846895654,508.591878468957,1721,2628.72919835932,1087.603791215,1294.24607479812,913.954486475656,1.0515646385695,1.0515646385695,1360.98340586508,869.137714367193,491.845691497882
"Gold Coast - North","Females","20-24 - 25-29",1888,3.59898661262624,31.5989866126262,1916,4290.09990697255,1774.97511969915,2112.21641565684,1491.57853911067,0.847811650348533,0.847811650348533,1790.76168525129,1759.32772154934,31.4339637019497
"Gold Coast - North","Females","25-29 - 30-34",1798,4.13534601905981,51.1353460190598,1845,3616.21443354166,1496.16344286093,1780.4311448896,1257.28257123489,0.839489874592139,0.839489874592139,1494.65391854331,1497.67449172121,-3.02057317790413
"Gold Coast - North","Females","30-34 - 35-39",1575,5.06297609373875,225.062976093739,1795,2530.7431533263,1047.06329197659,1246.00297153434,879.886775915808,0.94045569842716,0.94045569842716,1171.81059483664,935.596198084982,236.214396751661
"Gold Coast - North","Females","35-39 - 40-44",1431,6.86818313856898,355.868183138569,1780,1762.99504984367,729.417127218733,868.004747150373,612.956723136282,1.04052362181359,1.04052362181359,903.179443256297,589.084870623045,314.094572633252
"Gold Coast - North","Females","40-44 - 45-49",1449,11.1343762212909,325.134376221291,1763,1347.89251310225,557.673650186292,663.630394268518,468.634201805811,1.0877563405331,1.0877563405331,721.868169136061,430.826449217605,291.041719918456
"Gold Coast - North","Females","45-49 - 50-54",1633,20.0954166953692,401.095416695369,2014,1289.86651400655,533.666119610333,635.06148667137,448.459768380393,1.22010721434583,1.16843666934495,742.029128315548,383.811788987938,407.28542855163
"Gold Coast - North","Females","50-54 - 55-59",1492,28.0082819142592,317.008281914259,1781,1073.17909962476,444.014415076713,528.376159138652,373.122059703269,1.19744645315592,1.19133992463886,629.475613609211,313.195295470666,321.104040950315
"Gold Coast - North","Females","55-59 - 60-64",1334,37.889302709658,211.889302709658,1508,893.173184579816,369.539221600644,439.750845761844,310.537745674209,1.15646610641483,1.17291176765357,515.788941829675,264.757976037231,240.033950655155
"Gold Coast - North","Females","60-64 - 65-69",1222,54.2108722186339,156.210872218634,1324,736.604426633336,304.760858414852,362.664738704973,256.102043869543,1.16482274338995,1.11416730484285,404.069194484456,229.859593578422,202.576602706803
"Gold Coast - North","Females","65-69 - 70-74",1419,100.492197989746,112.492197989746,1431,692.968493578609,286.707037483755,341.180732246079,240.930737212391,1.02121306472377,1.04171331920812,355.412513037919,231.283149375051,112.492197989746
"Gold Coast - North","Females","70-74 - 75-79",1246,143.993883666854,39.9938836668539,1142,434.053395419587,179.584157524757,213.704745100872,150.911340871978,0.939104149510628,0.976122371263531,208.601982538131,154.602891312318,39.9938836668539
"Gold Coast - North","Females","75-79 - 80-84",910,177.448534037314,23.4485340373142,756,199.626678467731,82.5930386685217,98.2855309680065,69.4060455218018,0.968049899556192,1.13324126150386,93.2017530322922,61.2456039852423,23.4485340373142
"Gold Coast - North","Females","80+ - 85+",1116,536.733303882675,61.7333038826747,641,122.993884734069,50.8871797888211,60.5556299373071,42.7624164679767,1.49256973544476,1.23030981750047,52.6119839584995,34.7574374029249,61.7333038826747
"Gold Coast - North","Males","Birth - 0-4",1448.86134394718,11.3088060034529,36.4474620562719,1474,1029.09436255924,425.774907105678,506.671185518258,357.794713222973,0.918461107231828,0.918461107231828,465.357778053562,389.558915892845,75.7988621607177
"Gold Coast - North","Males","0-4 - 5-9",1268,2.00942884196996,287.00942884197,1553,1604.63287482122,663.896760173334,790.035657163009,557.897487502525,0.987417008565085,0.987417008565085,780.094645255649,565.006965307658,215.087679947991
"Gold Coast - North","Males","5-9 - 10-14",1135,1.00277546599786,257.002775465998,1391,1074.81261557989,444.690261849716,529.180415284308,373.689999237266,1.08625472935347,1.08625472935347,574.824728783811,344.016913472666,230.807815311144
"Gold Coast - North","Males","10-14 - 15-19",1081,2.51692921498485,395.516929214985,1474,1035.94355188625,428.608673430279,510.043361095554,360.176033945567,1.34454873033415,1.34454873033415,685.77815357639,267.878750557486,417.899403018904
"Gold Coast - North","Males","15-19 - 20-24",1219,7.09950452680786,475.099504526808,1687,2134.7823633941,883.239473010558,1051.05299400772,742.219441961116,1.10628085663498,1.10628085663498,1162.75980657961,670.914115081733,491.845691497882
"Gold Coast - North","Males","20-24 - 25-29",1746,9.26894079127314,31.2689407912731,1768,3600.99621397924,1489.86709506597,1772.9385051204,1251.99151270595,0.849249407948949,0.849249407948949,1505.6669758034,1474.23301210145,31.4339637019497
"Gold Coast - North","Males","25-29 - 30-34",1765,9.82350762513193,-57.1764923748681,1698,3430.66676480203,1419.39541818259,1689.07736751912,1192.77150466876,0.839444043451345,0.839444043451345,1417.8859350924,1420.90650827031,-3.02057317790413
"Gold Coast - North","Males","30-34 - 35-39",1514,10.3658174095831,247.365817409583,1751,2596.07580995058,1074.09386061754,1278.16928765578,902.601582245952,0.937806192498745,0.937806192498745,1198.6750730253,962.460676273642,236.214396751661
"Gold Coast - North","Males","35-39 - 40-44",1406,12.3209621279359,272.320962127936,1666,1830.19962388469,757.222178252374,901.092695583919,636.322356231852,1.03250614386728,1.03250614386728,930.383744384321,616.289171751068,314.094572633252
"Gold Coast - North","Males","40-44 - 45-49",1283,15.9490636156216,256.949063615622,1524,1266.74567018309,524.100159976996,623.67801613998,440.421131705023,1.10545586224201,1.10545586224201,689.448519093406,398.40679917495,291.041719918456
"Gold Coast - North","Males","45-49 - 50-54",1452,29.475440407891,413.475440407891,1836,1214.30231474039,502.402378311577,597.857704571441,422.187667405008,1.24736760942674,1.18679261368743,709.533107821507,355.738367879833,407.28542855163
"Gold Coast - North","Males","50-54 - 55-59",1424,47.1997999863701,325.19979998637,1702,1047.25398567195,433.288223789929,515.612015539128,364.108436609513,1.20755436939354,1.21052616325411,624.1618348983,300.785268143832,321.104040950315
"Gold Coast - North","Males","55-59 - 60-64",1216,66.1785986006529,268.178598600653,1418,845.65958402638,349.881064294655,416.357682611303,294.018254651121,1.17665651094205,1.19092344483114,495.850125657364,246.882581686692,240.033950655155
"Gold Coast - North","Males","60-64 - 65-69",1082,94.9423331949719,248.942333194972,1236,692.186734943927,286.383594637141,340.795835983274,240.658935989216,1.18855945415783,1.15755438198199,394.489713303653,207.902919927749,202.576602706803
"Gold Coast - North","Males","65-69 - 70-74",1244,159.222287272606,144.222287272606,1229,623.525361736545,257.975811189159,306.990637327069,216.786804112858,1.10744718084608,1.079328266868,331.343672530927,200.853448174698,144.222287272606
"Gold Coast - North","Males","70-74 - 75-79",1159,220.721547179486,37.7215471794858,976,398.389674819529,164.828739675834,196.14583091978,138.511806729328,0.941978165600082,0.948180398950759,185.981632214045,146.081702261092,37.7215471794858
"Gold Coast - North","Males","75-79 - 80-84",769,217.795413458819,-7.20458654118084,544,157.319213691205,65.0888548536337,77.455591445954,54.6966196638435,0.795115850406118,0.96858452130176,93.2017530322922,56.4706728849354,-7.20458654118084
