No.,Code,Area name,Sex,Age group,2001,2006,2011
170,30404,The Gap - Enoggera,Females,45–49,1612,1692.23567604144,1756.96962457404
170,30404,The Gap - Enoggera,Females,50–54,1593,1563.73633581357,1651.30043609335
170,30404,The Gap - Enoggera,Females,55–59,1093,1486.34578906937,1478.62577424359
170,30404,The Gap - Enoggera,Females,60–64,787,999.87307674742,1354.90923004191
170,30404,The Gap - Enoggera,Females,65–69,658,742.719535366455,936.737006404877
170,30404,The Gap - Enoggera,Females,70–74,665,632.537040096291,717.495433455896
170,30404,The Gap - Enoggera,Females,75–79,630,617.468598986239,594.89860467493
170,30404,The Gap - Enoggera,Females,80–84,454,528.284484152531,526.847525556507
170,30404,The Gap - Enoggera,Females,85,320,425.575469064105,529.006568221557
170,30404,The Gap - Enoggera,Males,0–4,1387,1308.06614080884,1270.18957034557
170,30404,The Gap - Enoggera,Males,5–9,1477,1444.96630659738,1358.28541653814
170,30404,The Gap - Enoggera,Males,10–14,1542,1566.49422088854,1534.966663895
170,30404,The Gap - Enoggera,Males,15–19,1754,1676.04659929093,1703.76296326016
170,30404,The Gap - Enoggera,Males,20–24,1603,1639.12759355549,1616.16302120874
170,30404,The Gap - Enoggera,Males,25–29,1604,1518.63067355114,1566.61402524005
170,30404,The Gap - Enoggera,Males,30–34,1528,1605.45534213393,1525.95317716277
170,30404,The Gap - Enoggera,Males,35–39,1472,1610.5386274082,1645.24050205972
170,30404,The Gap - Enoggera,Males,40–44,1493,1568.96075383537,1661.33281740092
170,30404,The Gap - Enoggera,Males,45–49,1474,1501.52064588906,1560.78630024708
170,30404,The Gap - Enoggera,Males,50–54,1453,1410.93755629876,1455.2941674665
170,30404,The Gap - Enoggera,Males,55–59,1142,1369.20234813082,1347.06227684908
170,30404,The Gap - Enoggera,Males,60–64,791,1035.97486404316,1256.56828254743
170,30404,The Gap - Enoggera,Males,65–69,546,706.180226346691,922.895332749783
170,30404,The Gap - Enoggera,Males,70–74,508,500.219093236107,642.450496024936
170,30404,The Gap - Enoggera,Males,75–79,438,446.86052263625,449.349915242764
170,30404,The Gap - Enoggera,Males,80–84,271,328.990326880628,346.496106075095
170,30404,The Gap - Enoggera,Males,85,123,189.416859466199,253.328469114729
171,30501,Brisbane Inner,Females,0–4,548,548.745754792179,561.249214266327
171,30501,Brisbane Inner,Females,5–9,481,487.651925922666,478.034713987679
171,30501,Brisbane Inner,Females,10–14,524,595.245564718195,601.041419500684
171,30501,Brisbane Inner,Females,15–19,1187,1124.69111583897,1203.55444276939
171,30501,Brisbane Inner,Females,20–24,2563,2697.72569859894,2706.59694943432
171,30501,Brisbane Inner,Females,25–29,2515,2670.25644850561,2813.03513185691
171,30501,Brisbane Inner,Females,30–34,1882,2090.92652254741,2124.56245883371
171,30501,Brisbane Inner,Females,35–39,1292,1542.84456186926,1663.67820040904
171,30501,Brisbane Inner,Females,40–44,1142,1260.7751005187,1444.98011969206
171,30501,Brisbane Inner,Females,45–49,1079,1244.75355386641,1349.42651043308
171,30501,Brisbane Inner,Females,50–54,1136,1181.76283726955,1340.56065478042
171,30501,Brisbane Inner,Females,55–59,873,1181.32966290368,1232.64861967773
171,30501,Brisbane Inner,Females,60–64,624,842.457574533711,1133.45901134573
171,30501,Brisbane Inner,Females,65–69,472,586.798363914307,783.581609510795
171,30501,Brisbane Inner,Females,70–74,538,454.864078454869,560.435794173931
171,30501,Brisbane Inner,Females,75–79,603,503.654102453727,440.461534438359
171,30501,Brisbane Inner,Females,80–84,490,500.024871750459,430.622634327444
171,30501,Brisbane Inner,Females,85,650,626.012272731294,630.493845451085
171,30501,Brisbane Inner,Males,0–4,555,573.555220159993,586.933051969311
171,30501,Brisbane Inner,Males,5–9,521,508.079765150325,509.814982113549
171,30501,Brisbane Inner,Males,10–14,594,637.371475937745,626.529090273674
171,30501,Brisbane Inner,Males,15–19,1054,1176.24958600891,1231.10814117952
171,30501,Brisbane Inner,Males,20–24,2577,2554.81905812372,2698.4209386022
171,30501,Brisbane Inner,Males,25–29,2834,2687.49514367436,2743.22917071599
171,30501,Brisbane Inner,Males,30–34,2402,2435.89815936135,2323.24963916082
171,30501,Brisbane Inner,Males,35–39,1729,1978.03419116386,1996.12427861689
171,30501,Brisbane Inner,Males,40–44,1470,1635.72205679669,1809.70811272181
171,30501,Brisbane Inner,Males,45–49,1339,1534.06849234165,1671.85558960902
171,30501,Brisbane Inner,Males,50–54,1334,1411.92206060013,1593.68394607459
171,30501,Brisbane Inner,Males,55–59,1062,1379.98416046666,1456.3766147968
171,30501,Brisbane Inner,Males,60–64,894,1040.70118632427,1343.56932199453
171,30501,Brisbane Inner,Males,65–69,595,802.962317396683,950.062736304586
171,30501,Brisbane Inner,Males,70–74,564,533.884207054416,715.956677497757
171,30501,Brisbane Inner,Males,75–79,424,472.491978533367,459.582142344752
171,30501,Brisbane Inner,Males,80–84,257,314.145390660392,359.143912426552
171,30501,Brisbane Inner,Males,85,209,227.099829424719,269.90119149938
172,30502,Brisbane Inner - East,Females,0–4,922,880.206057102667,850.228366262829
172,30502,Brisbane Inner - East,Females,5–9,720,782.313178853026,735.668232733576
172,30502,Brisbane Inner - East,Females,10–14,738,754.932559387993,796.980050827823
172,30502,Brisbane Inner - East,Females,15–19,926,942.932850413892,958.539975725909
172,30502,Brisbane Inner - East,Females,20–24,1414,1392.27871426979,1412.55461403388
172,30502,Brisbane Inner - East,Females,25–29,1769,1685.98670085733,1705.27232459579
172,30502,Brisbane Inner - East,Females,30–34,1675,1699.56717347841,1612.52542788632
172,30502,Brisbane Inner - East,Females,35–39,1346,1413.70802856311,1420.3163931859
172,30502,Brisbane Inner - East,Females,40–44,1119,1239.02782822707,1286.27446048361
172,30502,Brisbane Inner - East,Females,45–49,974,1101.14719335602,1194.2486531151
172,30502,Brisbane Inner - East,Females,50–54,901,948.246557766415,1060.18210709014
172,30502,Brisbane Inner - East,Females,55–59,625,836.517998204721,880.027429133369
172,30502,Brisbane Inner - East,Females,60–64,472,565.582609108925,756.776319684303
172,30502,Brisbane Inner - East,Females,65–69,415,414.97231627849,500.877614801887
172,30502,Brisbane Inner - East,Females,70–74,461,354.765002571073,364.927509027205
172,30502,Brisbane Inner - East,Females,75–79,457,371.079026565625,294.717042001241
172,30502,Brisbane Inner - East,Females,80–84,346,352.543656841905,294.179710052004
172,30502,Brisbane Inner - East,Females,85,308,344.276828775242,372.995469891031
172,30502,Brisbane Inner - East,Males,0–4,979,928.442756715354,897.110640215379
172,30502,Brisbane Inner - East,Males,5–9,857,856.636614253773,803.146257556893
172,30502,Brisbane Inner - East,Males,10–14,744,854.946555451246,849.305828024054
172,30502,Brisbane Inner - East,Males,15–19,985,954.943394047805,1048.63716656894
172,30502,Brisbane Inner - East,Males,20–24,1321,1403.30859067615,1388.81867411239
172,30502,Brisbane Inner - East,Males,25–29,1675,1565.32267238914,1629.28975327882
172,30502,Brisbane Inner - East,Males,30–34,1707,1639.63295631744,1541.35713869355
172,30502,Brisbane Inner - East,Males,35–39,1413,1467.81967685431,1420.99918553586
172,30502,Brisbane Inner - East,Males,40–44,1185,1295.39198470926,1329.14619800286
172,30502,Brisbane Inner - East,Males,45–49,1035,1153.90876150669,1236.10366738898
172,30502,Brisbane Inner - East,Males,50–54,906,986.359836721449,1089.89836175771
172,30502,Brisbane Inner - East,Males,55–59,649,839.284032745737,905.705861388452
172,30502,Brisbane Inner - East,Males,60–64,489,583.241237737513,754.241666782279
172,30502,Brisbane Inner - East,Males,65–69,416,417.050852840609,504.56457624829
172,30502,Brisbane Inner - East,Males,70–74,351,328.772116281589,342.767717584978
172,30502,Brisbane Inner - East,Males,75–79,325,266.99000436227,256.564331176823
172,30502,Brisbane Inner - East,Males,80–84,221,219.586131382699,189.314614597061
172,30502,Brisbane Inner - East,Males,85,137,160.533426115824,175.985091800684
173,30503,Brisbane Inner - North,Females,0–4,1776,1620.1293512552,1555.98903314419
173,30503,Brisbane Inner - North,Females,5–9,1475,1634.22110776321,1485.3580807508
173,30503,Brisbane Inner - North,Females,10–14,1506,1568.90904435399,1674.0864203522
173,30503,Brisbane Inner - North,Females,15–19,2036,2062.19554200414,2106.12791044829
173,30503,Brisbane Inner - North,Females,20–24,3193,3165.02416471008,3177.09247984668
173,30503,Brisbane Inner - North,Females,25–29,3430,3253.9684742043,3278.88750243229
173,30503,Brisbane Inner - North,Females,30–34,3108,3105.718737483,2916.05234832655
173,30503,Brisbane Inner - North,Females,35–39,2486,2727.55073679334,2699.59846512916
173,30503,Brisbane Inner - North,Females,40–44,2208,2370.55188880037,2526.31806667933
173,30503,Brisbane Inner - North,Females,45–49,2048,2252.9781079719,2373.84943153046
173,30503,Brisbane Inner - North,Females,50–54,2004,2061.26269431288,2243.85661674902
173,30503,Brisbane Inner - North,Females,55–59,1471,1927.52362537535,1982.81875417386
173,30503,Brisbane Inner - North,Females,60–64,1108,1357.50338836443,1775.79260477499
173,30503,Brisbane Inner - North,Females,65–69,925,998.170578034149,1223.45789183995
173,30503,Brisbane Inner - North,Females,70–74,1035,832.401984297574,909.267389822477
173,30503,Brisbane Inner - North,Females,75–79,1011,875.488503580311,724.503097993912
173,30503,Brisbane Inner - North,Females,80–84,886,770.620520133918,682.595971811058
173,30503,Brisbane Inner - North,Females,85,827,878.242327798635,862.730236556178
173,30503,Brisbane Inner - North,Males,0–4,1753,1687.75052392468,1621.45428036713
173,30503,Brisbane Inner - North,Males,5–9,1581,1637.61445377627,1547.24187588097
173,30503,Brisbane Inner - North,Males,10–14,1381,1641.37945328566,1668.30563606211
173,30503,Brisbane Inner - North,Males,15–19,1685,1914.31714565086,2130.69168063956
173,30503,Brisbane Inner - North,Males,20–24,2843,2738.09890330095,2890.09141133788
173,30503,Brisbane Inner - North,Males,25–29,3416,2865.02056886496,2841.75196341175
173,30503,Brisbane Inner - North,Males,30–34,3198,3078.78472611248,2727.57715588957
173,30503,Brisbane Inner - North,Males,35–39,2673,2841.46531582483,2739.83350733843
173,30503,Brisbane Inner - North,Males,40–44,2339,2530.79070882898,2624.69183950502
173,30503,Brisbane Inner - North,Males,45–49,2111,2345.05436638028,2480.58118821537
173,30503,Brisbane Inner - North,Males,50–54,2056,2092.86318106844,2293.42212776466
173,30503,Brisbane Inner - North,Males,55–59,1554,1958.12719517791,1991.66192586999
173,30503,Brisbane Inner - North,Males,60–64,1115,1414.10277350563,1782.875504461
173,30503,Brisbane Inner - North,Males,65–69,870,987.377464585394,1252.30070813695
173,30503,Brisbane Inner - North,Males,70–74,812,737.88354759955,851.910323752542
173,30503,Brisbane Inner - North,Males,75–79,651,632.899024758234,590.928993614629
173,30503,Brisbane Inner - North,Males,80–84,412,435.736478365125,439.494191042729
173,30503,Brisbane Inner - North,Males,85,307,311.219880096566,335.188399974441
174,30504,Brisbane Inner - West,Females,0–4,1263,1140.68664413135,1091.63984974123
174,30504,Brisbane Inner - West,Females,5–9,1139,1274.21219594438,1154.80381984353
174,30504,Brisbane Inner - West,Females,10–14,1042,1281.86641393566,1379.3740443654
174,30504,Brisbane Inner - West,Females,15–19,1779,1829.35626883358,2031.55775208295
174,30504,Brisbane Inner - West,Females,20–24,3212,3218.63075449088,3251.82117999104
174,30504,Brisbane Inner - West,Females,25–29,2732,2601.76831648124,2644.65408922025
174,30504,Brisbane Inner - West,Females,30–34,2278,2203.84878009805,2073.18330926429
174,30504,Brisbane Inner - West,Females,35–39,1772,1883.36662523547,1827.99429971665
174,30504,Brisbane Inner - West,Females,40–44,1574,1631.94245277727,1703.86037897009
174,30504,Brisbane Inner - West,Females,45–49,1483,1525.96612256335,1569.57968212979
174,30504,Brisbane Inner - West,Females,50–54,1420,1428.73832800954,1478.54799920084
174,30504,Brisbane Inner - West,Females,55–59,994,1320.0693942458,1334.69310342534
174,30504,Brisbane Inner - West,Females,60–64,699,887.553960467348,1181.03716314672
174,30504,Brisbane Inner - West,Females,65–69,609,643.91614085502,812.604394441296
174,30504,Brisbane Inner - West,Females,70–74,609,544.764396449694,584.961023438435
174,30504,Brisbane Inner - West,Females,75–79,657,534.833628756035,486.802213368995
174,30504,Brisbane Inner - West,Females,80–84,518,497.82855231493,415.572215685996
174,30504,Brisbane Inner - West,Females,85,435,486.57068446888,512.082498887075
174,30504,Brisbane Inner - West,Males,0–4,1309,1201.57496402722,1150.26900476647
174,30504,Brisbane Inner - West,Males,5–9,1112,1301.68168296669,1193.6288593032
174,30504,Brisbane Inner - West,Males,10–14,1208,1278.77800022067,1418.83786840559
174,30504,Brisbane Inner - West,Males,15–19,1766,1973.62771733206,2030.54661561381
174,30504,Brisbane Inner - West,Males,20–24,2856,3080.02585574922,3231.22977575662
174,30504,Brisbane Inner - West,Males,25–29,2791,2322.09360442758,2439.68330802578
174,30504,Brisbane Inner - West,Males,30–34,2427,2260.35348905264,1987.95296681289
174,30504,Brisbane Inner - West,Males,35–39,1790,1941.31940561193,1833.53480973979
174,30504,Brisbane Inner - West,Males,40–44,1539,1625.26258695741,1714.78130620279
174,30504,Brisbane Inner - West,Males,45–49,1455,1505.26620613814,1565.84245870107
174,30504,Brisbane Inner - West,Males,50–54,1399,1388.66118518296,1442.19168874303
174,30504,Brisbane Inner - West,Males,55–59,965,1277.91255571982,1274.24672459735
174,30504,Brisbane Inner - West,Males,60–64,682,860.343644418819,1136.10478267444
174,30504,Brisbane Inner - West,Males,65–69,510,602.39385144201,761.892194924361
174,30504,Brisbane Inner - West,Males,70–74,487,437.061660036088,522.239312357423
174,30504,Brisbane Inner - West,Males,75–79,420,387.979948898827,358.439073303546
174,30504,Brisbane Inner - West,Males,80–84,284,279.085677116878,268.286115313542
174,30504,Brisbane Inner - West,Males,85,182,199.256191202129,212.210680213613
175,30601,Cairns - North,Females,0–4,1189,1160.26363223685,1187.17638037579
175,30601,Cairns - North,Females,5–9,1339,1399.14826820941,1377.39534326957
175,30601,Cairns - North,Females,10–14,1394,1491.68534579408,1559.29491570563
175,30601,Cairns - North,Females,15–19,1110,1295.02441331404,1390.36609407478
175,30601,Cairns - North,Females,20–24,947,1099.12587648938,1239.93155310789
175,30601,Cairns - North,Females,25–29,1310,1337.24011081671,1494.91068217485
175,30601,Cairns - North,Females,30–34,1550,1603.14576637894,1631.97437797512
175,30601,Cairns - North,Females,35–39,1776,1803.72207827878,1885.42651944879
175,30601,Cairns - North,Females,40–44,1753,1904.91544362613,1975.42250187028
175,30601,Cairns - North,Females,45–49,1384,1654.54465360591,1796.24928866649
175,30601,Cairns - North,Females,50–54,1102,1315.07372757049,1558.57489740183
175,30601,Cairns - North,Females,55–59,774,1073.0755516368,1264.01096865508
175,30601,Cairns - North,Females,60–64,478,739.649048400253,1023.22734735953
175,30601,Cairns - North,Females,65–69,369,461.036438589974,692.346228187051
175,30601,Cairns - North,Females,70–74,282,338.702383052672,423.796690218827
175,30601,Cairns - North,Females,75–79,219,239.021638166532,285.46951074353
175,30601,Cairns - North,Females,80–84,112,181.412236671261,200.568742506385
175,30601,Cairns - North,Females,85,68,99.9245470728055,155.06450755718
175,30601,Cairns - North,Males,0–4,1338,1248.16331571645,1277.94825093338
175,30601,Cairns - North,Males,5–9,1416,1513.1165685089,1451.18020965883
175,30601,Cairns - North,Males,10–14,1391,1553.2907942707,1647.35233573297
175,30601,Cairns - North,Males,15–19,1199,1319.67156003678,1462.77852287409
175,30601,Cairns - North,Males,20–24,874,1106.71757148484,1212.23855775688
175,30601,Cairns - North,Males,25–29,1187,1228.58732173448,1416.91959438031
175,30601,Cairns - North,Males,30–34,1306,1409.04594694963,1441.35678601104
175,30601,Cairns - North,Males,35–39,1635,1611.51426729307,1712.60957082428
175,30601,Cairns - North,Males,40–44,1679,1775.53763485693,1807.43907792486
175,30601,Cairns - North,Males,45–49,1418,1606.93271741262,1707.467630356
175,30601,Cairns - North,Males,50–54,1310,1392.66001957433,1578.09675830658
175,30601,Cairns - North,Males,55–59,889,1260.8099766054,1348.54109290161
